,Optimal_Affected_Component_Uid,Optimal_Failure,ln
415,_SFETFecdEeet0YmmfbMwkw,CF3,4.3199
416,_SFLBPucdEeet0YmmfbMwkw,CF2,2.3028
417,_SFLBPucdEeet0YmmfbMwkw,CF2,2.3028
418,_SFLBPucdEeet0YmmfbMwkw,CF2,2.3028
419,_SEz0d-cdEeet0YmmfbMwkw,CF2,2.2958
420,_SEz0d-cdEeet0YmmfbMwkw,CF2,2.2958
421,_SEz0d-cdEeet0YmmfbMwkw,CF2,2.2958
422,_SE6hd-cdEeet0YmmfbMwkw,CF2,2.6534
423,_SE6hd-cdEeet0YmmfbMwkw,CF2,2.6534
424,_SE6hd-cdEeet0YmmfbMwkw,CF2,2.6534
425,_SEvipucdEeet0YmmfbMwkw,CF3,5.6879
426,_SEvipucdEeet0YmmfbMwkw,CF3,5.6879
427,_SEvipucdEeet0YmmfbMwkw,CF3,5.6879
428,_SEvipucdEeet0YmmfbMwkw,CF3,5.6879
429,_SFLBvecdEeet0YmmfbMwkw,CF3,4.3729
430,_SFLBvecdEeet0YmmfbMwkw,CF3,4.3729
431,_SFLBvecdEeet0YmmfbMwkw,CF3,4.3729
432,_SFCeOOcdEeet0YmmfbMwkw,CF3,4.2919
433,_SFCeOOcdEeet0YmmfbMwkw,CF3,4.2919
434,_SFCeOOcdEeet0YmmfbMwkw,CF3,4.2919
435,_SFCeOOcdEeet0YmmfbMwkw,CF3,4.2919
436,_SFCeOOcdEeet0YmmfbMwkw,CF3,4.2919
437,_SFB2oOcdEeet0YmmfbMwkw,CF1,4.2789
438,_SFB2oOcdEeet0YmmfbMwkw,CF1,4.2789
439,_SFB2oOcdEeet0YmmfbMwkw,CF1,4.2789
440,_SFAojecdEeet0YmmfbMwkw,CF1,3.0016
441,_SFAojecdEeet0YmmfbMwkw,CF1,3.0016
442,_SFAojecdEeet0YmmfbMwkw,CF1,3.0016
443,_SFAojecdEeet0YmmfbMwkw,CF1,3.0016
444,_SFAojecdEeet0YmmfbMwkw,CF1,3.0016
445,_SFAojecdEeet0YmmfbMwkw,CF1,3.0016
446,_SFDFc-cdEeet0YmmfbMwkw,CF3,6.061
447,_SFDFc-cdEeet0YmmfbMwkw,CF3,6.061
448,_SFLnRecdEeet0YmmfbMwkw,CF2,5.7309
449,_SFLnRecdEeet0YmmfbMwkw,CF2,5.7309
450,_SFLnRecdEeet0YmmfbMwkw,CF2,5.7309
451,_SFLnRecdEeet0YmmfbMwkw,CF2,5.7309
452,_SFLnRecdEeet0YmmfbMwkw,CF2,5.7309
453,_SFLnRecdEeet0YmmfbMwkw,CF2,5.7309
454,_SFDr1ecdEeet0YmmfbMwkw,CF3,4.2999
455,_SFDr1ecdEeet0YmmfbMwkw,CF3,4.2999
456,_SFDr1ecdEeet0YmmfbMwkw,CF3,4.2999
457,_SFDr1ecdEeet0YmmfbMwkw,CF3,4.2999
458,_SFDr1ecdEeet0YmmfbMwkw,CF3,4.2999
459,_SE-zMOcdEeet0YmmfbMwkw,CF1,4.1939
460,_SE-zMOcdEeet0YmmfbMwkw,CF1,4.1939
461,_SFE55ucdEeet0YmmfbMwkw,CF3,4.3089
462,_SFE55ucdEeet0YmmfbMwkw,CF3,4.3089
463,_SFE55ucdEeet0YmmfbMwkw,CF3,4.3089
464,_SEzNFecdEeet0YmmfbMwkw,CF1,55.7556
465,_SEzNFecdEeet0YmmfbMwkw,CF1,55.6015
466,_SEzNFecdEeet0YmmfbMwkw,CF1,55.6015
467,_SEzNFecdEeet0YmmfbMwkw,CF1,55.6015
468,_SEuUcucdEeet0YmmfbMwkw,CF2,2.2918
469,_SEuUcucdEeet0YmmfbMwkw,CF2,2.2918
470,_SEuUcucdEeet0YmmfbMwkw,CF2,2.2918
471,_SFESjOcdEeet0YmmfbMwkw,CF1,2.6944
472,_SFESjOcdEeet0YmmfbMwkw,CF1,2.6944
473,_SFESjOcdEeet0YmmfbMwkw,CF1,2.6944
474,_SE4FWecdEeet0YmmfbMwkw,CF2,34.8071
475,_SE4FWecdEeet0YmmfbMwkw,CF2,34.8071
476,_SE4FWecdEeet0YmmfbMwkw,CF2,34.8071
477,_SFOE5-cdEeet0YmmfbMwkw,CF2,2.4939
478,_SFOE5-cdEeet0YmmfbMwkw,CF2,2.4939
479,_SFOE5-cdEeet0YmmfbMwkw,CF2,2.4939
480,_SFDEt-cdEeet0YmmfbMwkw,CF3,4.2949
481,_SFDEt-cdEeet0YmmfbMwkw,CF3,4.2949
482,_SFDEt-cdEeet0YmmfbMwkw,CF3,4.2949
483,_SFDEt-cdEeet0YmmfbMwkw,CF3,4.2949
484,_SFKZIucdEeet0YmmfbMwkw,CF3,7.0442
485,_SFKZIucdEeet0YmmfbMwkw,CF3,7.0442
486,_SFKZIucdEeet0YmmfbMwkw,CF3,7.0442
487,_SEwwuecdEeet0YmmfbMwkw,CF2,4.5335
488,_SEwwuecdEeet0YmmfbMwkw,CF2,4.5335
489,_SEwwuecdEeet0YmmfbMwkw,CF2,4.5335
490,_SFAop-cdEeet0YmmfbMwkw,CF2,2.6814
491,_SFAop-cdEeet0YmmfbMwkw,CF2,2.6814
492,_SFAop-cdEeet0YmmfbMwkw,CF2,2.6814
493,_SFOFPucdEeet0YmmfbMwkw,CF3,5.7419
494,_SFOFPucdEeet0YmmfbMwkw,CF3,5.7419
495,_SFGInOcdEeet0YmmfbMwkw,CF3,5.7139
496,_SFGInOcdEeet0YmmfbMwkw,CF3,5.7139
497,_SFGInOcdEeet0YmmfbMwkw,CF3,5.7139
498,_SFKaqecdEeet0YmmfbMwkw,CF2,2.8742
499,_SFKaqecdEeet0YmmfbMwkw,CF2,2.8742
500,_SFKaqecdEeet0YmmfbMwkw,CF2,2.8742
501,_SFDsm-cdEeet0YmmfbMwkw,CF2,2.6924
502,_SFDsm-cdEeet0YmmfbMwkw,CF2,2.6924
503,_SFDsm-cdEeet0YmmfbMwkw,CF2,2.6924
504,_SFDsm-cdEeet0YmmfbMwkw,CF2,2.6924
505,_SFDsm-cdEeet0YmmfbMwkw,CF2,2.6924
506,_SFDsm-cdEeet0YmmfbMwkw,CF2,2.6924
507,_SFOER-cdEeet0YmmfbMwkw,CF2,2.4949
508,_SFOER-cdEeet0YmmfbMwkw,CF2,2.4949
509,_SFOER-cdEeet0YmmfbMwkw,CF2,2.4949
510,_SFS8XucdEeet0YmmfbMwkw,CF1,4.4109
511,_SFS8XucdEeet0YmmfbMwkw,CF1,4.4109
512,_SFS8XucdEeet0YmmfbMwkw,CF1,4.4109
513,_SFLosucdEeet0YmmfbMwkw,CF2,2.3038
514,_SFLosucdEeet0YmmfbMwkw,CF2,2.3038
515,_SFLosucdEeet0YmmfbMwkw,CF2,2.3038
516,_SE23vucdEeet0YmmfbMwkw,CF3,2.6494
517,_SE23vucdEeet0YmmfbMwkw,CF3,2.6494
518,_SE23vucdEeet0YmmfbMwkw,CF3,2.6494
519,_SFDs_-cdEeet0YmmfbMwkw,CF1,4.3049
520,_SFDs_-cdEeet0YmmfbMwkw,CF1,4.3049
521,_SFDs_-cdEeet0YmmfbMwkw,CF1,4.3049
522,_SFGvd-cdEeet0YmmfbMwkw,CF1,4.5435
523,_SFGvd-cdEeet0YmmfbMwkw,CF1,4.5435
524,_SFGvd-cdEeet0YmmfbMwkw,CF1,4.5435
525,_SFGvd-cdEeet0YmmfbMwkw,CF1,4.5435
526,_SFGvd-cdEeet0YmmfbMwkw,CF1,4.5435
527,_SFGvd-cdEeet0YmmfbMwkw,CF1,4.5435
528,_SE-z0OcdEeet0YmmfbMwkw,CF3,4.1919
529,_SE-z0OcdEeet0YmmfbMwkw,CF3,4.1919
530,_SE-z0OcdEeet0YmmfbMwkw,CF3,4.1919
531,_SFODducdEeet0YmmfbMwkw,CF1,3.0286
532,_SFODducdEeet0YmmfbMwkw,CF1,3.0286
533,_SFODducdEeet0YmmfbMwkw,CF1,3.0286
534,_SFODkOcdEeet0YmmfbMwkw,CF2,2.7264
535,_SFODkOcdEeet0YmmfbMwkw,CF2,2.7264
536,_SFODkOcdEeet0YmmfbMwkw,CF2,2.7264
537,_SEx_M-cdEeet0YmmfbMwkw,CF1,4.5355
538,_SEx_M-cdEeet0YmmfbMwkw,CF1,4.5355
539,_SEx_M-cdEeet0YmmfbMwkw,CF1,4.5355
540,_SEu7tecdEeet0YmmfbMwkw,CF3,2.6664
541,_SEu7tecdEeet0YmmfbMwkw,CF3,2.6664
542,_SEu7tecdEeet0YmmfbMwkw,CF3,2.6664
543,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1879
544,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1879
545,_SE-L8ecdEeet0YmmfbMwkw,CF3,4.1879
546,_SFLn7ecdEeet0YmmfbMwkw,CF3,4.5957
547,_SFLn7ecdEeet0YmmfbMwkw,CF3,4.5957
548,_SFLn7ecdEeet0YmmfbMwkw,CF3,4.5957
549,_SE56uecdEeet0YmmfbMwkw,CF2,2.6514
550,_SE56uecdEeet0YmmfbMwkw,CF2,2.6514
551,_SE56uecdEeet0YmmfbMwkw,CF2,2.6514
552,_SE56qecdEeet0YmmfbMwkw,CF1,2.9876
553,_SE56qecdEeet0YmmfbMwkw,CF1,2.9876
554,_SE56qecdEeet0YmmfbMwkw,CF1,2.9876
555,_SEwwr-cdEeet0YmmfbMwkw,CF3,3.3567
556,_SEwwr-cdEeet0YmmfbMwkw,CF3,3.3567
557,_SEwwr-cdEeet0YmmfbMwkw,CF3,3.3567
558,_SFOEpucdEeet0YmmfbMwkw,CF3,4.5987
559,_SFOEpucdEeet0YmmfbMwkw,CF3,4.5987
560,_SE_a1OcdEeet0YmmfbMwkw,CF2,4.2319
561,_SE_a1OcdEeet0YmmfbMwkw,CF2,4.2319
562,_SE_a1OcdEeet0YmmfbMwkw,CF2,4.2319
563,_SE_a1OcdEeet0YmmfbMwkw,CF2,4.2319
564,_SExYNOcdEeet0YmmfbMwkw,CF2,5.6939
565,_SExYNOcdEeet0YmmfbMwkw,CF2,5.6939
566,_SExYNOcdEeet0YmmfbMwkw,CF2,5.6939
567,_SExYNOcdEeet0YmmfbMwkw,CF2,5.6939
568,_SFB2xucdEeet0YmmfbMwkw,CF2,2.6844
569,_SFB2xucdEeet0YmmfbMwkw,CF2,2.6844
570,_SFB2xucdEeet0YmmfbMwkw,CF2,2.6844
571,_SFB2xucdEeet0YmmfbMwkw,CF2,2.6844
572,_SFB2xucdEeet0YmmfbMwkw,CF2,2.6844
573,_SFB2xucdEeet0YmmfbMwkw,CF2,2.6844
574,_SE_aPucdEeet0YmmfbMwkw,CF1,4.2349
575,_SE_aPucdEeet0YmmfbMwkw,CF1,4.2349
576,_SE_aPucdEeet0YmmfbMwkw,CF1,4.2349
577,_SFGIqOcdEeet0YmmfbMwkw,CF3,4.3299
578,_SFGIqOcdEeet0YmmfbMwkw,CF3,4.3299
579,_SFGIqOcdEeet0YmmfbMwkw,CF3,4.3299
580,_SEu7mecdEeet0YmmfbMwkw,CF3,4.2399
581,_SEu7mecdEeet0YmmfbMwkw,CF3,4.2399
582,_SEu7mecdEeet0YmmfbMwkw,CF3,4.2399
583,_SFHWA-cdEeet0YmmfbMwkw,CF2,2.8702
584,_SFHWA-cdEeet0YmmfbMwkw,CF2,2.8702
585,_SFHWA-cdEeet0YmmfbMwkw,CF2,2.8702
586,_SE8W-ecdEeet0YmmfbMwkw,CF1,4.5245
587,_SE8W-ecdEeet0YmmfbMwkw,CF1,4.5245
588,_SE8W-ecdEeet0YmmfbMwkw,CF1,4.5245
589,_SE8W-ecdEeet0YmmfbMwkw,CF1,4.5245
590,_SE8W-ecdEeet0YmmfbMwkw,CF1,4.5245
591,_SE8W-ecdEeet0YmmfbMwkw,CF1,4.5245
592,_SEu7sOcdEeet0YmmfbMwkw,CF1,2.6644
593,_SEu7sOcdEeet0YmmfbMwkw,CF1,2.6644
594,_SEu7sOcdEeet0YmmfbMwkw,CF1,2.6644
595,_SFFhyucdEeet0YmmfbMwkw,CF1,3.0176
596,_SFFhyucdEeet0YmmfbMwkw,CF1,3.0176
597,_SFFhyucdEeet0YmmfbMwkw,CF1,3.0176
598,_SFMOz-cdEeet0YmmfbMwkw,CF1,4.3849
599,_SFMOz-cdEeet0YmmfbMwkw,CF1,4.3849
600,_SFMOz-cdEeet0YmmfbMwkw,CF1,4.3849
601,_SEvizucdEeet0YmmfbMwkw,CF2,2.6724
602,_SEvizucdEeet0YmmfbMwkw,CF2,2.6724
603,_SEvizucdEeet0YmmfbMwkw,CF2,2.6724
604,_SFOFcOcdEeet0YmmfbMwkw,CF2,2.7324
605,_SFOFcOcdEeet0YmmfbMwkw,CF2,2.7324
606,_SFOFcOcdEeet0YmmfbMwkw,CF2,2.7324
607,_SFOD_ucdEeet0YmmfbMwkw,CF3,5.7399
608,_SFOD_ucdEeet0YmmfbMwkw,CF3,5.7399
609,_SEwwu-cdEeet0YmmfbMwkw,CF1,39.5903
610,_SEwwu-cdEeet0YmmfbMwkw,CF1,39.7573
611,_SEwwu-cdEeet0YmmfbMwkw,CF1,39.7573
612,_SEwwu-cdEeet0YmmfbMwkw,CF1,39.7573
613,_SEwwu-cdEeet0YmmfbMwkw,CF1,39.7573
614,_SEwwu-cdEeet0YmmfbMwkw,CF1,39.7573
615,_SEwwu-cdEeet0YmmfbMwkw,CF1,39.7573
616,_SFMQLecdEeet0YmmfbMwkw,CF2,7.1957
617,_SFMQLecdEeet0YmmfbMwkw,CF2,7.1957
618,_SFMQLecdEeet0YmmfbMwkw,CF2,7.1957
619,_SE23gucdEeet0YmmfbMwkw,CF3,4.2009
620,_SE23gucdEeet0YmmfbMwkw,CF3,4.2009
621,_SE23gucdEeet0YmmfbMwkw,CF3,4.2009
622,_SFJyvecdEeet0YmmfbMwkw,CF1,3.3647
623,_SFJyvecdEeet0YmmfbMwkw,CF1,3.3647
624,_SFJyvecdEeet0YmmfbMwkw,CF1,3.3647
625,_SFJyvecdEeet0YmmfbMwkw,CF1,3.3647
626,_SE-zLOcdEeet0YmmfbMwkw,CF2,3.3517
627,_SE-zLOcdEeet0YmmfbMwkw,CF2,3.3517
628,_SFABhOcdEeet0YmmfbMwkw,CF1,2.9996
629,_SFABhOcdEeet0YmmfbMwkw,CF1,2.9996
630,_SFABhOcdEeet0YmmfbMwkw,CF1,2.9996
631,_SFS9FOcdEeet0YmmfbMwkw,CF3,4.4139
632,_SFS9FOcdEeet0YmmfbMwkw,CF3,4.4139
633,_SEz0XOcdEeet0YmmfbMwkw,CF1,4.5365
634,_SEz0XOcdEeet0YmmfbMwkw,CF1,4.5365
635,_SEz0XOcdEeet0YmmfbMwkw,CF1,4.5365
636,_SE8-O-cdEeet0YmmfbMwkw,CF1,7.1657
637,_SE8-O-cdEeet0YmmfbMwkw,CF1,7.1657
638,_SE8-O-cdEeet0YmmfbMwkw,CF1,7.1657
639,_SE8-O-cdEeet0YmmfbMwkw,CF1,7.1657
640,_SE8-O-cdEeet0YmmfbMwkw,CF1,7.1657
641,_SE8Xn-cdEeet0YmmfbMwkw,CF1,2.9926
642,_SE8Xn-cdEeet0YmmfbMwkw,CF1,2.9926
643,_SE8Xn-cdEeet0YmmfbMwkw,CF1,2.9926
644,_SFFhMOcdEeet0YmmfbMwkw,CF3,2.0874
645,_SFFhMOcdEeet0YmmfbMwkw,CF3,2.0874
646,_SFFhMOcdEeet0YmmfbMwkw,CF3,2.0874
647,_SEz0cucdEeet0YmmfbMwkw,CF1,2.6764
648,_SEz0cucdEeet0YmmfbMwkw,CF1,2.6764
649,_SEz0cucdEeet0YmmfbMwkw,CF1,2.6764
650,_SEymIOcdEeet0YmmfbMwkw,CF1,89.1603
651,_SEymIOcdEeet0YmmfbMwkw,CF1,88.6903
652,_SEymIOcdEeet0YmmfbMwkw,CF1,88.6903
653,_SEymIOcdEeet0YmmfbMwkw,CF1,88.6903
654,_SEu7xecdEeet0YmmfbMwkw,CF1,2.4729
655,_SEu7xecdEeet0YmmfbMwkw,CF1,2.4729
656,_SEu7xecdEeet0YmmfbMwkw,CF1,2.4729
657,_SFMOXOcdEeet0YmmfbMwkw,CF1,2.7204
658,_SFMOXOcdEeet0YmmfbMwkw,CF1,2.7204
659,_SFMOXOcdEeet0YmmfbMwkw,CF1,2.7204
660,_SExXkecdEeet0YmmfbMwkw,CF3,6.2098
661,_SExXkecdEeet0YmmfbMwkw,CF3,6.2098
662,_SExXkecdEeet0YmmfbMwkw,CF3,6.2098
663,_SFKZXecdEeet0YmmfbMwkw,CF2,2.4819
664,_SFKZXecdEeet0YmmfbMwkw,CF2,2.4819
665,_SFKZXecdEeet0YmmfbMwkw,CF2,2.4819
666,_SFOEIecdEeet0YmmfbMwkw,CF1,2.7284
667,_SFOEIecdEeet0YmmfbMwkw,CF1,2.7284
668,_SFOEIecdEeet0YmmfbMwkw,CF1,2.7284
669,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
670,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
671,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
672,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
673,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
674,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
675,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
676,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
677,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
678,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
679,_SFFhCOcdEeet0YmmfbMwkw,CF1,4.3209
680,_SFDrv-cdEeet0YmmfbMwkw,CF3,4.3019
681,_SFDrv-cdEeet0YmmfbMwkw,CF3,4.3019
682,_SFDrv-cdEeet0YmmfbMwkw,CF3,4.3019
683,_SFCdn-cdEeet0YmmfbMwkw,CF3,24.4012
684,_SFCdn-cdEeet0YmmfbMwkw,CF3,24.247
685,_SFCdn-cdEeet0YmmfbMwkw,CF3,24.247
686,_SFCdn-cdEeet0YmmfbMwkw,CF3,24.247
687,_SFLBxecdEeet0YmmfbMwkw,CF3,7.843999999999999
688,_SFLBxecdEeet0YmmfbMwkw,CF3,7.843999999999999
689,_SFLBxecdEeet0YmmfbMwkw,CF3,7.843999999999999
690,_SFMOS-cdEeet0YmmfbMwkw,CF2,4.5505
691,_SFMOS-cdEeet0YmmfbMwkw,CF2,4.5505
692,_SFMOS-cdEeet0YmmfbMwkw,CF2,4.5505
693,_SFMOS-cdEeet0YmmfbMwkw,CF2,4.5505
694,_SFMOS-cdEeet0YmmfbMwkw,CF2,4.5505
695,_SFMOS-cdEeet0YmmfbMwkw,CF2,4.5505
696,_SFGIQOcdEeet0YmmfbMwkw,CF2,2.8662
697,_SFGIQOcdEeet0YmmfbMwkw,CF2,2.8662
698,_SFGIQOcdEeet0YmmfbMwkw,CF2,2.8662
699,_SE8W5OcdEeet0YmmfbMwkw,CF3,6.2068
700,_SE8W5OcdEeet0YmmfbMwkw,CF3,6.2068
701,_SE8W5OcdEeet0YmmfbMwkw,CF3,6.2068
702,_SEu7uucdEeet0YmmfbMwkw,CF1,2.2898
703,_SEu7uucdEeet0YmmfbMwkw,CF1,2.2898
704,_SEu7uucdEeet0YmmfbMwkw,CF1,2.2898
705,_SE6h_ecdEeet0YmmfbMwkw,CF1,2.9896
706,_SE6h_ecdEeet0YmmfbMwkw,CF1,2.9896
707,_SE6h_ecdEeet0YmmfbMwkw,CF1,2.9896
708,_SEu7jecdEeet0YmmfbMwkw,CF3,5.6869
709,_SEu7jecdEeet0YmmfbMwkw,CF3,5.6869
710,_SEu7jecdEeet0YmmfbMwkw,CF3,5.6869
711,_SEu7jecdEeet0YmmfbMwkw,CF3,5.6869
712,_SE8W8-cdEeet0YmmfbMwkw,CF1,4.2239
713,_SE8W8-cdEeet0YmmfbMwkw,CF1,4.2239
714,_SE8W8-cdEeet0YmmfbMwkw,CF1,4.2239
715,_SFE6hucdEeet0YmmfbMwkw,CF3,4.3149
716,_SFE6hucdEeet0YmmfbMwkw,CF3,4.3149
717,_SFE6hucdEeet0YmmfbMwkw,CF3,4.3149
718,_SFLomecdEeet0YmmfbMwkw,CF2,7.1917
719,_SFLomecdEeet0YmmfbMwkw,CF2,7.1917
720,_SFLomecdEeet0YmmfbMwkw,CF2,7.1917
721,_SFOq5-cdEeet0YmmfbMwkw,CF3,51.4379
722,_SFOq5-cdEeet0YmmfbMwkw,CF3,51.3043
723,_SFLn8ecdEeet0YmmfbMwkw,CF2,4.3759
724,_SFLn8ecdEeet0YmmfbMwkw,CF2,4.3759
725,_SFLn8ecdEeet0YmmfbMwkw,CF2,4.3759
726,_SFLn8ecdEeet0YmmfbMwkw,CF2,4.3759
727,_SFGIBOcdEeet0YmmfbMwkw,CF1,3.3617
728,_SFGIBOcdEeet0YmmfbMwkw,CF1,3.3617
729,_SFGIBOcdEeet0YmmfbMwkw,CF1,3.3617
730,_SFGIBOcdEeet0YmmfbMwkw,CF1,3.3617
731,_SE2QdecdEeet0YmmfbMwkw,CF1,5.2744
732,_SE2QdecdEeet0YmmfbMwkw,CF1,5.2744
733,_SE2QdecdEeet0YmmfbMwkw,CF1,5.2744
734,_SFS8dOcdEeet0YmmfbMwkw,CF3,4.4129
735,_SFS8dOcdEeet0YmmfbMwkw,CF3,4.4129
736,_SFGwN-cdEeet0YmmfbMwkw,CF2,2.7064
737,_SFGwN-cdEeet0YmmfbMwkw,CF2,2.7064
738,_SFGwN-cdEeet0YmmfbMwkw,CF2,2.7064
739,_SFGwN-cdEeet0YmmfbMwkw,CF2,2.7064
740,_SFGwN-cdEeet0YmmfbMwkw,CF2,2.7064
741,_SFGwN-cdEeet0YmmfbMwkw,CF2,2.7064
742,_SFHV8ecdEeet0YmmfbMwkw,CF2,2.7074
743,_SFHV8ecdEeet0YmmfbMwkw,CF2,2.7074
744,_SFHV8ecdEeet0YmmfbMwkw,CF2,2.7074
745,_SFACGOcdEeet0YmmfbMwkw,CF3,4.2709
746,_SFACGOcdEeet0YmmfbMwkw,CF3,4.2709
747,_SFACGOcdEeet0YmmfbMwkw,CF3,4.2709
748,_SFBPgOcdEeet0YmmfbMwkw,CF1,4.2839
749,_SFBPgOcdEeet0YmmfbMwkw,CF1,4.2839
750,_SFBPgOcdEeet0YmmfbMwkw,CF1,4.2839
751,_SFB3QOcdEeet0YmmfbMwkw,CF1,4.2819
752,_SFB3QOcdEeet0YmmfbMwkw,CF1,4.2819
753,_SFB3QOcdEeet0YmmfbMwkw,CF1,4.2819
754,_SFJytecdEeet0YmmfbMwkw,CF3,5.7219
755,_SFJytecdEeet0YmmfbMwkw,CF3,5.7219
756,_SFJytecdEeet0YmmfbMwkw,CF3,5.7219
757,_SFLAfecdEeet0YmmfbMwkw,CF2,4.3659
758,_SFLAfecdEeet0YmmfbMwkw,CF2,4.3659
759,_SFLAfecdEeet0YmmfbMwkw,CF2,4.3659
760,_SE-zOOcdEeet0YmmfbMwkw,CF1,22.1898
761,_SE-zOOcdEeet0YmmfbMwkw,CF1,22.1898
762,_SE-zOOcdEeet0YmmfbMwkw,CF1,22.1898
763,_SFLn7ecdEeet0YmmfbMwkw,CF2,3.3707
764,_SFLn7ecdEeet0YmmfbMwkw,CF2,3.3707
765,_SFLn7ecdEeet0YmmfbMwkw,CF2,3.3707
766,_SFLn7ecdEeet0YmmfbMwkw,CF2,3.3707
767,_SFLn7ecdEeet0YmmfbMwkw,CF2,3.3707
768,_SFLn7ecdEeet0YmmfbMwkw,CF2,3.3707
769,_SE-z3OcdEeet0YmmfbMwkw,CF1,2.9846
770,_SE-z3OcdEeet0YmmfbMwkw,CF1,2.9846
771,_SE-z3OcdEeet0YmmfbMwkw,CF1,2.9846
772,_SFHVy-cdEeet0YmmfbMwkw,CF3,4.3419
773,_SFHVy-cdEeet0YmmfbMwkw,CF3,4.3419
774,_SFHVy-cdEeet0YmmfbMwkw,CF3,4.3419
775,_SFES_-cdEeet0YmmfbMwkw,CF3,4.3169
776,_SFES_-cdEeet0YmmfbMwkw,CF3,4.3169
777,_SFES_-cdEeet0YmmfbMwkw,CF3,4.3169
778,_SE7Iq-cdEeet0YmmfbMwkw,CF1,37.2554
779,_SE7Iq-cdEeet0YmmfbMwkw,CF1,37.5431
780,_SE7Iq-cdEeet0YmmfbMwkw,CF1,37.5431
781,_SE7Iq-cdEeet0YmmfbMwkw,CF1,37.5431
782,_SEzNDecdEeet0YmmfbMwkw,CF3,4.2639
783,_SEzNDecdEeet0YmmfbMwkw,CF3,4.2639
784,_SEuUfecdEeet0YmmfbMwkw,CF1,2.4739
785,_SEuUfecdEeet0YmmfbMwkw,CF1,2.4739
786,_SEuUfecdEeet0YmmfbMwkw,CF1,2.4739
787,_SE5TwucdEeet0YmmfbMwkw,CF3,2.0734
788,_SE5TwucdEeet0YmmfbMwkw,CF3,2.0734
789,_SE5TwucdEeet0YmmfbMwkw,CF3,2.0734
790,_SEuUQucdEeet0YmmfbMwkw,CF1,6.2078
791,_SEuUQucdEeet0YmmfbMwkw,CF1,6.2078
792,_SEuUQucdEeet0YmmfbMwkw,CF1,6.2078
793,_SFKaCecdEeet0YmmfbMwkw,CF2,2.8732
794,_SFKaCecdEeet0YmmfbMwkw,CF2,2.8732
795,_SFKaCecdEeet0YmmfbMwkw,CF2,2.8732
796,_SFKZ0ecdEeet0YmmfbMwkw,CF2,4.3509
797,_SFKZ0ecdEeet0YmmfbMwkw,CF2,4.3509
798,_SFKZ0ecdEeet0YmmfbMwkw,CF2,4.3509
799,_SE23HucdEeet0YmmfbMwkw,CF3,2.6474
800,_SE23HucdEeet0YmmfbMwkw,CF3,2.6474
801,_SE23HucdEeet0YmmfbMwkw,CF3,2.6474
802,_SEzM9-cdEeet0YmmfbMwkw,CF1,4.2629
803,_SEzM9-cdEeet0YmmfbMwkw,CF1,4.2629
804,_SEzM9-cdEeet0YmmfbMwkw,CF1,4.2629
805,_SEvinOcdEeet0YmmfbMwkw,CF3,4.2449
806,_SEvinOcdEeet0YmmfbMwkw,CF3,4.2449
807,_SEvinOcdEeet0YmmfbMwkw,CF3,4.2449
808,_SEvinOcdEeet0YmmfbMwkw,CF3,4.2449
809,_SFKZwucdEeet0YmmfbMwkw,CF3,6.6649
810,_SFKZwucdEeet0YmmfbMwkw,CF3,6.6649
811,_SFKZwucdEeet0YmmfbMwkw,CF3,6.6649
812,_SFKaeecdEeet0YmmfbMwkw,CF3,7.1877
813,_SFKaeecdEeet0YmmfbMwkw,CF3,7.1877
814,_SFKaeecdEeet0YmmfbMwkw,CF3,7.1877
815,_SEx-lecdEeet0YmmfbMwkw,CF1,8.0249
816,_SEx-lecdEeet0YmmfbMwkw,CF1,8.0249
817,_SEx-lecdEeet0YmmfbMwkw,CF1,8.0249
818,_SFKacecdEeet0YmmfbMwkw,CF2,4.3609
819,_SFKacecdEeet0YmmfbMwkw,CF2,4.3609
820,_SFKacecdEeet0YmmfbMwkw,CF2,4.3609
821,_SEu7g-cdEeet0YmmfbMwkw,CF3,4.2389
822,_SEu7g-cdEeet0YmmfbMwkw,CF3,4.2389
823,_SFS9xucdEeet0YmmfbMwkw,CF1,2.1054
824,_SFS9xucdEeet0YmmfbMwkw,CF1,2.1054
825,_SFS9xucdEeet0YmmfbMwkw,CF1,2.1054
826,_SFGILucdEeet0YmmfbMwkw,CF2,2.7004
827,_SFGILucdEeet0YmmfbMwkw,CF2,2.7004
828,_SFGILucdEeet0YmmfbMwkw,CF2,2.7004
829,_SFGwLecdEeet0YmmfbMwkw,CF1,2.7054
830,_SFGwLecdEeet0YmmfbMwkw,CF1,2.7054
831,_SFGwLecdEeet0YmmfbMwkw,CF1,2.7054
832,_SFAoa-cdEeet0YmmfbMwkw,CF1,4.2719
