,Optimal_Affected_Component_Uid,Optimal_Failure,ln
833,_SFAoa-cdEeet0YmmfbMwkw,CF1,4.2719
834,_SFAoa-cdEeet0YmmfbMwkw,CF1,4.2719
835,_SFAoa-cdEeet0YmmfbMwkw,CF1,4.2719
836,_SFAoa-cdEeet0YmmfbMwkw,CF1,4.2719
837,_SFAoa-cdEeet0YmmfbMwkw,CF1,4.2719
838,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
839,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
840,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
841,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
842,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
843,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
844,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
845,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
846,_SFMO7ecdEeet0YmmfbMwkw,CF2,7.2007
847,_SE9laucdEeet0YmmfbMwkw,CF1,5.6849
848,_SE9laucdEeet0YmmfbMwkw,CF1,5.6849
849,_SE9laucdEeet0YmmfbMwkw,CF1,5.6849
850,_SFNdqOcdEeet0YmmfbMwkw,CF2,3.5021
851,_SFNdqOcdEeet0YmmfbMwkw,CF2,3.5021
852,_SFNdqOcdEeet0YmmfbMwkw,CF2,3.5021
853,_SFNdqOcdEeet0YmmfbMwkw,CF2,3.5021
854,_SFOFYecdEeet0YmmfbMwkw,CF1,2.7314
855,_SFOFYecdEeet0YmmfbMwkw,CF1,2.7314
856,_SFOFYecdEeet0YmmfbMwkw,CF1,2.7314
857,_SFGu0ecdEeet0YmmfbMwkw,CF1,4.3309
858,_SFGu0ecdEeet0YmmfbMwkw,CF1,4.3309
859,_SFGu0ecdEeet0YmmfbMwkw,CF1,4.3309
860,_SFGu0ecdEeet0YmmfbMwkw,CF1,4.3309
861,_SFGu0ecdEeet0YmmfbMwkw,CF1,4.3309
862,_SFGu0ecdEeet0YmmfbMwkw,CF1,4.3309
863,_SEz0YucdEeet0YmmfbMwkw,CF3,2.9986
864,_SEz0YucdEeet0YmmfbMwkw,CF3,2.9986
865,_SEz0YucdEeet0YmmfbMwkw,CF3,2.9986
866,_SFM27OcdEeet0YmmfbMwkw,CF3,6.2168
867,_SFM27OcdEeet0YmmfbMwkw,CF3,6.2168
868,_SFM27OcdEeet0YmmfbMwkw,CF3,6.2168
869,_SEvio-cdEeet0YmmfbMwkw,CF3,54.552
870,_SEvio-cdEeet0YmmfbMwkw,CF3,54.3697
871,_SFACAucdEeet0YmmfbMwkw,CF2,4.2699
872,_SFACAucdEeet0YmmfbMwkw,CF2,4.2699
873,_SFACAucdEeet0YmmfbMwkw,CF2,4.2699
874,_SFACAucdEeet0YmmfbMwkw,CF2,4.2699
875,_SFACAucdEeet0YmmfbMwkw,CF2,4.2699
876,_SFACAucdEeet0YmmfbMwkw,CF2,4.2699
877,_SFDr2-cdEeet0YmmfbMwkw,CF3,56.6874
878,_SFDr2-cdEeet0YmmfbMwkw,CF3,56.5539
879,_SFETHecdEeet0YmmfbMwkw,CF3,7.1777
880,_SFETHecdEeet0YmmfbMwkw,CF3,7.1777
881,_SFOD--cdEeet0YmmfbMwkw,CF1,6.2218
882,_SFOD--cdEeet0YmmfbMwkw,CF1,6.2218
883,_SFOD--cdEeet0YmmfbMwkw,CF1,6.2218
884,_SE-Mo-cdEeet0YmmfbMwkw,CF1,1.6094
885,_SE-Mo-cdEeet0YmmfbMwkw,CF1,1.6094
886,_SE-Mo-cdEeet0YmmfbMwkw,CF1,1.6094
887,_SFDFk-cdEeet0YmmfbMwkw,CF2,2.6904
888,_SFDFk-cdEeet0YmmfbMwkw,CF2,2.6904
889,_SFDFk-cdEeet0YmmfbMwkw,CF2,2.6904
890,_SFDFk-cdEeet0YmmfbMwkw,CF2,2.6904
891,_SFDFk-cdEeet0YmmfbMwkw,CF2,2.6904
892,_SFDFk-cdEeet0YmmfbMwkw,CF2,2.6904
893,_SFKaW-cdEeet0YmmfbMwkw,CF3,4.3589
894,_SFKaW-cdEeet0YmmfbMwkw,CF3,4.3589
895,_SFKaW-cdEeet0YmmfbMwkw,CF3,4.3589
896,_SFTjB-cdEeet0YmmfbMwkw,CF3,2.5779
897,_SFTjB-cdEeet0YmmfbMwkw,CF3,2.5779
898,_SFKZ7ecdEeet0YmmfbMwkw,CF1,2.7114
899,_SFKZ7ecdEeet0YmmfbMwkw,CF1,2.7114
900,_SFKZ7ecdEeet0YmmfbMwkw,CF1,2.7114
901,_SFDFaecdEeet0YmmfbMwkw,CF3,4.5917
902,_SFDFaecdEeet0YmmfbMwkw,CF3,4.5917
903,_SFMPBucdEeet0YmmfbMwkw,CF2,2.3048
904,_SFMPBucdEeet0YmmfbMwkw,CF2,2.3048
905,_SFMPBucdEeet0YmmfbMwkw,CF2,2.3048
906,_SFM1w-cdEeet0YmmfbMwkw,CF2,7.1927
907,_SFM1w-cdEeet0YmmfbMwkw,CF2,7.1927
908,_SFM1w-cdEeet0YmmfbMwkw,CF2,7.1927
909,_SE-zPOcdEeet0YmmfbMwkw,CF1,2.9856
910,_SE-zPOcdEeet0YmmfbMwkw,CF1,2.9856
911,_SE-zPOcdEeet0YmmfbMwkw,CF1,2.9856
912,_SE2QYOcdEeet0YmmfbMwkw,CF1,6.6629
913,_SE2QYOcdEeet0YmmfbMwkw,CF1,6.6629
914,_SE2QYOcdEeet0YmmfbMwkw,CF1,6.6629
915,_SFOD9OcdEeet0YmmfbMwkw,CF1,4.3969
916,_SFOD9OcdEeet0YmmfbMwkw,CF1,4.3969
917,_SFOD9OcdEeet0YmmfbMwkw,CF1,4.3969
918,_SFOq5ecdEeet0YmmfbMwkw,CF3,49.1158
919,_SFOq5ecdEeet0YmmfbMwkw,CF3,48.9823
920,_SE23mOcdEeet0YmmfbMwkw,CF1,4.2019
921,_SE23mOcdEeet0YmmfbMwkw,CF1,4.2019
922,_SE23mOcdEeet0YmmfbMwkw,CF1,4.2019
923,_SE23mOcdEeet0YmmfbMwkw,CF1,4.2019
924,_SE23mOcdEeet0YmmfbMwkw,CF1,4.2019
925,_SE23mOcdEeet0YmmfbMwkw,CF1,4.2019
926,_SE-zMOcdEeet0YmmfbMwkw,CF2,4.1949
927,_SE-zMOcdEeet0YmmfbMwkw,CF2,4.1949
928,_SExYMecdEeet0YmmfbMwkw,CF1,6.2108
929,_SExYMecdEeet0YmmfbMwkw,CF1,6.2108
930,_SExYMecdEeet0YmmfbMwkw,CF1,6.2108
931,_SFLAcecdEeet0YmmfbMwkw,CF1,5.7269
932,_SFLAcecdEeet0YmmfbMwkw,CF1,5.7269
933,_SFLAcecdEeet0YmmfbMwkw,CF1,5.7269
934,_SFJyC-cdEeet0YmmfbMwkw,CF3,4.3439
935,_SFJyC-cdEeet0YmmfbMwkw,CF3,4.3439
936,_SFJyC-cdEeet0YmmfbMwkw,CF3,4.3439
937,_SE_a3ucdEeet0YmmfbMwkw,CF1,4.2329
938,_SE_a3ucdEeet0YmmfbMwkw,CF1,4.2329
939,_SE_a3ucdEeet0YmmfbMwkw,CF1,4.2329
940,_SE-zTOcdEeet0YmmfbMwkw,CF2,2.6444
941,_SE-zTOcdEeet0YmmfbMwkw,CF2,2.6444
942,_SE-zTOcdEeet0YmmfbMwkw,CF2,2.6444
943,_SFGH8ucdEeet0YmmfbMwkw,CF1,4.3259
944,_SFGH8ucdEeet0YmmfbMwkw,CF1,4.3259
945,_SFGH8ucdEeet0YmmfbMwkw,CF1,4.3259
946,_SE-MjecdEeet0YmmfbMwkw,CF3,4.5827
947,_SE-MjecdEeet0YmmfbMwkw,CF3,4.5827
948,_SE-MjecdEeet0YmmfbMwkw,CF3,4.5827
949,_SFLBDucdEeet0YmmfbMwkw,CF3,6.6679
950,_SFLBDucdEeet0YmmfbMwkw,CF3,6.6679
951,_SFLBDucdEeet0YmmfbMwkw,CF3,6.6679
952,_SFHV1-cdEeet0YmmfbMwkw,CF1,3.0256
953,_SFHV1-cdEeet0YmmfbMwkw,CF1,3.0256
954,_SFHV1-cdEeet0YmmfbMwkw,CF1,3.0256
955,_SFDFBecdEeet0YmmfbMwkw,CF2,2.8552
956,_SFDFBecdEeet0YmmfbMwkw,CF2,2.8552
957,_SFDFBecdEeet0YmmfbMwkw,CF2,2.8552
958,_SFCeQucdEeet0YmmfbMwkw,CF3,5.7019
959,_SFCeQucdEeet0YmmfbMwkw,CF3,5.7019
960,_SFCeQucdEeet0YmmfbMwkw,CF3,5.7019
961,_SFCeQucdEeet0YmmfbMwkw,CF3,5.7019
962,_SFCeQucdEeet0YmmfbMwkw,CF3,5.7019
963,_SE6h2-cdEeet0YmmfbMwkw,CF1,4.2119
964,_SE6h2-cdEeet0YmmfbMwkw,CF1,4.2119
965,_SE6h2-cdEeet0YmmfbMwkw,CF1,4.2119
966,_SFDEU-cdEeet0YmmfbMwkw,CF2,2.6894
967,_SFDEU-cdEeet0YmmfbMwkw,CF2,2.6894
968,_SFDEU-cdEeet0YmmfbMwkw,CF2,2.6894
969,_SFDEU-cdEeet0YmmfbMwkw,CF2,2.6894
970,_SFDEU-cdEeet0YmmfbMwkw,CF2,2.6894
971,_SFDEU-cdEeet0YmmfbMwkw,CF2,2.6894
972,_SFBPjOcdEeet0YmmfbMwkw,CF1,3.0056
973,_SFBPjOcdEeet0YmmfbMwkw,CF1,3.0056
974,_SFBPjOcdEeet0YmmfbMwkw,CF1,3.0056
975,_SFJyzecdEeet0YmmfbMwkw,CF1,3.0266
976,_SFJyzecdEeet0YmmfbMwkw,CF1,3.0266
977,_SFJyzecdEeet0YmmfbMwkw,CF1,3.0266
978,_SE9kwOcdEeet0YmmfbMwkw,CF1,4.2279
979,_SE9kwOcdEeet0YmmfbMwkw,CF1,4.2279
980,_SE9kwOcdEeet0YmmfbMwkw,CF1,4.2279
981,_SE9kwOcdEeet0YmmfbMwkw,CF1,4.2279
982,_SE9kwOcdEeet0YmmfbMwkw,CF1,4.2279
983,_SE9kwOcdEeet0YmmfbMwkw,CF1,4.2279
984,_SE9kwOcdEeet0YmmfbMwkw,CF1,4.2279
985,_SFCeTucdEeet0YmmfbMwkw,CF3,4.2929
986,_SFCeTucdEeet0YmmfbMwkw,CF3,4.2929
987,_SFCeTucdEeet0YmmfbMwkw,CF3,4.2929
988,_SFCeTucdEeet0YmmfbMwkw,CF3,4.2929
989,_SFKZ2ecdEeet0YmmfbMwkw,CF2,7.1827
990,_SFKZ2ecdEeet0YmmfbMwkw,CF2,7.1827
991,_SEymFucdEeet0YmmfbMwkw,CF3,50.4568
992,_SEymFucdEeet0YmmfbMwkw,CF3,50.1691
993,_SFS-WucdEeet0YmmfbMwkw,CF3,64.3648
994,_SFS-WucdEeet0YmmfbMwkw,CF3,64.1825
995,_SFLBz-cdEeet0YmmfbMwkw,CF3,2.1004
996,_SFLBz-cdEeet0YmmfbMwkw,CF3,2.1004
997,_SFLBz-cdEeet0YmmfbMwkw,CF3,2.1004
998,_SFS97OcdEeet0YmmfbMwkw,CF2,2.8762
999,_SFS97OcdEeet0YmmfbMwkw,CF2,2.8762
1000,_SFS97OcdEeet0YmmfbMwkw,CF2,2.8762
1001,_SFLAXecdEeet0YmmfbMwkw,CF2,4.3629
1002,_SFLAXecdEeet0YmmfbMwkw,CF2,4.3629
1003,_SFLAXecdEeet0YmmfbMwkw,CF2,4.3629
1004,_SFLAXecdEeet0YmmfbMwkw,CF2,4.3629
1005,_SFLBB-cdEeet0YmmfbMwkw,CF3,4.3689
1006,_SFLBB-cdEeet0YmmfbMwkw,CF3,4.3689
1007,_SFLBB-cdEeet0YmmfbMwkw,CF3,4.3689
1008,_SFLn5ecdEeet0YmmfbMwkw,CF3,5.7299
1009,_SFLn5ecdEeet0YmmfbMwkw,CF3,5.7299
1010,_SFLn5ecdEeet0YmmfbMwkw,CF3,5.7299
1011,_SFLnUecdEeet0YmmfbMwkw,CF1,4.3779
1012,_SFLnUecdEeet0YmmfbMwkw,CF1,4.3779
1013,_SFLnUecdEeet0YmmfbMwkw,CF1,4.3779
1014,_SFS91ecdEeet0YmmfbMwkw,CF2,2.3088
1015,_SFS91ecdEeet0YmmfbMwkw,CF2,2.3088
1016,_SFS91ecdEeet0YmmfbMwkw,CF2,2.3088
1017,_SFGvcecdEeet0YmmfbMwkw,CF3,4.3369
1018,_SFGvcecdEeet0YmmfbMwkw,CF3,4.3369
1019,_SFGvcecdEeet0YmmfbMwkw,CF3,4.3369
1020,_SE5TtucdEeet0YmmfbMwkw,CF1,4.5235
1021,_SE5TtucdEeet0YmmfbMwkw,CF1,4.5235
1022,_SE5TtucdEeet0YmmfbMwkw,CF1,4.5235
1023,_SE2Qd-cdEeet0YmmfbMwkw,CF1,7.1637
1024,_SE2Qd-cdEeet0YmmfbMwkw,CF1,7.1637
1025,_SE2Qd-cdEeet0YmmfbMwkw,CF1,7.1637
1026,_SFOsK-cdEeet0YmmfbMwkw,CF3,3.5071
1027,_SFOsK-cdEeet0YmmfbMwkw,CF3,3.5071
1028,_SFCeSucdEeet0YmmfbMwkw,CF3,4.5897
1029,_SFCeSucdEeet0YmmfbMwkw,CF3,4.5897
1030,_SE3epOcdEeet0YmmfbMwkw,CF3,2.6504
1031,_SE3epOcdEeet0YmmfbMwkw,CF3,2.6504
1032,_SE3epOcdEeet0YmmfbMwkw,CF3,2.6504
1033,_SFMPZecdEeet0YmmfbMwkw,CF2,4.3859
1034,_SFMPZecdEeet0YmmfbMwkw,CF2,4.3859
1035,_SFMPZecdEeet0YmmfbMwkw,CF2,4.3859
1036,_SFMPZecdEeet0YmmfbMwkw,CF2,4.3859
1037,_SFMPZecdEeet0YmmfbMwkw,CF2,4.3859
1038,_SFMPZecdEeet0YmmfbMwkw,CF2,4.3859
1039,_SFOrc-cdEeet0YmmfbMwkw,CF1,5.7439
1040,_SFOrc-cdEeet0YmmfbMwkw,CF1,5.7439
1041,_SFOrc-cdEeet0YmmfbMwkw,CF1,5.7439
1042,_SE-MhecdEeet0YmmfbMwkw,CF1,5.6759
1043,_SE-MhecdEeet0YmmfbMwkw,CF1,5.6759
1044,_SE-MhecdEeet0YmmfbMwkw,CF1,5.6759
1045,_SE-MhecdEeet0YmmfbMwkw,CF1,5.6759
1046,_SE-MhecdEeet0YmmfbMwkw,CF1,5.6759
1047,_SE1B8ucdEeet0YmmfbMwkw,CF3,6.2028
1048,_SE1B8ucdEeet0YmmfbMwkw,CF3,6.2028
1049,_SE1B8ucdEeet0YmmfbMwkw,CF3,6.2028
1050,_SFE6ZucdEeet0YmmfbMwkw,CF1,4.3109
1051,_SFE6ZucdEeet0YmmfbMwkw,CF1,4.3109
1052,_SFE6ZucdEeet0YmmfbMwkw,CF1,4.3109
1053,_SFE6ZucdEeet0YmmfbMwkw,CF1,4.3109
1054,_SEvi5OcdEeet0YmmfbMwkw,CF2,2.0784
1055,_SEvi5OcdEeet0YmmfbMwkw,CF2,2.0784
1056,_SEvi5OcdEeet0YmmfbMwkw,CF2,2.0784
1057,_SFDFYecdEeet0YmmfbMwkw,CF3,5.7039
1058,_SFDFYecdEeet0YmmfbMwkw,CF3,5.7039
1059,_SFDFYecdEeet0YmmfbMwkw,CF3,5.7039
1060,_SFDFYecdEeet0YmmfbMwkw,CF3,5.7039
1061,_SFDFYecdEeet0YmmfbMwkw,CF3,5.7039
1062,_SFOEMOcdEeet0YmmfbMwkw,CF2,2.7294
1063,_SFOEMOcdEeet0YmmfbMwkw,CF2,2.7294
1064,_SFOEMOcdEeet0YmmfbMwkw,CF2,2.7294
1065,_SFJzYecdEeet0YmmfbMwkw,CF3,4.3499
1066,_SFJzYecdEeet0YmmfbMwkw,CF3,4.3499
1067,_SFJzYecdEeet0YmmfbMwkw,CF3,4.3499
1068,_SE9lYOcdEeet0YmmfbMwkw,CF3,4.2299
1069,_SE9lYOcdEeet0YmmfbMwkw,CF3,4.2299
1070,_SE9lYOcdEeet0YmmfbMwkw,CF3,4.2299
1071,_SFSWPecdEeet0YmmfbMwkw,CF3,4.6027
1072,_SFSWPecdEeet0YmmfbMwkw,CF3,4.6027
1073,_SFM2V-cdEeet0YmmfbMwkw,CF2,3.3737
1074,_SFM2V-cdEeet0YmmfbMwkw,CF2,3.3737
1075,_SFM2V-cdEeet0YmmfbMwkw,CF2,3.3737
1076,_SFM2V-cdEeet0YmmfbMwkw,CF2,3.3737
1077,_SFODgecdEeet0YmmfbMwkw,CF2,3.2249
1078,_SFODgecdEeet0YmmfbMwkw,CF2,3.2249
1079,_SFODgecdEeet0YmmfbMwkw,CF2,3.2249
1080,_SExXpucdEeet0YmmfbMwkw,CF1,4.5345
1081,_SExXpucdEeet0YmmfbMwkw,CF1,4.5345
1082,_SExXpucdEeet0YmmfbMwkw,CF1,4.5345
1083,_SExXpucdEeet0YmmfbMwkw,CF1,4.5345
1084,_SExXpucdEeet0YmmfbMwkw,CF1,4.5345
1085,_SExXpucdEeet0YmmfbMwkw,CF1,4.5345
1086,_SEz0SucdEeet0YmmfbMwkw,CF1,5.6979
1087,_SEz0SucdEeet0YmmfbMwkw,CF1,5.6979
1088,_SEz0SucdEeet0YmmfbMwkw,CF1,5.6979
1089,_SFLnRecdEeet0YmmfbMwkw,CF3,5.7319
1090,_SFLnRecdEeet0YmmfbMwkw,CF3,5.7319
1091,_SFLnRecdEeet0YmmfbMwkw,CF3,5.7319
1092,_SE56necdEeet0YmmfbMwkw,CF3,4.2069
1093,_SE56necdEeet0YmmfbMwkw,CF3,4.2069
1094,_SE56necdEeet0YmmfbMwkw,CF3,4.2069
1095,_SEymC-cdEeet0YmmfbMwkw,CF1,6.2118
1096,_SEymC-cdEeet0YmmfbMwkw,CF1,6.2118
1097,_SEymC-cdEeet0YmmfbMwkw,CF1,6.2118
1098,_SFOEFucdEeet0YmmfbMwkw,CF1,3.0296
1099,_SFOEFucdEeet0YmmfbMwkw,CF1,3.0296
1100,_SFOEFucdEeet0YmmfbMwkw,CF1,3.0296
1101,_SFABWOcdEeet0YmmfbMwkw,CF2,4.2649
1102,_SFABWOcdEeet0YmmfbMwkw,CF2,4.2649
1103,_SFABWOcdEeet0YmmfbMwkw,CF2,4.2649
1104,_SFABWOcdEeet0YmmfbMwkw,CF2,4.2649
1105,_SFABWOcdEeet0YmmfbMwkw,CF2,4.2649
1106,_SFABWOcdEeet0YmmfbMwkw,CF2,4.2649
1107,_SFS9HOcdEeet0YmmfbMwkw,CF3,51.5324
1108,_SFS9HOcdEeet0YmmfbMwkw,CF3,51.3988
1109,_SFDsX-cdEeet0YmmfbMwkw,CF3,4.3039
1110,_SFDsX-cdEeet0YmmfbMwkw,CF3,4.3039
1111,_SFDsX-cdEeet0YmmfbMwkw,CF3,4.3039
1112,_SFCeOOcdEeet0YmmfbMwkw,CF1,4.2909
1113,_SFCeOOcdEeet0YmmfbMwkw,CF1,4.2909
1114,_SFCeOOcdEeet0YmmfbMwkw,CF1,4.2909
1115,_SFGwEecdEeet0YmmfbMwkw,CF3,4.3379
1116,_SFGwEecdEeet0YmmfbMwkw,CF3,4.3379
1117,_SFGwEecdEeet0YmmfbMwkw,CF3,4.3379
1118,_SFLAZ-cdEeet0YmmfbMwkw,CF2,4.3639
1119,_SFLAZ-cdEeet0YmmfbMwkw,CF2,4.3639
1120,_SFLAZ-cdEeet0YmmfbMwkw,CF2,4.3639
1121,_SFLAZ-cdEeet0YmmfbMwkw,CF2,4.3639
1122,_SFOrhecdEeet0YmmfbMwkw,CF3,55.4572
1123,_SFOrhecdEeet0YmmfbMwkw,CF3,55.303000000000004
1124,_SFGwPecdEeet0YmmfbMwkw,CF3,2.4789
1125,_SFGwPecdEeet0YmmfbMwkw,CF3,2.4789
1126,_SFGwPecdEeet0YmmfbMwkw,CF3,2.4789
1127,_SFABYucdEeet0YmmfbMwkw,CF2,4.2669
1128,_SFABYucdEeet0YmmfbMwkw,CF2,4.2669
1129,_SFABYucdEeet0YmmfbMwkw,CF2,4.2669
1130,_SFABYucdEeet0YmmfbMwkw,CF2,4.2669
1131,_SFLpG-cdEeet0YmmfbMwkw,CF1,4.3819
1132,_SFLpG-cdEeet0YmmfbMwkw,CF1,4.3819
1133,_SFLpG-cdEeet0YmmfbMwkw,CF1,4.3819
1134,_SFFhVucdEeet0YmmfbMwkw,CF2,2.8632
1135,_SFFhVucdEeet0YmmfbMwkw,CF2,2.8632
1136,_SFFhVucdEeet0YmmfbMwkw,CF2,2.8632
1137,_SFOFSucdEeet0YmmfbMwkw,CF3,4.4029
1138,_SFOFSucdEeet0YmmfbMwkw,CF3,4.4029
1139,_SFS8hucdEeet0YmmfbMwkw,CF1,2.1034
1140,_SFS8hucdEeet0YmmfbMwkw,CF1,2.1034
1141,_SFS8hucdEeet0YmmfbMwkw,CF1,2.1034
1142,_SFBPiOcdEeet0YmmfbMwkw,CF2,7.843
1143,_SFBPiOcdEeet0YmmfbMwkw,CF2,7.843
1144,_SE1CB-cdEeet0YmmfbMwkw,CF1,4.5205
1145,_SE1CB-cdEeet0YmmfbMwkw,CF1,4.5205
1146,_SE1CB-cdEeet0YmmfbMwkw,CF1,4.5205
1147,_SFDFbecdEeet0YmmfbMwkw,CF3,4.2989
1148,_SFDFbecdEeet0YmmfbMwkw,CF3,4.2989
1149,_SFDFbecdEeet0YmmfbMwkw,CF3,4.2989
1150,_SFDFbecdEeet0YmmfbMwkw,CF3,4.2989
1151,_SFDFbecdEeet0YmmfbMwkw,CF3,4.2989
1152,_SExYKucdEeet0YmmfbMwkw,CF1,4.2549
1153,_SExYKucdEeet0YmmfbMwkw,CF1,4.2549
1154,_SExYKucdEeet0YmmfbMwkw,CF1,4.2549
1155,_SEuUY-cdEeet0YmmfbMwkw,CF1,2.0774
1156,_SEuUY-cdEeet0YmmfbMwkw,CF1,2.0774
1157,_SEuUY-cdEeet0YmmfbMwkw,CF1,2.0774
1158,_SFCeP-cdEeet0YmmfbMwkw,CF3,70.4131
1159,_SFCeP-cdEeet0YmmfbMwkw,CF3,70.2589
1160,_SFLozucdEeet0YmmfbMwkw,CF2,2.4879
1161,_SFLozucdEeet0YmmfbMwkw,CF2,2.4879
1162,_SFLozucdEeet0YmmfbMwkw,CF2,2.4879
1163,_SFGvl-cdEeet0YmmfbMwkw,CF2,2.7034
1164,_SFGvl-cdEeet0YmmfbMwkw,CF2,2.7034
1165,_SFGvl-cdEeet0YmmfbMwkw,CF2,2.7034
1166,_SFE50OcdEeet0YmmfbMwkw,CF1,4.3079
1167,_SFE50OcdEeet0YmmfbMwkw,CF1,4.3079
1168,_SFE50OcdEeet0YmmfbMwkw,CF1,4.3079
1169,_SFE50OcdEeet0YmmfbMwkw,CF1,4.3079
1170,_SFE50OcdEeet0YmmfbMwkw,CF1,4.3079
1171,_SFE50OcdEeet0YmmfbMwkw,CF1,4.3079
1172,_SE9k_OcdEeet0YmmfbMwkw,CF2,2.6604
1173,_SE9k_OcdEeet0YmmfbMwkw,CF2,2.6604
1174,_SE9k_OcdEeet0YmmfbMwkw,CF2,2.6604
1175,_SFMQV-cdEeet0YmmfbMwkw,CF3,2.1024
1176,_SFMQV-cdEeet0YmmfbMwkw,CF3,2.1024
1177,_SFMQV-cdEeet0YmmfbMwkw,CF3,2.1024
1178,_SEwJ8-cdEeet0YmmfbMwkw,CF2,2.8512
1179,_SEwJ8-cdEeet0YmmfbMwkw,CF2,2.8512
1180,_SEwJ8-cdEeet0YmmfbMwkw,CF2,2.8512
1181,_SFKaUecdEeet0YmmfbMwkw,CF2,4.3579
1182,_SFKaUecdEeet0YmmfbMwkw,CF2,4.3579
1183,_SFKaUecdEeet0YmmfbMwkw,CF2,4.3579
1184,_SFLB1OcdEeet0YmmfbMwkw,CF3,3.2239
1185,_SFLB1OcdEeet0YmmfbMwkw,CF3,3.2239
1186,_SFLB1OcdEeet0YmmfbMwkw,CF3,3.2239
1187,_SE0bNecdEeet0YmmfbMwkw,CF1,6.2018
1188,_SE0bNecdEeet0YmmfbMwkw,CF1,6.2018
1189,_SE0bNecdEeet0YmmfbMwkw,CF1,6.2018
1190,_SExYNOcdEeet0YmmfbMwkw,CF3,5.6949
1191,_SExYNOcdEeet0YmmfbMwkw,CF3,5.6949
1192,_SExYNOcdEeet0YmmfbMwkw,CF3,5.6949
1193,_SEviuucdEeet0YmmfbMwkw,CF2,8.0239
1194,_SEviuucdEeet0YmmfbMwkw,CF2,8.0239
1195,_SEviuucdEeet0YmmfbMwkw,CF2,8.0239
1196,_SE57SecdEeet0YmmfbMwkw,CF1,2.9886
1197,_SE57SecdEeet0YmmfbMwkw,CF1,2.9886
1198,_SE57SecdEeet0YmmfbMwkw,CF1,2.9886
1199,_SEx_TucdEeet0YmmfbMwkw,CF1,2.2948
1200,_SEx_TucdEeet0YmmfbMwkw,CF1,2.2948
1201,_SEx_TucdEeet0YmmfbMwkw,CF1,2.2948
1202,_SFOFRucdEeet0YmmfbMwkw,CF1,3.3787
1203,_SFOFRucdEeet0YmmfbMwkw,CF1,3.3787
1204,_SFOFRucdEeet0YmmfbMwkw,CF1,3.3787
1205,_SFApM-cdEeet0YmmfbMwkw,CF1,2.0824
1206,_SFApM-cdEeet0YmmfbMwkw,CF1,2.0824
1207,_SFApM-cdEeet0YmmfbMwkw,CF1,2.0824
1208,_SFFh5OcdEeet0YmmfbMwkw,CF2,2.6984
1209,_SFFh5OcdEeet0YmmfbMwkw,CF2,2.6984
1210,_SFFh5OcdEeet0YmmfbMwkw,CF2,2.6984
1211,_SE1B9ecdEeet0YmmfbMwkw,CF2,5.6799
1212,_SE1B9ecdEeet0YmmfbMwkw,CF2,5.6799
1213,_SE1B9ecdEeet0YmmfbMwkw,CF2,5.6799
1214,_SFGu3ecdEeet0YmmfbMwkw,CF3,3.0226
1215,_SFGu3ecdEeet0YmmfbMwkw,CF3,3.0226
1216,_SFGu3ecdEeet0YmmfbMwkw,CF3,3.0226
1217,_SEvixOcdEeet0YmmfbMwkw,CF2,2.0814
1218,_SEvixOcdEeet0YmmfbMwkw,CF2,2.0814
1219,_SEvixOcdEeet0YmmfbMwkw,CF2,2.0814
1220,_SE9lducdEeet0YmmfbMwkw,CF3,4.2309
1221,_SE9lducdEeet0YmmfbMwkw,CF3,4.2309
1222,_SE9lducdEeet0YmmfbMwkw,CF3,4.2309
1223,_SFLol-cdEeet0YmmfbMwkw,CF2,4.5485
1224,_SFLol-cdEeet0YmmfbMwkw,CF2,4.5485
1225,_SFLol-cdEeet0YmmfbMwkw,CF2,4.5485
1226,_SFLol-cdEeet0YmmfbMwkw,CF2,4.5485
1227,_SFJysucdEeet0YmmfbMwkw,CF1,7.0422
1228,_SFJysucdEeet0YmmfbMwkw,CF1,7.0422
1229,_SFJysucdEeet0YmmfbMwkw,CF1,7.0422
1230,_SFESgecdEeet0YmmfbMwkw,CF1,3.0146
1231,_SFESgecdEeet0YmmfbMwkw,CF1,3.0146
1232,_SFESgecdEeet0YmmfbMwkw,CF1,3.0146
1233,_SFSWQecdEeet0YmmfbMwkw,CF1,4.4239
1234,_SFSWQecdEeet0YmmfbMwkw,CF1,4.4239
1235,_SFSWQecdEeet0YmmfbMwkw,CF1,4.4239
1236,_SFKabecdEeet0YmmfbMwkw,CF3,3.3677
1237,_SFKabecdEeet0YmmfbMwkw,CF3,3.3677
1238,_SFKabecdEeet0YmmfbMwkw,CF3,3.3677
1239,_SFOEpucdEeet0YmmfbMwkw,CF1,3.3777
1240,_SFOEpucdEeet0YmmfbMwkw,CF1,3.3777
1241,_SFOEpucdEeet0YmmfbMwkw,CF1,3.3777
1242,_SFE6cOcdEeet0YmmfbMwkw,CF3,4.3139
1243,_SFE6cOcdEeet0YmmfbMwkw,CF3,4.3139
