,Optimal_Affected_Component_Uid,Optimal_Failure,raw,cube,sqt,log10,ln,log2
0,_SEwwu-cdEeet0YmmfbMwkw,CF1,687.0,400.0,541.8284,295.9031,280.0794,222.0
1,_SExXgOcdEeet0YmmfbMwkw,CF2,687.0,400.0,541.8284,295.9031,280.0794,222.0
2,_SEx_HucdEeet0YmmfbMwkw,CF3,687.0,400.0,541.8284,295.9031,280.0794,222.0
3,_SEymDucdEeet0YmmfbMwkw,CF3,1101.5459,797.0281,938.2058,668.4693,678.3829,617.8803
4,_SExYKucdEeet0YmmfbMwkw,CF3,1101.5459,797.0281,938.2058,668.4693,678.3829,617.8803
5,_SE8-O-cdEeet0YmmfbMwkw,CF1,1101.5459,797.0281,938.2058,668.4693,678.3829,617.8803
6,_SE_a_OcdEeet0YmmfbMwkw,CF2,1224.4454,905.7274,1047.9177,801.8114,788.1704,727.0165
7,_SE7Io-cdEeet0YmmfbMwkw,CF1,1224.4454,905.7274,1047.9177,801.8114,788.1704,727.0165
8,_SE-MhecdEeet0YmmfbMwkw,CF2,1224.4454,905.7274,1047.9177,801.8114,788.1704,727.0165
9,_SE8XmecdEeet0YmmfbMwkw,CF1,1294.3952,966.0982,1109.8543,861.9818,842.5629,817.5826
10,_SE_aWucdEeet0YmmfbMwkw,CF2,1294.3952,966.0982,1109.8543,861.9818,842.5629,817.5826
11,_SE8W8-cdEeet0YmmfbMwkw,CF1,1294.3952,966.0982,1109.8543,861.9818,842.5629,817.5826
12,_SE8-s-cdEeet0YmmfbMwkw,CF1,1294.3952,966.0982,1109.8543,861.9818,842.5629,817.5826
13,_SE9lYOcdEeet0YmmfbMwkw,CF1,1294.3952,966.0982,1109.8543,861.9818,842.5629,817.5826
14,_SE-z0OcdEeet0YmmfbMwkw,CF2,1294.3952,966.0982,1109.8543,861.9818,842.5629,817.5826
15,_SFABWOcdEeet0YmmfbMwkw,CF2,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
16,_SFACAucdEeet0YmmfbMwkw,CF2,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
17,_SE7wFecdEeet0YmmfbMwkw,CF1,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
18,_SE-zLOcdEeet0YmmfbMwkw,CF2,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
19,_SFCdtucdEeet0YmmfbMwkw,CF3,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
20,_SE-L4ucdEeet0YmmfbMwkw,CF1,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
21,_SFAocucdEeet0YmmfbMwkw,CF2,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
22,_SFDFXucdEeet0YmmfbMwkw,CF3,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
23,_SFApFecdEeet0YmmfbMwkw,CF3,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
24,_SFDryecdEeet0YmmfbMwkw,CF3,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
25,_SFB3RucdEeet0YmmfbMwkw,CF3,1044.5459,740.0281,881.2058,732.4693,621.3829,560.8803
26,_SFB2oOcdEeet0YmmfbMwkw,CF3,1308.3952,980.0982,1123.8543,875.9818,855.5629,794.5826
27,_SFCeLucdEeet0YmmfbMwkw,CF3,1308.3952,980.0982,1123.8543,875.9818,855.5629,794.5826
28,_SFDEt-cdEeet0YmmfbMwkw,CF3,1308.3952,980.0982,1123.8543,875.9818,855.5629,794.5826
29,_SFBPfOcdEeet0YmmfbMwkw,CF3,1042.5459,738.0281,879.2058,618.4693,619.3829,558.8803
30,_SFE57ucdEeet0YmmfbMwkw,CF1,1042.5459,738.0281,879.2058,618.4693,619.3829,558.8803
31,_SFGwGecdEeet0YmmfbMwkw,CF1,1042.5459,738.0281,879.2058,618.4693,619.3829,558.8803
32,_SFKaeecdEeet0YmmfbMwkw,CF2,1042.5459,738.0281,879.2058,618.4693,619.3829,558.8803
33,_SFMO7ecdEeet0YmmfbMwkw,CF2,1359.8449,1015.5194,1164.9502,910.1643,913.9828,842.1886
34,_SFGH_OcdEeet0YmmfbMwkw,CF1,1359.8449,1015.5194,1164.9502,910.1643,913.9828,842.1886
35,_SFJytecdEeet0YmmfbMwkw,CF1,1359.8449,1015.5194,1164.9502,910.1643,913.9828,842.1886
36,_SFLnRecdEeet0YmmfbMwkw,CF2,1186.0459,880.1045,1021.3891,780.5082,761.4725,701.0096
37,_SFM2T-cdEeet0YmmfbMwkw,CF2,1186.0459,880.1045,1021.3891,780.5082,761.4725,701.0096
38,_SFETG-cdEeet0YmmfbMwkw,CF1,1186.0459,880.1045,1021.3891,780.5082,761.4725,701.0096
39,_SFGvd-cdEeet0YmmfbMwkw,CF1,1186.0459,880.1045,1021.3891,780.5082,761.4725,701.0096
40,_SFKZ1-cdEeet0YmmfbMwkw,CF2,1186.0459,880.1045,1021.3891,780.5082,761.4725,701.0096
41,_SFMOS-cdEeet0YmmfbMwkw,CF2,1186.0459,880.1045,1021.3891,780.5082,761.4725,701.0096
42,_SFESdecdEeet0YmmfbMwkw,CF1,623.0,336.9129,478.6458,235.8451,216.9459,158.8074
43,_SFE6ZucdEeet0YmmfbMwkw,CF1,623.0,336.9129,478.6458,235.8451,216.9459,158.8074
44,_SFFhCOcdEeet0YmmfbMwkw,CF1,623.0,336.9129,478.6458,235.8451,216.9459,158.8074
45,_SFGu0ecdEeet0YmmfbMwkw,CF1,855.5,562.3811,711.6742,461.1303,443.6027,390.7549
46,_SFGwkecdEeet0YmmfbMwkw,CF1,855.5,562.3811,711.6742,461.1303,443.6027,390.7549
47,_SFJK--cdEeet0YmmfbMwkw,CF1,855.5,562.3811,711.6742,461.1303,443.6027,390.7549
48,_SFKZMecdEeet0YmmfbMwkw,CF2,848.5,555.3811,710.6742,454.1303,436.6027,389.7549
49,_SFLAXecdEeet0YmmfbMwkw,CF2,848.5,555.3811,710.6742,454.1303,436.6027,389.7549
50,_SFLBB-cdEeet0YmmfbMwkw,CF2,848.5,555.3811,710.6742,454.1303,436.6027,389.7549
51,_SFLokecdEeet0YmmfbMwkw,CF2,1022.5459,718.0281,859.2058,600.4693,599.3829,538.8803
52,_SFMPZecdEeet0YmmfbMwkw,CF2,1022.5459,718.0281,859.2058,600.4693,599.3829,538.8803
53,_SFMQD-cdEeet0YmmfbMwkw,CF2,1022.5459,718.0281,859.2058,600.4693,599.3829,538.8803
54,_SFGIpOcdEeet0YmmfbMwkw,CF1,1022.5459,718.0281,859.2058,600.4693,599.3829,538.8803
55,_SFJzXecdEeet0YmmfbMwkw,CF1,1022.5459,718.0281,859.2058,600.4693,599.3829,538.8803
56,_SFLn7ecdEeet0YmmfbMwkw,CF2,709.0,422.0,563.8284,349.9031,302.0794,244.0
57,_SFM29-cdEeet0YmmfbMwkw,CF2,709.0,422.0,563.8284,349.9031,302.0794,244.0
58,_SFODcucdEeet0YmmfbMwkw,CF3,709.0,422.0,563.8284,349.9031,302.0794,244.0
59,_SFSVqecdEeet0YmmfbMwkw,CF3,709.0,422.0,563.8284,349.9031,302.0794,244.0
60,_SFFhr-cdEeet0YmmfbMwkw,CF1,709.0,422.0,563.8284,349.9031,302.0794,244.0
61,_SFJyEucdEeet0YmmfbMwkw,CF1,709.0,422.0,563.8284,349.9031,302.0794,244.0
62,_SFLBrucdEeet0YmmfbMwkw,CF2,566.0,282.71,423.2361,181.699,162.6094,103.3219
63,_SFM1rOcdEeet0YmmfbMwkw,CF2,566.0,282.71,423.2361,181.699,162.6094,103.3219
64,_SFOFO-cdEeet0YmmfbMwkw,CF3,566.0,282.71,423.2361,181.699,162.6094,103.3219
65,_SFS8ZecdEeet0YmmfbMwkw,CF3,702.0,415.0,556.8284,344.9031,295.0794,237.0
66,_SFOq0-cdEeet0YmmfbMwkw,CF3,702.0,415.0,556.8284,344.9031,295.0794,237.0
67,_SFS9COcdEeet0YmmfbMwkw,CF3,702.0,415.0,556.8284,344.9031,295.0794,237.0
68,_SFNdoucdEeet0YmmfbMwkw,CF3,702.0,415.0,556.8284,344.9031,295.0794,237.0
69,_SFSVB-cdEeet0YmmfbMwkw,CF3,702.0,415.0,556.8284,344.9031,295.0794,237.0
70,_SEtGF-cdEeet0YmmfbMwkw,CF3,702.0,415.0,556.8284,344.9031,295.0794,237.0
71,_SFNc_OcdEeet0YmmfbMwkw,CF3,1613.2367,788.3382,901.5403,724.1236,723.8071,691.8974
72,_SFOD6ucdEeet0YmmfbMwkw,CF3,1609.7367,788.1755,901.1410000000001,724.0444,723.6248,691.6344
73,_SFOElOcdEeet0YmmfbMwkw,CF3,773.0,485.1544,626.1623,382.0,364.3026,306.3219
74,_SFOsH-cdEeet0YmmfbMwkw,CF3,773.0,485.1544,626.1623,382.0,364.3026,306.3219
75,_SFSWIecdEeet0YmmfbMwkw,CF3,773.0,485.1544,626.1623,382.0,364.3026,306.3219
76,_SFSWy-cdEeet0YmmfbMwkw,CF3,997.5459,693.0281,834.2058,728.4693,574.3829,513.8803
77,_SFS-VOcdEeet0YmmfbMwkw,CF3,997.5459,693.0281,834.2058,728.4693,574.3829,513.8803
78,_SFOre-cdEeet0YmmfbMwkw,CF3,997.5459,693.0281,834.2058,728.4693,574.3829,513.8803
79,_SFS9sOcdEeet0YmmfbMwkw,CF3,997.5459,693.0281,834.2058,728.4693,574.3829,513.8803
80,_SExXgOcdEeet0YmmfbMwkw,CF1,997.5459,693.0281,834.2058,728.4693,574.3829,513.8803
81,_SExYMecdEeet0YmmfbMwkw,CF2,997.5459,693.0281,834.2058,728.4693,574.3829,513.8803
82,_SEx_IecdEeet0YmmfbMwkw,CF3,1291.3952,963.0982,1106.8543,858.9818,840.5629,781.5826
83,_SEymFucdEeet0YmmfbMwkw,CF3,1291.3952,963.0982,1106.8543,858.9818,840.5629,781.5826
84,_SEzNCecdEeet0YmmfbMwkw,CF3,1291.3952,963.0982,1106.8543,858.9818,840.5629,781.5826
85,_SE8-O-cdEeet0YmmfbMwkw,CF1,1452.664,1077.5629,1224.8275,971.5672,955.9107,899.5271
86,_SE_a_OcdEeet0YmmfbMwkw,CF2,1452.664,1077.5629,1224.8275,971.5672,955.9107,899.5271
87,_SE-L5ecdEeet0YmmfbMwkw,CF1,1452.664,1077.5629,1224.8275,971.5672,955.9107,899.5271
88,_SE-MhecdEeet0YmmfbMwkw,CF1,805.0,515.1544,658.1623,414.0,396.3026,338.3219
89,_SFAodecdEeet0YmmfbMwkw,CF2,805.0,515.1544,658.1623,414.0,396.3026,338.3219
90,_SFApHecdEeet0YmmfbMwkw,CF2,805.0,515.1544,658.1623,414.0,396.3026,338.3219
91,_SE8XmecdEeet0YmmfbMwkw,CF1,843.5,550.3811,695.6742,449.1303,431.6027,374.7549
92,_SE_aWucdEeet0YmmfbMwkw,CF2,843.5,550.3811,695.6742,449.1303,431.6027,374.7549
93,_SE8W8-cdEeet0YmmfbMwkw,CF1,859.5,566.3811,713.6742,465.1303,447.6027,392.7549
94,_SE8-s-cdEeet0YmmfbMwkw,CF1,859.5,566.3811,713.6742,465.1303,447.6027,392.7549
95,_SE9lYOcdEeet0YmmfbMwkw,CF1,859.5,566.3811,713.6742,465.1303,447.6027,392.7549
96,_SE-z0OcdEeet0YmmfbMwkw,CF2,718.0,431.0,572.8284,312.9031,311.0794,253.0
97,_SFABWOcdEeet0YmmfbMwkw,CF2,718.0,431.0,572.8284,312.9031,311.0794,253.0
98,_SFACAucdEeet0YmmfbMwkw,CF2,718.0,431.0,572.8284,312.9031,311.0794,253.0
99,_SE7wFecdEeet0YmmfbMwkw,CF1,797.0,507.1544,650.1623,406.0,388.3026,330.3219
100,_SE-zLOcdEeet0YmmfbMwkw,CF2,797.0,507.1544,650.1623,406.0,388.3026,330.3219
101,_SFB3SOcdEeet0YmmfbMwkw,CF3,797.0,507.1544,650.1623,406.0,388.3026,330.3219
102,_SFDEvucdEeet0YmmfbMwkw,CF3,1088.5459,784.0281,925.2058,657.4693,665.3829,604.8803
103,_SFDFYecdEeet0YmmfbMwkw,CF3,1088.5459,784.0281,925.2058,657.4693,665.3829,604.8803
104,_SFB2pucdEeet0YmmfbMwkw,CF3,1088.5459,784.0281,925.2058,657.4693,665.3829,604.8803
105,_SFDr0ecdEeet0YmmfbMwkw,CF3,601.0,315.8171,457.4495,214.7782,195.7918,137.585
106,_SFBPgOcdEeet0YmmfbMwkw,CF3,601.0,315.8171,457.4495,214.7782,195.7918,137.585
107,_SFCeOOcdEeet0YmmfbMwkw,CF3,601.0,315.8171,457.4495,214.7782,195.7918,137.585
108,_SFCduucdEeet0YmmfbMwkw,CF3,791.0,813.0281,644.1623,400.0,382.3026,633.8803
109,_SFDscecdEeet0YmmfbMwkw,CF3,791.0,813.0281,644.1623,400.0,382.3026,633.8803
110,_SFE57ucdEeet0YmmfbMwkw,CF1,791.0,813.0281,644.1623,400.0,382.3026,633.8803
111,_SFGwGecdEeet0YmmfbMwkw,CF1,755.0,501.1544,609.0,364.9542,347.1972,324.3219
112,_SFKaeecdEeet0YmmfbMwkw,CF2,755.0,501.1544,609.0,364.9542,347.1972,324.3219
113,_SFMO7ecdEeet0YmmfbMwkw,CF2,755.0,501.1544,609.0,364.9542,347.1972,324.3219
114,_SFFhsucdEeet0YmmfbMwkw,CF1,597.0,467.0801,453.4495,210.7782,191.7918,289.1699
115,_SFGH_OcdEeet0YmmfbMwkw,CF1,597.0,467.0801,453.4495,210.7782,191.7918,289.1699
116,_SFJyFecdEeet0YmmfbMwkw,CF1,597.0,467.0801,453.4495,210.7782,191.7918,289.1699
117,_SFJytecdEeet0YmmfbMwkw,CF1,919.5459,311.8171,756.2058,513.4693,496.3829,133.585
118,_SFLBsecdEeet0YmmfbMwkw,CF2,919.5459,311.8171,756.2058,513.4693,496.3829,133.585
119,_SFLnRecdEeet0YmmfbMwkw,CF2,919.5459,311.8171,756.2058,513.4693,496.3829,133.585
120,_SFM1r-cdEeet0YmmfbMwkw,CF2,846.5,615.0281,708.6742,452.1303,434.6027,435.8803
121,_SFM2T-cdEeet0YmmfbMwkw,CF2,846.5,615.0281,708.6742,452.1303,434.6027,435.8803
122,_SFNdAucdEeet0YmmfbMwkw,CF2,846.5,615.0281,708.6742,452.1303,434.6027,435.8803
123,_SFETG-cdEeet0YmmfbMwkw,CF1,573.0,553.3811,430.2361,188.699,169.6094,387.7549
124,_SFGvd-cdEeet0YmmfbMwkw,CF1,573.0,553.3811,430.2361,188.699,169.6094,387.7549
125,_SFKZ1-cdEeet0YmmfbMwkw,CF2,573.0,553.3811,430.2361,188.699,169.6094,387.7549
126,_SFMOS-cdEeet0YmmfbMwkw,CF2,751.0,289.71,605.0,360.9542,343.1972,110.3219
127,_SFE6ZucdEeet0YmmfbMwkw,CF1,751.0,289.71,605.0,360.9542,343.1972,110.3219
128,_SFFhCOcdEeet0YmmfbMwkw,CF1,751.0,289.71,605.0,360.9542,343.1972,110.3219
129,_SFGu0ecdEeet0YmmfbMwkw,CF1,1045.5459,1106.9511,882.2058,620.4693,622.3829,285.1699
130,_SFGwkecdEeet0YmmfbMwkw,CF1,1045.5459,1106.9511,882.2058,620.4693,622.3829,285.1699
131,_SFJK--cdEeet0YmmfbMwkw,CF1,1045.5459,1106.9511,882.2058,620.4693,622.3829,285.1699
132,_SFKZMecdEeet0YmmfbMwkw,CF1,691.0,463.0801,545.8284,299.9031,284.0794,561.8803
133,_SFLAXecdEeet0YmmfbMwkw,CF2,691.0,463.0801,545.8284,299.9031,284.0794,561.8803
134,_SFLBB-cdEeet0YmmfbMwkw,CF2,691.0,463.0801,545.8284,299.9031,284.0794,561.8803
135,_SFLokecdEeet0YmmfbMwkw,CF2,549.0,741.0281,406.2361,164.699,145.6094,226.0
136,_SFMPZecdEeet0YmmfbMwkw,CF2,549.0,741.0281,406.2361,164.699,145.6094,226.0
137,_SFMQD-cdEeet0YmmfbMwkw,CF2,549.0,741.0281,406.2361,164.699,145.6094,226.0
138,_SFGIpOcdEeet0YmmfbMwkw,CF1,935.5459,404.0,772.2058,525.4693,512.3829,86.3219
139,_SFJzXecdEeet0YmmfbMwkw,CF1,935.5459,404.0,772.2058,525.4693,512.3829,86.3219
140,_SFLn7ecdEeet0YmmfbMwkw,CF2,935.5459,404.0,772.2058,525.4693,512.3829,86.3219
141,_SFM29-cdEeet0YmmfbMwkw,CF2,1066.5459,265.71,903.2058,650.4693,643.3829,451.8803
142,_SFNdpOcdEeet0YmmfbMwkw,CF3,1066.5459,265.71,903.2058,650.4693,643.3829,451.8803
143,_SFSVCecdEeet0YmmfbMwkw,CF3,1066.5459,265.71,903.2058,650.4693,643.3829,451.8803
144,_SEtGGecdEeet0YmmfbMwkw,CF3,1066.5459,631.0281,903.2058,738.4693,643.3829,582.8803
145,_SEuUWecdEeet0YmmfbMwkw,CF3,1066.5459,631.0281,903.2058,738.4693,643.3829,582.8803
146,_SFOEm-cdEeet0YmmfbMwkw,CF3,1066.5459,631.0281,903.2058,738.4693,643.3829,582.8803
147,_SFSW0ucdEeet0YmmfbMwkw,CF3,1081.5459,762.0281,918.2058,738.4693,658.3829,582.8803
148,_SFOFPucdEeet0YmmfbMwkw,CF3,1081.5459,762.0281,918.2058,738.4693,658.3829,582.8803
149,_SFS8aOcdEeet0YmmfbMwkw,CF3,1081.5459,762.0281,918.2058,738.4693,658.3829,582.8803
150,_SFOsJecdEeet0YmmfbMwkw,CF3,635.0,762.0281,490.6458,247.8451,228.9459,597.8803
151,_SFS-WucdEeet0YmmfbMwkw,CF3,635.0,762.0281,490.6458,247.8451,228.9459,597.8803
152,_SFOq2-cdEeet0YmmfbMwkw,CF3,635.0,762.0281,490.6458,247.8451,228.9459,597.8803
153,_SFS9EOcdEeet0YmmfbMwkw,CF3,821.0,777.0281,674.1623,430.0,412.3026,170.8074
154,_SFOD9OcdEeet0YmmfbMwkw,CF3,821.0,777.0281,674.1623,430.0,412.3026,170.8074
155,_SFOrf-cdEeet0YmmfbMwkw,CF3,821.0,777.0281,674.1623,430.0,412.3026,170.8074
156,_SFSWK-cdEeet0YmmfbMwkw,CF3,1050.5459,348.9129,887.2058,625.4693,627.3829,354.3219
157,_SFS9tOcdEeet0YmmfbMwkw,CF3,1050.5459,348.9129,887.2058,625.4693,627.3829,354.3219
158,_SFODducdEeet0YmmfbMwkw,CF3,1050.5459,348.9129,887.2058,625.4693,627.3829,354.3219
159,_SFSVrecdEeet0YmmfbMwkw,CF3,1401.0545,531.1544,1192.2435,940.3555,925.4229,566.8803
160,_SExYNOcdEeet0YmmfbMwkw,CF1,1401.0545,531.1544,1192.2435,940.3555,925.4229,566.8803
161,_SEx_KecdEeet0YmmfbMwkw,CF2,1401.0545,531.1544,1192.2435,940.3555,925.4229,566.8803
162,_SEymGucdEeet0YmmfbMwkw,CF3,627.0,746.0281,482.6458,239.8451,220.9459,868.8235
163,_SEzNDecdEeet0YmmfbMwkw,CF3,627.0,746.0281,482.6458,239.8451,220.9459,868.8235
164,_SEz0VucdEeet0YmmfbMwkw,CF3,627.0,746.0281,482.6458,239.8451,220.9459,868.8235
165,_SE8-O-cdEeet0YmmfbMwkw,CF1,1026.5459,1045.9972,863.2058,604.4693,603.3829,162.8074
166,_SE_a_OcdEeet0YmmfbMwkw,CF2,1026.5459,1045.9972,863.2058,604.4693,603.3829,162.8074
167,_SE-L5ecdEeet0YmmfbMwkw,CF1,1026.5459,1045.9972,863.2058,604.4693,603.3829,162.8074
168,_SE-MhecdEeet0YmmfbMwkw,CF1,1015.5459,340.9129,852.2058,593.4693,592.3829,542.8803
169,_SFAodecdEeet0YmmfbMwkw,CF2,1015.5459,340.9129,852.2058,593.4693,592.3829,542.8803
170,_SFBPhucdEeet0YmmfbMwkw,CF2,1015.5459,340.9129,852.2058,593.4693,592.3829,542.8803
171,_SFApHecdEeet0YmmfbMwkw,CF2,1015.5459,722.0281,852.2058,593.4693,592.3829,531.8803
172,_SE8XmecdEeet0YmmfbMwkw,CF1,1015.5459,722.0281,852.2058,593.4693,592.3829,531.8803
173,_SE_aWucdEeet0YmmfbMwkw,CF2,721.0,722.0281,575.8284,315.9031,314.0794,531.8803
174,_SE8W8-cdEeet0YmmfbMwkw,CF1,721.0,711.0281,575.8284,315.9031,314.0794,531.8803
175,_SE8-s-cdEeet0YmmfbMwkw,CF1,721.0,711.0281,575.8284,315.9031,314.0794,531.8803
176,_SE9lYOcdEeet0YmmfbMwkw,CF1,722.0,711.0281,576.8284,316.9031,315.0794,256.0
177,_SE-z0OcdEeet0YmmfbMwkw,CF2,722.0,711.0281,576.8284,316.9031,315.0794,256.0
178,_SFABWOcdEeet0YmmfbMwkw,CF2,722.0,711.0281,576.8284,316.9031,315.0794,256.0
179,_SFACAucdEeet0YmmfbMwkw,CF2,939.5459,434.0,776.2058,528.4693,516.3829,257.0
180,_SE-zLOcdEeet0YmmfbMwkw,CF1,939.5459,434.0,776.2058,528.4693,516.3829,257.0
181,_SFB2qOcdEeet0YmmfbMwkw,CF3,939.5459,434.0,776.2058,528.4693,516.3829,257.0
182,_SFCeP-cdEeet0YmmfbMwkw,CF3,774.0,435.0,627.1623,383.0,365.3026,455.8803
183,_SFDEwecdEeet0YmmfbMwkw,CF3,774.0,435.0,627.1623,383.0,365.3026,455.8803
184,_SFDFaecdEeet0YmmfbMwkw,CF3,774.0,435.0,627.1623,383.0,365.3026,455.8803
185,_SFDr1ecdEeet0YmmfbMwkw,CF3,1263.3952,635.0281,1078.8543,830.9818,814.5629,307.3219
186,_SFDsdecdEeet0YmmfbMwkw,CF3,1263.3952,635.0281,1078.8543,830.9818,814.5629,307.3219
187,_SFESdecdEeet0YmmfbMwkw,CF3,1442.664,635.0281,1214.8275,961.5672,945.9107,307.3219
188,_SFB3TOcdEeet0YmmfbMwkw,CF3,1442.664,486.1544,1214.8275,961.5672,945.9107,756.5826
189,_SFCdwOcdEeet0YmmfbMwkw,CF3,1226.4454,486.1544,1049.9177,802.8114,789.1704,756.5826
190,_SFE57ucdEeet0YmmfbMwkw,CF1,1226.4454,486.1544,1049.9177,802.8114,789.1704,889.5271
191,_SFGwGecdEeet0YmmfbMwkw,CF1,1226.4454,935.0982,1049.9177,802.8114,789.1704,889.5271
192,_SFKaeecdEeet0YmmfbMwkw,CF2,888.0,935.0982,721.873,492.1761,474.7081,729.0165
193,_SFMO7ecdEeet0YmmfbMwkw,CF2,888.0,1067.5629,721.873,492.1761,474.7081,729.0165
194,_SFFhsucdEeet0YmmfbMwkw,CF1,888.0,1067.5629,721.873,492.1761,474.7081,729.0165
195,_SFGH_OcdEeet0YmmfbMwkw,CF1,1110.5459,907.7274,947.2058,675.4693,687.3829,413.9069
196,_SFJyFecdEeet0YmmfbMwkw,CF1,1110.5459,907.7274,947.2058,675.4693,687.3829,413.9069
197,_SFJytecdEeet0YmmfbMwkw,CF1,1110.5459,907.7274,947.2058,675.4693,687.3829,413.9069
198,_SFLBsecdEeet0YmmfbMwkw,CF2,994.5459,593.4662,831.2058,575.4693,571.3829,626.8803
199,_SFLnRecdEeet0YmmfbMwkw,CF2,994.5459,593.4662,831.2058,575.4693,571.3829,626.8803
200,_SFM1r-cdEeet0YmmfbMwkw,CF2,994.5459,593.4662,831.2058,575.4693,571.3829,626.8803
201,_SFM2T-cdEeet0YmmfbMwkw,CF2,1128.5459,806.0281,965.2058,692.4693,705.3829,510.8803
202,_SFNdAucdEeet0YmmfbMwkw,CF2,1128.5459,806.0281,965.2058,692.4693,705.3829,510.8803
203,_SFGvd-cdEeet0YmmfbMwkw,CF1,1128.5459,806.0281,965.2058,692.4693,705.3829,510.8803
204,_SFKZ1-cdEeet0YmmfbMwkw,CF1,1310.3952,690.0281,1125.8543,877.9818,856.5629,644.8803
205,_SFMOS-cdEeet0YmmfbMwkw,CF2,1310.3952,690.0281,1125.8543,877.9818,856.5629,644.8803
206,_SFE6ZucdEeet0YmmfbMwkw,CF1,1310.3952,690.0281,1125.8543,877.9818,856.5629,644.8803
207,_SFFhCOcdEeet0YmmfbMwkw,CF1,1310.3952,824.0281,1125.8543,877.9818,856.5629,821.5826
208,_SFGu0ecdEeet0YmmfbMwkw,CF1,1310.3952,824.0281,1125.8543,877.9818,856.5629,821.5826
209,_SFGwkecdEeet0YmmfbMwkw,CF1,1310.3952,824.0281,1125.8543,877.9818,856.5629,821.5826
210,_SFJK--cdEeet0YmmfbMwkw,CF1,950.5459,982.0982,787.2058,538.4693,527.3829,821.5826
211,_SFKZMecdEeet0YmmfbMwkw,CF1,950.5459,982.0982,787.2058,538.4693,527.3829,821.5826
212,_SFLAXecdEeet0YmmfbMwkw,CF2,950.5459,982.0982,787.2058,538.4693,527.3829,821.5826
213,_SFLBB-cdEeet0YmmfbMwkw,CF2,1349.8449,982.0982,1154.9502,904.1643,907.9828,466.8803
214,_SFLokecdEeet0YmmfbMwkw,CF2,1349.8449,982.0982,1154.9502,904.1643,907.9828,466.8803
215,_SFMPZecdEeet0YmmfbMwkw,CF2,1349.8449,982.0982,1154.9502,904.1643,907.9828,466.8803
216,_SFMQD-cdEeet0YmmfbMwkw,CF2,1057.5459,646.0281,894.2058,629.4693,634.3829,832.1886
217,_SFNdqOcdEeet0YmmfbMwkw,CF2,1057.5459,646.0281,894.2058,629.4693,634.3829,832.1886
218,_SFGIpOcdEeet0YmmfbMwkw,CF1,1057.5459,646.0281,894.2058,629.4693,634.3829,832.1886
219,_SFJzXecdEeet0YmmfbMwkw,CF1,551.0,1009.5194,408.2361,166.699,147.6094,573.8803
220,_SFLn7ecdEeet0YmmfbMwkw,CF2,551.0,1009.5194,408.2361,166.699,147.6094,573.8803
221,_SFM29-cdEeet0YmmfbMwkw,CF2,551.0,1009.5194,408.2361,166.699,147.6094,573.8803
222,_SFOsJ-cdEeet0YmmfbMwkw,CF3,1113.5459,753.0281,950.2058,743.4693,690.3829,88.3219
223,_SFS-XOcdEeet0YmmfbMwkw,CF3,1113.5459,753.0281,950.2058,743.4693,690.3829,88.3219
224,_SFOD--cdEeet0YmmfbMwkw,CF3,1113.5459,753.0281,950.2058,743.4693,690.3829,88.3219
225,_SFSWMucdEeet0YmmfbMwkw,CF3,1113.5459,267.71,950.2058,743.4693,690.3829,629.8803
226,_SFOEnucdEeet0YmmfbMwkw,CF3,1113.5459,267.71,950.2058,743.4693,690.3829,629.8803
227,_SFSW1ecdEeet0YmmfbMwkw,CF3,1113.5459,267.71,950.2058,743.4693,690.3829,629.8803
228,_SFOrhecdEeet0YmmfbMwkw,CF3,926.5459,809.0281,763.2058,517.4693,503.3829,629.8803
229,_SFS9uucdEeet0YmmfbMwkw,CF3,926.5459,809.0281,763.2058,517.4693,503.3829,629.8803
230,_SFOFRucdEeet0YmmfbMwkw,CF3,926.5459,809.0281,763.2058,517.4693,503.3829,629.8803
231,_SFS8cOcdEeet0YmmfbMwkw,CF3,1185.0459,809.0281,1020.3891,779.5082,760.4725,442.8803
232,_SFOq3-cdEeet0YmmfbMwkw,CF3,1185.0459,809.0281,1020.3891,779.5082,760.4725,442.8803
233,_SFS9FOcdEeet0YmmfbMwkw,CF3,1185.0459,809.0281,1020.3891,779.5082,760.4725,442.8803
234,_SEu7eecdEeet0YmmfbMwkw,CF3,1185.0459,622.0281,1020.3891,779.5082,760.4725,700.0096
235,_SFSVDecdEeet0YmmfbMwkw,CF3,1185.0459,622.0281,1020.3891,779.5082,760.4725,700.0096
236,_SEtGHecdEeet0YmmfbMwkw,CF3,1185.0459,622.0281,1020.3891,779.5082,760.4725,700.0096
237,_SEuUXecdEeet0YmmfbMwkw,CF3,693.0,879.1045,547.8284,301.9031,286.0794,700.0096
238,_SFODfOcdEeet0YmmfbMwkw,CF3,693.0,879.1045,547.8284,301.9031,286.0794,700.0096
