,Optimal_Affected_Component_Uid,Optimal_Failure,raw,cube,sqt,log10,ln,log2
0,_SEwwu-cdEeet0YmmfbMwkw,CF1,1958.272,45.7468,140.3402,15.0114,34.5572,49.869
1,_SExXgOcdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
2,_SEx_HucdEeet0YmmfbMwkw,CF3,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
3,_SEymDucdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
4,_SExYKucdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
5,_SE8-O-cdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
6,_SE_a_OcdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
7,_SE7Io-cdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
8,_SE-MhecdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
9,_SE8XmecdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
10,_SE_aWucdEeet0YmmfbMwkw,CF2,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
11,_SE8W8-cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
12,_SE8-s-cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
13,_SE9lYOcdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
14,_SE-z0OcdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
15,_SFABWOcdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
16,_SFACAucdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
17,_SE7wFecdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
18,_SE-zLOcdEeet0YmmfbMwkw,CF2,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
19,_SFCdtucdEeet0YmmfbMwkw,CF3,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
20,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
21,_SFAocucdEeet0YmmfbMwkw,CF2,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
22,_SFDFXucdEeet0YmmfbMwkw,CF3,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
23,_SFApFecdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
24,_SFDryecdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
25,_SFB3RucdEeet0YmmfbMwkw,CF3,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
26,_SFB2oOcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
27,_SFCeLucdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
28,_SFDEt-cdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
29,_SFBPfOcdEeet0YmmfbMwkw,CF3,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
30,_SFE57ucdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
31,_SFGwGecdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
32,_SFKaeecdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
33,_SFMO7ecdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
34,_SFGH_OcdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
35,_SFJytecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
36,_SFLnRecdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
37,_SFM2T-cdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
38,_SFETG-cdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
39,_SFGvd-cdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
40,_SFKZ1-cdEeet0YmmfbMwkw,CF2,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
41,_SFMOS-cdEeet0YmmfbMwkw,CF2,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
42,_SFESdecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
43,_SFE6ZucdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
44,_SFFhCOcdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
45,_SFGu0ecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
46,_SFGwkecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
47,_SFJK--cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
48,_SFKZMecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
49,_SFLAXecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
50,_SFLBB-cdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
51,_SFLokecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
52,_SFMPZecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
53,_SFMQD-cdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
54,_SFGIpOcdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
55,_SFJzXecdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
56,_SFLn7ecdEeet0YmmfbMwkw,CF2,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
57,_SFM29-cdEeet0YmmfbMwkw,CF2,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
58,_SFODcucdEeet0YmmfbMwkw,CF3,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
59,_SFSVqecdEeet0YmmfbMwkw,CF3,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
60,_SFFhr-cdEeet0YmmfbMwkw,CF1,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
61,_SFJyEucdEeet0YmmfbMwkw,CF1,2252.7045,65.7621,192.9762,23.6828,54.556,78.6944
62,_SFLBrucdEeet0YmmfbMwkw,CF2,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
63,_SFM1rOcdEeet0YmmfbMwkw,CF2,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
64,_SFOFO-cdEeet0YmmfbMwkw,CF3,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
65,_SFS8ZecdEeet0YmmfbMwkw,CF3,60.8449,4.5194,8.9502,2.1643,4.9828,7.1886
66,_SFOq0-cdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
67,_SFS9COcdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
68,_SFNdoucdEeet0YmmfbMwkw,CF3,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
69,_SFSVB-cdEeet0YmmfbMwkw,CF3,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
70,_SEtGF-cdEeet0YmmfbMwkw,CF3,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
71,_SFNc_OcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
72,_SFOD6ucdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
73,_SFOElOcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
74,_SFOsH-cdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
75,_SFSWIecdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
76,_SFSWy-cdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
77,_SFS-VOcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
78,_SFOre-cdEeet0YmmfbMwkw,CF3,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
79,_SFS9sOcdEeet0YmmfbMwkw,CF3,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
80,_SExXgOcdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
81,_SExYMecdEeet0YmmfbMwkw,CF2,76.0545,4.9972,10.2435,2.3555,5.4229,7.8235
82,_SEx_IecdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
83,_SEymFucdEeet0YmmfbMwkw,CF3,753.0375,40.0631,101.1052,19.0214,43.7808,63.1532
84,_SEzNCecdEeet0YmmfbMwkw,CF3,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
85,_SE8-O-cdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
86,_SE_a_OcdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
87,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
88,_SE-MhecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
89,_SFAodecdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
90,_SFApHecdEeet0YmmfbMwkw,CF2,27.5459,3.129,5.4484,1.5205,3.5007,5.0502
91,_SE8XmecdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
92,_SE_aWucdEeet0YmmfbMwkw,CF2,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
93,_SE8W8-cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
94,_SE8-s-cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
95,_SE9lYOcdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
96,_SE-z0OcdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
97,_SFABWOcdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
98,_SFACAucdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
99,_SE7wFecdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
100,_SE-zLOcdEeet0YmmfbMwkw,CF2,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
101,_SFB3SOcdEeet0YmmfbMwkw,CF3,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
102,_SFDEvucdEeet0YmmfbMwkw,CF3,2129.7047,66.7091,192.4449,24.8126,57.114,82.3971
103,_SFDFYecdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
104,_SFB2pucdEeet0YmmfbMwkw,CF3,1176.4125,54.2327,142.1623,24.1565,55.6037,80.2182
105,_SFDr0ecdEeet0YmmfbMwkw,CF3,1491.257,77.675,198.3697,36.8758,84.8746,122.43
106,_SFBPgOcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
107,_SFCeOOcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
108,_SFCduucdEeet0YmmfbMwkw,CF3,15.0,2.4662,3.873,1.1761,2.7081,3.9069
109,_SFDscecdEeet0YmmfbMwkw,CF3,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
110,_SFE57ucdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
111,_SFGwGecdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
112,_SFKaeecdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
113,_SFMO7ecdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
114,_SFFhsucdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
115,_SFGH_OcdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
116,_SFJyFecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
117,_SFJytecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
118,_SFLBsecdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
119,_SFLnRecdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
120,_SFM1r-cdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
121,_SFM2T-cdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
122,_SFNdAucdEeet0YmmfbMwkw,CF2,40.4454,3.7274,6.9177,1.8114,4.1704,6.0165
123,_SFETG-cdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
124,_SFGvd-cdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
125,_SFKZ1-cdEeet0YmmfbMwkw,CF2,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
126,_SFMOS-cdEeet0YmmfbMwkw,CF2,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
127,_SFE6ZucdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
128,_SFFhCOcdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
129,_SFGu0ecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
130,_SFGwkecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
131,_SFJK--cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
132,_SFKZMecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
133,_SFLAXecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
134,_SFLBB-cdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
135,_SFLokecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
136,_SFMPZecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
137,_SFMQD-cdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
138,_SFGIpOcdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
139,_SFJzXecdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
140,_SFLn7ecdEeet0YmmfbMwkw,CF2,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
141,_SFM29-cdEeet0YmmfbMwkw,CF2,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
142,_SFNdpOcdEeet0YmmfbMwkw,CF3,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
143,_SFSVCecdEeet0YmmfbMwkw,CF3,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
144,_SEtGGecdEeet0YmmfbMwkw,CF3,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
145,_SEuUWecdEeet0YmmfbMwkw,CF3,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
146,_SFOEm-cdEeet0YmmfbMwkw,CF3,717.9749,24.2766,67.2228,9.3627,21.552,31.0926
147,_SFSW0ucdEeet0YmmfbMwkw,CF3,2134.1595,66.8491,192.8237,24.8686,57.2429,82.5831
148,_SFOFPucdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
149,_SFS8aOcdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
150,_SFOsJecdEeet0YmmfbMwkw,CF3,1181.3622,54.4628,142.727,24.2685,55.8616,80.5901
151,_SFS-WucdEeet0YmmfbMwkw,CF3,1183.8371,54.5778,143.0094,24.3245,55.9905,80.7761
152,_SFOq2-cdEeet0YmmfbMwkw,CF3,1494.439,77.8444,198.7716,36.9642,85.078,122.7234
153,_SFS9EOcdEeet0YmmfbMwkw,CF3,1497.6209,78.0138,199.1736,37.0526,85.2814,123.0169
154,_SFOD9OcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
155,_SFOrf-cdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
156,_SFSWK-cdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
157,_SFS9tOcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
158,_SFODducdEeet0YmmfbMwkw,CF3,15.0,2.4662,3.873,1.1761,2.7081,3.9069
159,_SFSVrecdEeet0YmmfbMwkw,CF3,15.0,2.4662,3.873,1.1761,2.7081,3.9069
160,_SExYNOcdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
161,_SEx_KecdEeet0YmmfbMwkw,CF2,27.5459,3.129,5.4484,1.5205,3.5007,5.0502
162,_SEymGucdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
163,_SEzNDecdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
164,_SEz0VucdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
165,_SE8-O-cdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
166,_SE_a_OcdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
167,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
168,_SE-MhecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
169,_SFAodecdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
170,_SFBPhucdEeet0YmmfbMwkw,CF2,48.8952,4.0786,7.804,1.9731,4.5427,6.5534
171,_SFApHecdEeet0YmmfbMwkw,CF2,27.5459,3.129,5.4484,1.5205,3.5007,5.0502
172,_SE8XmecdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
173,_SE_aWucdEeet0YmmfbMwkw,CF2,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
174,_SE8W8-cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
175,_SE8-s-cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
176,_SE9lYOcdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
177,_SE-z0OcdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
178,_SFABWOcdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
179,_SFACAucdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
180,_SE-zLOcdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
181,_SFB2qOcdEeet0YmmfbMwkw,CF3,3058.5419,71.6493,221.7657,23.3282,53.6667,77.4445
182,_SFCeP-cdEeet0YmmfbMwkw,CF3,2566.707,74.2337,218.5915,26.6138,61.3116,88.438
183,_SFDEwecdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
184,_SFDFaecdEeet0YmmfbMwkw,CF3,27.5459,3.129,5.4484,1.5205,3.5007,5.0502
185,_SFDr1ecdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
186,_SFDsdecdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
187,_SFESdecdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
188,_SFB3TOcdEeet0YmmfbMwkw,CF3,15.0,2.4662,3.873,1.1761,2.7081,3.9069
189,_SFCdwOcdEeet0YmmfbMwkw,CF3,7.5,1.9574,2.7386,0.8751,2.0149,2.9069
190,_SFE57ucdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
191,_SFGwGecdEeet0YmmfbMwkw,CF1,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
192,_SFKaeecdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
193,_SFMO7ecdEeet0YmmfbMwkw,CF2,96.664,5.5629,11.8275,2.5672,5.9107,8.5271
194,_SFFhsucdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
195,_SFGH_OcdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
196,_SFJyFecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
197,_SFJytecdEeet0YmmfbMwkw,CF1,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
198,_SFLBsecdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
199,_SFLnRecdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
200,_SFM1r-cdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
201,_SFM2T-cdEeet0YmmfbMwkw,CF2,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
202,_SFNdAucdEeet0YmmfbMwkw,CF2,40.4454,3.7274,6.9177,1.8114,4.1704,6.0165
203,_SFGvd-cdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
204,_SFKZ1-cdEeet0YmmfbMwkw,CF1,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
205,_SFMOS-cdEeet0YmmfbMwkw,CF2,27.0459,3.1045,5.3891,1.5082,3.4725,5.0096
206,_SFE6ZucdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
207,_SFFhCOcdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
208,_SFGu0ecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
209,_SFGwkecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
210,_SFJK--cdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
211,_SFKZMecdEeet0YmmfbMwkw,CF1,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
212,_SFLAXecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
213,_SFLBB-cdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
214,_SFLokecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
215,_SFMPZecdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
216,_SFMQD-cdEeet0YmmfbMwkw,CF2,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
217,_SFNdqOcdEeet0YmmfbMwkw,CF2,15.0,2.4662,3.873,1.1761,2.7081,3.9069
218,_SFGIpOcdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
219,_SFJzXecdEeet0YmmfbMwkw,CF1,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
220,_SFLn7ecdEeet0YmmfbMwkw,CF2,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
221,_SFM29-cdEeet0YmmfbMwkw,CF2,13.5,2.3811,3.6742,1.1303,2.6027,3.7549
222,_SFOsJ-cdEeet0YmmfbMwkw,CF3,3071.2699,71.9468,222.6325,23.4308,53.9028,77.7853
223,_SFS-XOcdEeet0YmmfbMwkw,CF3,3077.6338,72.0955,223.0659,23.4822,54.0209,77.9557
224,_SFOD--cdEeet0YmmfbMwkw,CF3,2144.9142,60.5877,178.975,21.4865,49.5186,71.4219
225,_SFSWMucdEeet0YmmfbMwkw,CF3,2149.369,60.7128,179.3233,21.5338,49.6276,71.5792
226,_SFOEnucdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
227,_SFSW1ecdEeet0YmmfbMwkw,CF3,49.3952,4.0982,7.8543,1.9818,4.5629,6.5826
228,_SFOrhecdEeet0YmmfbMwkw,CF3,1189.812,49.4505,132.6615,20.971,48.2661,69.6149
229,_SFS9uucdEeet0YmmfbMwkw,CF3,1192.2868,49.5534,132.921,21.0183,48.3751,69.7722
230,_SFOFRucdEeet0YmmfbMwkw,CF3,27.5459,3.129,5.4484,1.5205,3.5007,5.0502
231,_SFS8cOcdEeet0YmmfbMwkw,CF3,27.5459,3.129,5.4484,1.5205,3.5007,5.0502
232,_SFOq3-cdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
233,_SFS9FOcdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
234,_SEu7eecdEeet0YmmfbMwkw,CF3,25.5459,3.0281,5.2058,1.4693,3.3829,4.8803
235,_SFSVDecdEeet0YmmfbMwkw,CF3,15.0,2.4662,3.873,1.1761,2.7081,3.9069
236,_SEtGHecdEeet0YmmfbMwkw,CF3,15.0,2.4662,3.873,1.1761,2.7081,3.9069
237,_SEuUXecdEeet0YmmfbMwkw,CF3,15.0,2.4662,3.873,1.1761,2.7081,3.9069
238,_SFODfOcdEeet0YmmfbMwkw,CF3,7.5,1.9574,2.7386,0.8751,2.0149,2.9069
239,_SFSVs-cdEeet0YmmfbMwkw,CF3,7.5,1.9574,2.7386,0.8751,2.0149,2.9069
