,Optimal_Affected_Component_Uid,Optimal_Failure,log2
35,_SExXzOcdEeet0YmmfbMwkw,CF1,3.2974
36,_SE_aWucdEeet0YmmfbMwkw,CF2,6.0226
37,_SE_aWucdEeet0YmmfbMwkw,CF2,6.0226
38,_SE_aWucdEeet0YmmfbMwkw,CF2,6.0226
39,_SE_aWucdEeet0YmmfbMwkw,CF2,6.0226
40,_SEx_IecdEeet0YmmfbMwkw,CF3,7.6756
41,_SEx_IecdEeet0YmmfbMwkw,CF3,7.6756
42,_SFLnWecdEeet0YmmfbMwkw,CF3,9.7681
43,_SFLnWecdEeet0YmmfbMwkw,CF3,9.7681
44,_SFLnWecdEeet0YmmfbMwkw,CF3,9.7681
45,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4609
46,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4609
47,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4609
48,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4609
49,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4609
50,_SFGIpOcdEeet0YmmfbMwkw,CF1,4.4609
51,_SFApHecdEeet0YmmfbMwkw,CF2,6.0962
52,_SFApHecdEeet0YmmfbMwkw,CF2,6.0962
53,_SFApHecdEeet0YmmfbMwkw,CF2,6.0962
54,_SFApHecdEeet0YmmfbMwkw,CF2,6.0962
55,_SFApHecdEeet0YmmfbMwkw,CF2,6.0962
56,_SEx-rucdEeet0YmmfbMwkw,CF2,3.048
57,_SEx-rucdEeet0YmmfbMwkw,CF2,3.048
58,_SEx-rucdEeet0YmmfbMwkw,CF2,3.048
59,_SFNdmOcdEeet0YmmfbMwkw,CF3,4.4869
60,_SFNdmOcdEeet0YmmfbMwkw,CF3,4.4869
61,_SFNdmOcdEeet0YmmfbMwkw,CF3,4.4869
62,_SFODp-cdEeet0YmmfbMwkw,CF2,3.3154
63,_SFODp-cdEeet0YmmfbMwkw,CF2,3.3154
64,_SFODp-cdEeet0YmmfbMwkw,CF2,3.3154
65,_SFOri-cdEeet0YmmfbMwkw,CF3,4.6629
66,_SFOri-cdEeet0YmmfbMwkw,CF3,4.6629
67,_SFLBp-cdEeet0YmmfbMwkw,CF1,5.8273
68,_SFLBp-cdEeet0YmmfbMwkw,CF1,5.8273
69,_SFLBp-cdEeet0YmmfbMwkw,CF1,5.8273
70,_SFLBp-cdEeet0YmmfbMwkw,CF1,5.8273
71,_SFLBp-cdEeet0YmmfbMwkw,CF1,5.8273
72,_SFLBp-cdEeet0YmmfbMwkw,CF1,5.8273
73,_SFS9wOcdEeet0YmmfbMwkw,CF3,4.6659
74,_SFS9wOcdEeet0YmmfbMwkw,CF3,4.6659
75,_SFGwGecdEeet0YmmfbMwkw,CF1,9.7571
76,_SFGwGecdEeet0YmmfbMwkw,CF1,9.7571
77,_SFGwGecdEeet0YmmfbMwkw,CF1,9.7571
78,_SFGwGecdEeet0YmmfbMwkw,CF1,9.7571
79,_SFGwGecdEeet0YmmfbMwkw,CF1,9.7571
80,_SFGwGecdEeet0YmmfbMwkw,CF1,9.7571
81,_SEz0R-cdEeet0YmmfbMwkw,CF1,8.3646
82,_SEz0R-cdEeet0YmmfbMwkw,CF1,8.3646
83,_SEz0R-cdEeet0YmmfbMwkw,CF1,8.3646
84,_SFApLecdEeet0YmmfbMwkw,CF1,3.9829
85,_SFApLecdEeet0YmmfbMwkw,CF1,3.9829
86,_SFApLecdEeet0YmmfbMwkw,CF1,3.9829
87,_SE3ehOcdEeet0YmmfbMwkw,CF1,7.0785
88,_SE3ehOcdEeet0YmmfbMwkw,CF1,7.0785
89,_SE3ehOcdEeet0YmmfbMwkw,CF1,7.0785
90,_SE3ehOcdEeet0YmmfbMwkw,CF1,7.0785
91,_SE3ehOcdEeet0YmmfbMwkw,CF1,7.0785
92,_SE3ehOcdEeet0YmmfbMwkw,CF1,7.0785
93,_SE23oOcdEeet0YmmfbMwkw,CF1,50.4564
94,_SE23oOcdEeet0YmmfbMwkw,CF1,50.8043
95,_SE23oOcdEeet0YmmfbMwkw,CF1,50.4564
96,_SE23oOcdEeet0YmmfbMwkw,CF1,50.8043
97,_SE23oOcdEeet0YmmfbMwkw,CF1,50.4564
98,_SE23oOcdEeet0YmmfbMwkw,CF1,50.8043
99,_SFMOcecdEeet0YmmfbMwkw,CF3,3.3124
100,_SFMOcecdEeet0YmmfbMwkw,CF3,3.3124
101,_SFMOcecdEeet0YmmfbMwkw,CF3,3.3124
102,_SFBPaucdEeet0YmmfbMwkw,CF1,5.7383
103,_SFBPaucdEeet0YmmfbMwkw,CF1,5.7383
104,_SFBPaucdEeet0YmmfbMwkw,CF1,5.7383
105,_SE7Iq-cdEeet0YmmfbMwkw,CF3,6.0912
106,_SE7Iq-cdEeet0YmmfbMwkw,CF3,6.0912
107,_SE7Iq-cdEeet0YmmfbMwkw,CF3,6.0912
108,_SFDr0ecdEeet0YmmfbMwkw,CF3,128.639
109,_SFDr0ecdEeet0YmmfbMwkw,CF3,128.224
110,_SFOraecdEeet0YmmfbMwkw,CF1,5.8603
111,_SFOraecdEeet0YmmfbMwkw,CF1,5.8603
112,_SFOraecdEeet0YmmfbMwkw,CF1,5.8603
113,_SFGv--cdEeet0YmmfbMwkw,CF1,5.7893
114,_SFGv--cdEeet0YmmfbMwkw,CF1,5.7893
115,_SFGv--cdEeet0YmmfbMwkw,CF1,5.7893
116,_SE7wFecdEeet0YmmfbMwkw,CF1,4.4669
117,_SE7wFecdEeet0YmmfbMwkw,CF1,4.4669
118,_SFLokecdEeet0YmmfbMwkw,CF2,5.8363
119,_SFLokecdEeet0YmmfbMwkw,CF2,5.8363
120,_SFLokecdEeet0YmmfbMwkw,CF2,5.8363
121,_SFLokecdEeet0YmmfbMwkw,CF2,5.8363
122,_SFLokecdEeet0YmmfbMwkw,CF2,5.8363
123,_SFLokecdEeet0YmmfbMwkw,CF2,5.8363
124,_SEzz3OcdEeet0YmmfbMwkw,CF1,3.5589999999999997
125,_SEzz3OcdEeet0YmmfbMwkw,CF1,3.5589999999999997
126,_SEzz3OcdEeet0YmmfbMwkw,CF1,3.5589999999999997
127,_SFLnfecdEeet0YmmfbMwkw,CF3,3.3094
128,_SFLnfecdEeet0YmmfbMwkw,CF3,3.3094
129,_SFLnfecdEeet0YmmfbMwkw,CF3,3.3094
130,_SE8XmecdEeet0YmmfbMwkw,CF1,6.0206
131,_SE8XmecdEeet0YmmfbMwkw,CF1,6.0206
132,_SE8XmecdEeet0YmmfbMwkw,CF1,6.0206
133,_SE8XmecdEeet0YmmfbMwkw,CF1,6.0206
134,_SFJLBecdEeet0YmmfbMwkw,CF1,7.6966
135,_SFJLBecdEeet0YmmfbMwkw,CF1,7.6966
136,_SFJLBecdEeet0YmmfbMwkw,CF1,7.6966
137,_SFMPjecdEeet0YmmfbMwkw,CF2,9.7731
138,_SFMPjecdEeet0YmmfbMwkw,CF2,9.7731
139,_SFMPjecdEeet0YmmfbMwkw,CF2,9.7731
140,_SFM2T-cdEeet0YmmfbMwkw,CF2,7.7376
141,_SFM2T-cdEeet0YmmfbMwkw,CF2,7.7376
142,_SFM2T-cdEeet0YmmfbMwkw,CF2,7.7376
143,_SFM2T-cdEeet0YmmfbMwkw,CF2,7.7376
144,_SFM2T-cdEeet0YmmfbMwkw,CF2,7.7376
145,_SFM2T-cdEeet0YmmfbMwkw,CF2,7.7376
146,_SFB2iucdEeet0YmmfbMwkw,CF1,5.7323
147,_SFB2iucdEeet0YmmfbMwkw,CF1,5.7323
148,_SFB2iucdEeet0YmmfbMwkw,CF1,5.7323
149,_SFSVIucdEeet0YmmfbMwkw,CF2,3.065
150,_SFSVIucdEeet0YmmfbMwkw,CF2,3.065
151,_SFSVIucdEeet0YmmfbMwkw,CF2,3.065
152,_SE-MvecdEeet0YmmfbMwkw,CF2,3.2884
153,_SE-MvecdEeet0YmmfbMwkw,CF2,3.2884
154,_SE-MvecdEeet0YmmfbMwkw,CF2,3.2884
155,_SE-zLOcdEeet0YmmfbMwkw,CF1,4.4649
156,_SE-zLOcdEeet0YmmfbMwkw,CF1,4.4649
157,_SE-zLOcdEeet0YmmfbMwkw,CF1,4.4649
158,_SE-zLOcdEeet0YmmfbMwkw,CF1,4.4649
159,_SFETIecdEeet0YmmfbMwkw,CF1,3.9959
160,_SFETIecdEeet0YmmfbMwkw,CF1,3.9959
161,_SFETIecdEeet0YmmfbMwkw,CF1,3.9959
162,_SE_bAOcdEeet0YmmfbMwkw,CF1,3.9769
163,_SE_bAOcdEeet0YmmfbMwkw,CF1,3.9769
164,_SE_bAOcdEeet0YmmfbMwkw,CF1,3.9769
165,_SE7wA-cdEeet0YmmfbMwkw,CF1,5.6703
166,_SE7wA-cdEeet0YmmfbMwkw,CF1,5.6703
167,_SE7wA-cdEeet0YmmfbMwkw,CF1,5.6703
168,_SFGvW-cdEeet0YmmfbMwkw,CF1,5.7913
169,_SFGvW-cdEeet0YmmfbMwkw,CF1,5.7913
170,_SFGvW-cdEeet0YmmfbMwkw,CF1,5.7913
171,_SE0bSucdEeet0YmmfbMwkw,CF1,6.0136
172,_SE0bSucdEeet0YmmfbMwkw,CF1,6.0136
173,_SE0bSucdEeet0YmmfbMwkw,CF1,6.0136
174,_SFKaeecdEeet0YmmfbMwkw,CF2,9.7641
175,_SFKaeecdEeet0YmmfbMwkw,CF2,9.7641
176,_SFKaeecdEeet0YmmfbMwkw,CF2,9.7641
177,_SFGuxecdEeet0YmmfbMwkw,CF3,7.6936
178,_SFGuxecdEeet0YmmfbMwkw,CF3,7.6936
179,_SFGuxecdEeet0YmmfbMwkw,CF3,7.6936
180,_SFGu0ecdEeet0YmmfbMwkw,CF3,5.7873
181,_SFGu0ecdEeet0YmmfbMwkw,CF3,5.7873
182,_SFGu0ecdEeet0YmmfbMwkw,CF3,5.7873
183,_SFLBEecdEeet0YmmfbMwkw,CF2,7.7066
184,_SFLBEecdEeet0YmmfbMwkw,CF2,7.7066
185,_SFLBEecdEeet0YmmfbMwkw,CF2,7.7066
186,_SEz0QOcdEeet0YmmfbMwkw,CF2,5.7163
187,_SEz0QOcdEeet0YmmfbMwkw,CF2,5.7163
188,_SEz0QOcdEeet0YmmfbMwkw,CF2,5.7163
189,_SFSWMucdEeet0YmmfbMwkw,CF3,75.5094
190,_SFSWMucdEeet0YmmfbMwkw,CF3,75.28699999999999
191,_SFDEyecdEeet0YmmfbMwkw,CF3,6.0982
192,_SFDEyecdEeet0YmmfbMwkw,CF3,6.0982
193,_SFS9TOcdEeet0YmmfbMwkw,CF2,3.8109
194,_SFS9TOcdEeet0YmmfbMwkw,CF2,3.8109
195,_SFS9TOcdEeet0YmmfbMwkw,CF2,3.8109
196,_SFGwKOcdEeet0YmmfbMwkw,CF1,3.5860000000000003
197,_SFGwKOcdEeet0YmmfbMwkw,CF1,3.5860000000000003
198,_SFGwKOcdEeet0YmmfbMwkw,CF1,3.5860000000000003
199,_SFS8_ucdEeet0YmmfbMwkw,CF1,5.8673
200,_SFS8_ucdEeet0YmmfbMwkw,CF1,5.8673
201,_SFS8_ucdEeet0YmmfbMwkw,CF1,5.8673
202,_SFGIkucdEeet0YmmfbMwkw,CF1,5.7833
203,_SFGIkucdEeet0YmmfbMwkw,CF1,5.7833
204,_SFGIkucdEeet0YmmfbMwkw,CF1,5.7833
205,_SFGIkucdEeet0YmmfbMwkw,CF1,5.7833
206,_SFGIkucdEeet0YmmfbMwkw,CF1,5.7833
207,_SFGIkucdEeet0YmmfbMwkw,CF1,5.7833
208,_SE6h9-cdEeet0YmmfbMwkw,CF3,7.0815
209,_SE6h9-cdEeet0YmmfbMwkw,CF3,7.0815
210,_SE6h9-cdEeet0YmmfbMwkw,CF3,7.0815
211,_SFLoe-cdEeet0YmmfbMwkw,CF1,5.8353
212,_SFLoe-cdEeet0YmmfbMwkw,CF1,5.8353
213,_SFLoe-cdEeet0YmmfbMwkw,CF1,5.8353
214,_SFKZQ-cdEeet0YmmfbMwkw,CF1,2.7659
215,_SFKZQ-cdEeet0YmmfbMwkw,CF1,2.7659
216,_SFKZQ-cdEeet0YmmfbMwkw,CF1,2.7659
217,_SE7wH-cdEeet0YmmfbMwkw,CF2,7.0835
218,_SE7wH-cdEeet0YmmfbMwkw,CF2,7.0835
219,_SE7wH-cdEeet0YmmfbMwkw,CF2,7.0835
220,_SFLpJecdEeet0YmmfbMwkw,CF3,7.7106
221,_SFLpJecdEeet0YmmfbMwkw,CF3,7.7106
222,_SFLpJecdEeet0YmmfbMwkw,CF3,7.7106
223,_SFGIFOcdEeet0YmmfbMwkw,CF1,3.9989
224,_SFGIFOcdEeet0YmmfbMwkw,CF1,3.9989
225,_SFGIFOcdEeet0YmmfbMwkw,CF1,3.9989
226,_SFOq3-cdEeet0YmmfbMwkw,CF3,5.8593
227,_SFOq3-cdEeet0YmmfbMwkw,CF3,5.8593
228,_SFB2rOcdEeet0YmmfbMwkw,CF1,3.9839
229,_SFB2rOcdEeet0YmmfbMwkw,CF1,3.9839
230,_SFB2rOcdEeet0YmmfbMwkw,CF1,3.9839
231,_SFOEBucdEeet0YmmfbMwkw,CF2,6.1042
232,_SFOEBucdEeet0YmmfbMwkw,CF2,6.1042
233,_SFOD9OcdEeet0YmmfbMwkw,CF3,5.8533
234,_SFOD9OcdEeet0YmmfbMwkw,CF3,5.8533
235,_SFS-XOcdEeet0YmmfbMwkw,CF3,82.1939
236,_SFS-XOcdEeet0YmmfbMwkw,CF3,81.9529
237,_SFDE2ecdEeet0YmmfbMwkw,CF1,3.9889
238,_SFDE2ecdEeet0YmmfbMwkw,CF1,3.9889
239,_SFDE2ecdEeet0YmmfbMwkw,CF1,3.9889
240,_SFKZ1-cdEeet0YmmfbMwkw,CF1,6.0396
241,_SFKZ1-cdEeet0YmmfbMwkw,CF1,6.0396
242,_SFKZ1-cdEeet0YmmfbMwkw,CF1,6.0396
243,_SFKZ1-cdEeet0YmmfbMwkw,CF1,6.0396
244,_SFNdBOcdEeet0YmmfbMwkw,CF2,9.7751
245,_SFNdBOcdEeet0YmmfbMwkw,CF2,9.7751
246,_SFNdBOcdEeet0YmmfbMwkw,CF2,9.7751
247,_SFSW3ecdEeet0YmmfbMwkw,CF3,6.1092
248,_SFSW3ecdEeet0YmmfbMwkw,CF3,6.1092
249,_SE1B6-cdEeet0YmmfbMwkw,CF1,5.6533
250,_SE1B6-cdEeet0YmmfbMwkw,CF1,5.6533
251,_SE1B6-cdEeet0YmmfbMwkw,CF1,5.6533
252,_SE1B6-cdEeet0YmmfbMwkw,CF1,5.6533
253,_SE1B6-cdEeet0YmmfbMwkw,CF1,5.6533
254,_SE1B6-cdEeet0YmmfbMwkw,CF1,5.6533
255,_SFKZMecdEeet0YmmfbMwkw,CF1,5.8093
256,_SFKZMecdEeet0YmmfbMwkw,CF1,5.8093
257,_SFKZMecdEeet0YmmfbMwkw,CF1,5.8093
258,_SFKZMecdEeet0YmmfbMwkw,CF1,5.8093
259,_SFKZMecdEeet0YmmfbMwkw,CF1,5.8093
260,_SFB3KucdEeet0YmmfbMwkw,CF1,5.7363
261,_SFB3KucdEeet0YmmfbMwkw,CF1,5.7363
262,_SFB3KucdEeet0YmmfbMwkw,CF1,5.7363
263,_SFB3KucdEeet0YmmfbMwkw,CF1,5.7363
264,_SFB3KucdEeet0YmmfbMwkw,CF1,5.7363
265,_SFB3KucdEeet0YmmfbMwkw,CF1,5.7363
266,_SEwJwecdEeet0YmmfbMwkw,CF2,6.0276
267,_SEwJwecdEeet0YmmfbMwkw,CF2,6.0276
268,_SEwJwecdEeet0YmmfbMwkw,CF2,6.0276
269,_SFCd1OcdEeet0YmmfbMwkw,CF2,3.569
270,_SFCd1OcdEeet0YmmfbMwkw,CF2,3.569
271,_SFCd1OcdEeet0YmmfbMwkw,CF2,3.569
272,_SFMPeecdEeet0YmmfbMwkw,CF3,7.7116
273,_SFMPeecdEeet0YmmfbMwkw,CF3,7.7116
274,_SFMPeecdEeet0YmmfbMwkw,CF3,7.7116
275,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
276,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
277,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
278,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
279,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
280,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
281,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
282,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
283,_SFJyFecdEeet0YmmfbMwkw,CF1,7.7326
284,_SFOFUOcdEeet0YmmfbMwkw,CF3,8.1777
285,_SFOFUOcdEeet0YmmfbMwkw,CF3,8.1777
286,_SFFhGucdEeet0YmmfbMwkw,CF3,6.1002
287,_SFFhGucdEeet0YmmfbMwkw,CF3,6.1002
288,_SFFhGucdEeet0YmmfbMwkw,CF3,6.1002
289,_SFB2pucdEeet0YmmfbMwkw,CF3,84.5756
290,_SFB2pucdEeet0YmmfbMwkw,CF3,84.3126
291,_SE0bW-cdEeet0YmmfbMwkw,CF1,3.528
292,_SE0bW-cdEeet0YmmfbMwkw,CF1,3.528
293,_SE0bW-cdEeet0YmmfbMwkw,CF1,3.528
294,_SFKag-cdEeet0YmmfbMwkw,CF1,2.7669
295,_SFKag-cdEeet0YmmfbMwkw,CF1,2.7669
296,_SFKag-cdEeet0YmmfbMwkw,CF1,2.7669
297,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.5839999999999996
298,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.5839999999999996
299,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.5839999999999996
300,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.5839999999999996
301,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.5839999999999996
302,_SFGu9-cdEeet0YmmfbMwkw,CF2,3.5839999999999996
303,_SEwwnecdEeet0YmmfbMwkw,CF1,5.7043
304,_SEwwnecdEeet0YmmfbMwkw,CF1,5.7043
305,_SEwwnecdEeet0YmmfbMwkw,CF1,5.7043
306,_SFJzc-cdEeet0YmmfbMwkw,CF1,2.7619
307,_SFJzc-cdEeet0YmmfbMwkw,CF1,2.7619
308,_SFJzc-cdEeet0YmmfbMwkw,CF1,2.7619
309,_SFKZzecdEeet0YmmfbMwkw,CF3,4.4829
310,_SFKZzecdEeet0YmmfbMwkw,CF3,4.4829
311,_SFKZzecdEeet0YmmfbMwkw,CF3,4.4829
312,_SFLnUecdEeet0YmmfbMwkw,CF3,5.8343
313,_SFLnUecdEeet0YmmfbMwkw,CF3,5.8343
314,_SFLnUecdEeet0YmmfbMwkw,CF3,5.8343
315,_SFLBNOcdEeet0YmmfbMwkw,CF3,3.5989999999999998
316,_SFLBNOcdEeet0YmmfbMwkw,CF3,3.5989999999999998
317,_SFLBNOcdEeet0YmmfbMwkw,CF3,3.5989999999999998
318,_SFDsDecdEeet0YmmfbMwkw,CF2,3.7909
319,_SFDsDecdEeet0YmmfbMwkw,CF2,3.7909
320,_SFDsDecdEeet0YmmfbMwkw,CF2,3.7909
321,_SFETNucdEeet0YmmfbMwkw,CF1,3.051
322,_SFETNucdEeet0YmmfbMwkw,CF1,3.051
323,_SFETNucdEeet0YmmfbMwkw,CF1,3.051
324,_SFNds-cdEeet0YmmfbMwkw,CF1,3.605
325,_SFNds-cdEeet0YmmfbMwkw,CF1,3.605
326,_SFNds-cdEeet0YmmfbMwkw,CF1,3.605
327,_SFFgtucdEeet0YmmfbMwkw,CF2,3.7959
328,_SFFgtucdEeet0YmmfbMwkw,CF2,3.7959
329,_SFFgtucdEeet0YmmfbMwkw,CF2,3.7959
330,_SE23lOcdEeet0YmmfbMwkw,CF1,4.4779
331,_SE23lOcdEeet0YmmfbMwkw,CF1,4.4779
332,_SE23lOcdEeet0YmmfbMwkw,CF1,4.4779
333,_SE-MhecdEeet0YmmfbMwkw,CF3,7.6576
334,_SE-MhecdEeet0YmmfbMwkw,CF3,7.6576
335,_SE-MhecdEeet0YmmfbMwkw,CF3,7.6576
336,_SFKal-cdEeet0YmmfbMwkw,CF3,3.596
337,_SFKal-cdEeet0YmmfbMwkw,CF3,3.596
338,_SFKal-cdEeet0YmmfbMwkw,CF3,3.596
339,_SFE58ucdEeet0YmmfbMwkw,CF1,3.9929
340,_SFE58ucdEeet0YmmfbMwkw,CF1,3.9929
341,_SFE58ucdEeet0YmmfbMwkw,CF1,3.9929
342,_SE9k1ucdEeet0YmmfbMwkw,CF3,5.6823
343,_SE9k1ucdEeet0YmmfbMwkw,CF3,5.6823
344,_SE9k1ucdEeet0YmmfbMwkw,CF3,5.6823
345,_SFLBB-cdEeet0YmmfbMwkw,CF2,5.8233
346,_SFLBB-cdEeet0YmmfbMwkw,CF2,5.8233
347,_SFLBB-cdEeet0YmmfbMwkw,CF2,5.8233
348,_SFLBB-cdEeet0YmmfbMwkw,CF2,5.8233
349,_SFLBB-cdEeet0YmmfbMwkw,CF2,5.8233
350,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
351,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
352,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
353,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
354,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
355,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
356,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
357,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
358,_SFLnO-cdEeet0YmmfbMwkw,CF1,5.8323
359,_SFBPhucdEeet0YmmfbMwkw,CF2,7.6254
360,_SFBPhucdEeet0YmmfbMwkw,CF2,7.6254
361,_SFBPhucdEeet0YmmfbMwkw,CF2,7.6254
362,_SFBPhucdEeet0YmmfbMwkw,CF2,7.6254
363,_SFGwHecdEeet0YmmfbMwkw,CF1,4.0049
364,_SFGwHecdEeet0YmmfbMwkw,CF1,4.0049
365,_SFGwHecdEeet0YmmfbMwkw,CF1,4.0049
366,_SFNd2ecdEeet0YmmfbMwkw,CF2,3.3144
367,_SFNd2ecdEeet0YmmfbMwkw,CF2,3.3144
368,_SFNd2ecdEeet0YmmfbMwkw,CF2,3.3144
369,_SEyloOcdEeet0YmmfbMwkw,CF2,3.557
370,_SEyloOcdEeet0YmmfbMwkw,CF2,3.557
371,_SEyloOcdEeet0YmmfbMwkw,CF2,3.557
372,_SFS9NecdEeet0YmmfbMwkw,CF2,3.0639999999999996
373,_SFS9NecdEeet0YmmfbMwkw,CF2,3.0639999999999996
374,_SFS9NecdEeet0YmmfbMwkw,CF2,3.0639999999999996
375,_SFMQD-cdEeet0YmmfbMwkw,CF1,5.8443
376,_SFMQD-cdEeet0YmmfbMwkw,CF1,5.8443
377,_SFMQD-cdEeet0YmmfbMwkw,CF1,5.8443
378,_SE_aXOcdEeet0YmmfbMwkw,CF2,9.7451
379,_SE_aXOcdEeet0YmmfbMwkw,CF2,9.7451
380,_SE_aXOcdEeet0YmmfbMwkw,CF2,9.7451
381,_SE_aXOcdEeet0YmmfbMwkw,CF2,9.7451
382,_SE8-WecdEeet0YmmfbMwkw,CF2,3.5389999999999997
383,_SE8-WecdEeet0YmmfbMwkw,CF2,3.5389999999999997
384,_SE8-WecdEeet0YmmfbMwkw,CF2,3.5389999999999997
385,_SE8XfecdEeet0YmmfbMwkw,CF1,5.6803
386,_SE8XfecdEeet0YmmfbMwkw,CF1,5.6803
387,_SE8XfecdEeet0YmmfbMwkw,CF1,5.6803
388,_SFDr3ecdEeet0YmmfbMwkw,CF3,39.6853
389,_SFDr3ecdEeet0YmmfbMwkw,CF3,39.4927
390,_SFFgpOcdEeet0YmmfbMwkw,CF2,3.5789999999999997
391,_SFFgpOcdEeet0YmmfbMwkw,CF2,3.5789999999999997
392,_SFFgpOcdEeet0YmmfbMwkw,CF2,3.5789999999999997
393,_SFFgpOcdEeet0YmmfbMwkw,CF2,3.5789999999999997
394,_SFFgpOcdEeet0YmmfbMwkw,CF2,3.5789999999999997
395,_SFFgpOcdEeet0YmmfbMwkw,CF2,3.5789999999999997
396,_SFJyWecdEeet0YmmfbMwkw,CF2,3.8049
397,_SFJyWecdEeet0YmmfbMwkw,CF2,3.8049
398,_SFJyWecdEeet0YmmfbMwkw,CF2,3.8049
399,_SE8-HecdEeet0YmmfbMwkw,CF1,5.6753
400,_SE8-HecdEeet0YmmfbMwkw,CF1,5.6753
401,_SE8-HecdEeet0YmmfbMwkw,CF1,5.6753
402,_SFApIecdEeet0YmmfbMwkw,CF1,5.7303
403,_SFApIecdEeet0YmmfbMwkw,CF1,5.7303
404,_SFApIecdEeet0YmmfbMwkw,CF1,5.7303
405,_SFCd5ucdEeet0YmmfbMwkw,CF2,3.7859
406,_SFCd5ucdEeet0YmmfbMwkw,CF2,3.7859
407,_SFCd5ucdEeet0YmmfbMwkw,CF2,3.7859
408,_SEzNE-cdEeet0YmmfbMwkw,CF3,40.2809
409,_SEzNE-cdEeet0YmmfbMwkw,CF3,40.0585
410,_SFETFecdEeet0YmmfbMwkw,CF3,5.7753
411,_SFETFecdEeet0YmmfbMwkw,CF3,5.7753
412,_SFETFecdEeet0YmmfbMwkw,CF3,5.7753
413,_SFLBPucdEeet0YmmfbMwkw,CF2,3.057
414,_SFLBPucdEeet0YmmfbMwkw,CF2,3.057
