,Optimal_Affected_Component_Uid,Optimal_Failure,log2
415,_SFLBPucdEeet0YmmfbMwkw,CF2,3.057
416,_SEz0d-cdEeet0YmmfbMwkw,CF2,3.05
417,_SEz0d-cdEeet0YmmfbMwkw,CF2,3.05
418,_SEz0d-cdEeet0YmmfbMwkw,CF2,3.05
419,_SE6hd-cdEeet0YmmfbMwkw,CF2,3.535
420,_SE6hd-cdEeet0YmmfbMwkw,CF2,3.535
421,_SE6hd-cdEeet0YmmfbMwkw,CF2,3.535
422,_SEvipucdEeet0YmmfbMwkw,CF3,7.6676
423,_SEvipucdEeet0YmmfbMwkw,CF3,7.6676
424,_SEvipucdEeet0YmmfbMwkw,CF3,7.6676
425,_SEvipucdEeet0YmmfbMwkw,CF3,7.6676
426,_SFLBvecdEeet0YmmfbMwkw,CF3,5.8283
427,_SFLBvecdEeet0YmmfbMwkw,CF3,5.8283
428,_SFLBvecdEeet0YmmfbMwkw,CF3,5.8283
429,_SFCeOOcdEeet0YmmfbMwkw,CF3,5.7473
430,_SFCeOOcdEeet0YmmfbMwkw,CF3,5.7473
431,_SFCeOOcdEeet0YmmfbMwkw,CF3,5.7473
432,_SFCeOOcdEeet0YmmfbMwkw,CF3,5.7473
433,_SFCeOOcdEeet0YmmfbMwkw,CF3,5.7473
434,_SFB2oOcdEeet0YmmfbMwkw,CF1,5.7343
435,_SFB2oOcdEeet0YmmfbMwkw,CF1,5.7343
436,_SFB2oOcdEeet0YmmfbMwkw,CF1,5.7343
437,_SFAojecdEeet0YmmfbMwkw,CF1,3.9819
438,_SFAojecdEeet0YmmfbMwkw,CF1,3.9819
439,_SFAojecdEeet0YmmfbMwkw,CF1,3.9819
440,_SFAojecdEeet0YmmfbMwkw,CF1,3.9819
441,_SFAojecdEeet0YmmfbMwkw,CF1,3.9819
442,_SFAojecdEeet0YmmfbMwkw,CF1,3.9819
443,_SFDFc-cdEeet0YmmfbMwkw,CF3,8.1747
444,_SFDFc-cdEeet0YmmfbMwkw,CF3,8.1747
445,_SFLnRecdEeet0YmmfbMwkw,CF2,7.7356
446,_SFLnRecdEeet0YmmfbMwkw,CF2,7.7356
447,_SFLnRecdEeet0YmmfbMwkw,CF2,7.7356
448,_SFLnRecdEeet0YmmfbMwkw,CF2,7.7356
449,_SFLnRecdEeet0YmmfbMwkw,CF2,7.7356
450,_SFLnRecdEeet0YmmfbMwkw,CF2,7.7356
451,_SFDr1ecdEeet0YmmfbMwkw,CF3,5.7553
452,_SFDr1ecdEeet0YmmfbMwkw,CF3,5.7553
453,_SFDr1ecdEeet0YmmfbMwkw,CF3,5.7553
454,_SFDr1ecdEeet0YmmfbMwkw,CF3,5.7553
455,_SFDr1ecdEeet0YmmfbMwkw,CF3,5.7553
456,_SE-zMOcdEeet0YmmfbMwkw,CF1,5.6493
457,_SE-zMOcdEeet0YmmfbMwkw,CF1,5.6493
458,_SFE55ucdEeet0YmmfbMwkw,CF3,5.7643
459,_SFE55ucdEeet0YmmfbMwkw,CF3,5.7643
460,_SFE55ucdEeet0YmmfbMwkw,CF3,5.7643
461,_SEzNFecdEeet0YmmfbMwkw,CF1,74.0565
462,_SEzNFecdEeet0YmmfbMwkw,CF1,73.8341
463,_SEzNFecdEeet0YmmfbMwkw,CF1,73.8341
464,_SEzNFecdEeet0YmmfbMwkw,CF1,73.8341
465,_SEuUcucdEeet0YmmfbMwkw,CF2,3.0460000000000003
466,_SEuUcucdEeet0YmmfbMwkw,CF2,3.0460000000000003
467,_SEuUcucdEeet0YmmfbMwkw,CF2,3.0460000000000003
468,_SFESjOcdEeet0YmmfbMwkw,CF1,3.576
469,_SFESjOcdEeet0YmmfbMwkw,CF1,3.576
470,_SFESjOcdEeet0YmmfbMwkw,CF1,3.576
471,_SE4FWecdEeet0YmmfbMwkw,CF2,46.3324
472,_SE4FWecdEeet0YmmfbMwkw,CF2,46.3324
473,_SE4FWecdEeet0YmmfbMwkw,CF2,46.3324
474,_SFOE5-cdEeet0YmmfbMwkw,CF2,3.3164
475,_SFOE5-cdEeet0YmmfbMwkw,CF2,3.3164
476,_SFOE5-cdEeet0YmmfbMwkw,CF2,3.3164
477,_SFDEt-cdEeet0YmmfbMwkw,CF3,5.7503
478,_SFDEt-cdEeet0YmmfbMwkw,CF3,5.7503
479,_SFDEt-cdEeet0YmmfbMwkw,CF3,5.7503
480,_SFDEt-cdEeet0YmmfbMwkw,CF3,5.7503
481,_SFKZIucdEeet0YmmfbMwkw,CF3,9.5724
482,_SFKZIucdEeet0YmmfbMwkw,CF3,9.5724
483,_SFKZIucdEeet0YmmfbMwkw,CF3,9.5724
484,_SEwwuecdEeet0YmmfbMwkw,CF2,6.0286
485,_SEwwuecdEeet0YmmfbMwkw,CF2,6.0286
486,_SEwwuecdEeet0YmmfbMwkw,CF2,6.0286
487,_SFAop-cdEeet0YmmfbMwkw,CF2,3.563
488,_SFAop-cdEeet0YmmfbMwkw,CF2,3.563
489,_SFAop-cdEeet0YmmfbMwkw,CF2,3.563
490,_SFOFPucdEeet0YmmfbMwkw,CF3,7.7176
491,_SFOFPucdEeet0YmmfbMwkw,CF3,7.7176
492,_SFGInOcdEeet0YmmfbMwkw,CF3,7.6926
493,_SFGInOcdEeet0YmmfbMwkw,CF3,7.6926
494,_SFGInOcdEeet0YmmfbMwkw,CF3,7.6926
495,_SFKaqecdEeet0YmmfbMwkw,CF2,3.8079
496,_SFKaqecdEeet0YmmfbMwkw,CF2,3.8079
497,_SFKaqecdEeet0YmmfbMwkw,CF2,3.8079
498,_SFDsm-cdEeet0YmmfbMwkw,CF2,3.574
499,_SFDsm-cdEeet0YmmfbMwkw,CF2,3.574
500,_SFDsm-cdEeet0YmmfbMwkw,CF2,3.574
501,_SFDsm-cdEeet0YmmfbMwkw,CF2,3.574
502,_SFDsm-cdEeet0YmmfbMwkw,CF2,3.574
503,_SFDsm-cdEeet0YmmfbMwkw,CF2,3.574
504,_SFOER-cdEeet0YmmfbMwkw,CF2,3.3174
505,_SFOER-cdEeet0YmmfbMwkw,CF2,3.3174
506,_SFOER-cdEeet0YmmfbMwkw,CF2,3.3174
507,_SFS8XucdEeet0YmmfbMwkw,CF1,5.8663
508,_SFS8XucdEeet0YmmfbMwkw,CF1,5.8663
509,_SFS8XucdEeet0YmmfbMwkw,CF1,5.8663
510,_SFLosucdEeet0YmmfbMwkw,CF2,3.0580000000000003
511,_SFLosucdEeet0YmmfbMwkw,CF2,3.0580000000000003
512,_SFLosucdEeet0YmmfbMwkw,CF2,3.0580000000000003
513,_SE23vucdEeet0YmmfbMwkw,CF3,3.531
514,_SE23vucdEeet0YmmfbMwkw,CF3,3.531
515,_SE23vucdEeet0YmmfbMwkw,CF3,3.531
516,_SFDs_-cdEeet0YmmfbMwkw,CF1,5.7603
517,_SFDs_-cdEeet0YmmfbMwkw,CF1,5.7603
518,_SFDs_-cdEeet0YmmfbMwkw,CF1,5.7603
519,_SFGvd-cdEeet0YmmfbMwkw,CF1,6.0386
520,_SFGvd-cdEeet0YmmfbMwkw,CF1,6.0386
521,_SFGvd-cdEeet0YmmfbMwkw,CF1,6.0386
522,_SFGvd-cdEeet0YmmfbMwkw,CF1,6.0386
523,_SFGvd-cdEeet0YmmfbMwkw,CF1,6.0386
524,_SFGvd-cdEeet0YmmfbMwkw,CF1,6.0386
525,_SE-z0OcdEeet0YmmfbMwkw,CF3,5.6473
526,_SE-z0OcdEeet0YmmfbMwkw,CF3,5.6473
527,_SE-z0OcdEeet0YmmfbMwkw,CF3,5.6473
528,_SFODducdEeet0YmmfbMwkw,CF1,4.0089
529,_SFODducdEeet0YmmfbMwkw,CF1,4.0089
530,_SFODducdEeet0YmmfbMwkw,CF1,4.0089
531,_SFODkOcdEeet0YmmfbMwkw,CF2,3.608
532,_SFODkOcdEeet0YmmfbMwkw,CF2,3.608
533,_SFODkOcdEeet0YmmfbMwkw,CF2,3.608
534,_SEx_M-cdEeet0YmmfbMwkw,CF1,6.0306
535,_SEx_M-cdEeet0YmmfbMwkw,CF1,6.0306
536,_SEx_M-cdEeet0YmmfbMwkw,CF1,6.0306
537,_SEu7tecdEeet0YmmfbMwkw,CF3,3.548
538,_SEu7tecdEeet0YmmfbMwkw,CF3,3.548
539,_SEu7tecdEeet0YmmfbMwkw,CF3,3.548
540,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6433
541,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6433
542,_SE-L8ecdEeet0YmmfbMwkw,CF3,5.6433
543,_SFLn7ecdEeet0YmmfbMwkw,CF3,6.1032
544,_SFLn7ecdEeet0YmmfbMwkw,CF3,6.1032
545,_SFLn7ecdEeet0YmmfbMwkw,CF3,6.1032
546,_SE56uecdEeet0YmmfbMwkw,CF2,3.533
547,_SE56uecdEeet0YmmfbMwkw,CF2,3.533
548,_SE56uecdEeet0YmmfbMwkw,CF2,3.533
549,_SE56qecdEeet0YmmfbMwkw,CF1,3.9679
550,_SE56qecdEeet0YmmfbMwkw,CF1,3.9679
551,_SE56qecdEeet0YmmfbMwkw,CF1,3.9679
552,_SEwwr-cdEeet0YmmfbMwkw,CF3,4.4809
553,_SEwwr-cdEeet0YmmfbMwkw,CF3,4.4809
554,_SEwwr-cdEeet0YmmfbMwkw,CF3,4.4809
555,_SFOEpucdEeet0YmmfbMwkw,CF3,6.1062
556,_SFOEpucdEeet0YmmfbMwkw,CF3,6.1062
557,_SE_a1OcdEeet0YmmfbMwkw,CF2,5.6873
558,_SE_a1OcdEeet0YmmfbMwkw,CF2,5.6873
559,_SE_a1OcdEeet0YmmfbMwkw,CF2,5.6873
560,_SE_a1OcdEeet0YmmfbMwkw,CF2,5.6873
561,_SExYNOcdEeet0YmmfbMwkw,CF2,7.6736
562,_SExYNOcdEeet0YmmfbMwkw,CF2,7.6736
563,_SExYNOcdEeet0YmmfbMwkw,CF2,7.6736
564,_SExYNOcdEeet0YmmfbMwkw,CF2,7.6736
565,_SFB2xucdEeet0YmmfbMwkw,CF2,3.5660000000000003
566,_SFB2xucdEeet0YmmfbMwkw,CF2,3.5660000000000003
567,_SFB2xucdEeet0YmmfbMwkw,CF2,3.5660000000000003
568,_SFB2xucdEeet0YmmfbMwkw,CF2,3.5660000000000003
569,_SFB2xucdEeet0YmmfbMwkw,CF2,3.5660000000000003
570,_SFB2xucdEeet0YmmfbMwkw,CF2,3.5660000000000003
571,_SE_aPucdEeet0YmmfbMwkw,CF1,5.6903
572,_SE_aPucdEeet0YmmfbMwkw,CF1,5.6903
573,_SE_aPucdEeet0YmmfbMwkw,CF1,5.6903
574,_SFGIqOcdEeet0YmmfbMwkw,CF3,5.7853
575,_SFGIqOcdEeet0YmmfbMwkw,CF3,5.7853
576,_SFGIqOcdEeet0YmmfbMwkw,CF3,5.7853
577,_SEu7mecdEeet0YmmfbMwkw,CF3,5.6953
578,_SEu7mecdEeet0YmmfbMwkw,CF3,5.6953
579,_SEu7mecdEeet0YmmfbMwkw,CF3,5.6953
580,_SFHWA-cdEeet0YmmfbMwkw,CF2,3.8039
581,_SFHWA-cdEeet0YmmfbMwkw,CF2,3.8039
582,_SFHWA-cdEeet0YmmfbMwkw,CF2,3.8039
583,_SE8W-ecdEeet0YmmfbMwkw,CF1,6.0196
584,_SE8W-ecdEeet0YmmfbMwkw,CF1,6.0196
585,_SE8W-ecdEeet0YmmfbMwkw,CF1,6.0196
586,_SE8W-ecdEeet0YmmfbMwkw,CF1,6.0196
587,_SE8W-ecdEeet0YmmfbMwkw,CF1,6.0196
588,_SE8W-ecdEeet0YmmfbMwkw,CF1,6.0196
589,_SEu7sOcdEeet0YmmfbMwkw,CF1,3.5460000000000003
590,_SEu7sOcdEeet0YmmfbMwkw,CF1,3.5460000000000003
591,_SEu7sOcdEeet0YmmfbMwkw,CF1,3.5460000000000003
592,_SFFhyucdEeet0YmmfbMwkw,CF1,3.9979
593,_SFFhyucdEeet0YmmfbMwkw,CF1,3.9979
594,_SFFhyucdEeet0YmmfbMwkw,CF1,3.9979
595,_SFMOz-cdEeet0YmmfbMwkw,CF1,5.8403
596,_SFMOz-cdEeet0YmmfbMwkw,CF1,5.8403
597,_SFMOz-cdEeet0YmmfbMwkw,CF1,5.8403
598,_SEvizucdEeet0YmmfbMwkw,CF2,3.554
599,_SEvizucdEeet0YmmfbMwkw,CF2,3.554
600,_SEvizucdEeet0YmmfbMwkw,CF2,3.554
601,_SFOFcOcdEeet0YmmfbMwkw,CF2,3.614
602,_SFOFcOcdEeet0YmmfbMwkw,CF2,3.614
603,_SFOFcOcdEeet0YmmfbMwkw,CF2,3.614
604,_SFOD_ucdEeet0YmmfbMwkw,CF3,7.7156
605,_SFOD_ucdEeet0YmmfbMwkw,CF3,7.7156
606,_SEwwu-cdEeet0YmmfbMwkw,CF1,52.7218
607,_SEwwu-cdEeet0YmmfbMwkw,CF1,52.9628
608,_SEwwu-cdEeet0YmmfbMwkw,CF1,52.9628
609,_SEwwu-cdEeet0YmmfbMwkw,CF1,52.9628
610,_SEwwu-cdEeet0YmmfbMwkw,CF1,52.9628
611,_SEwwu-cdEeet0YmmfbMwkw,CF1,52.9628
612,_SEwwu-cdEeet0YmmfbMwkw,CF1,52.9628
613,_SFMQLecdEeet0YmmfbMwkw,CF2,9.7741
614,_SFMQLecdEeet0YmmfbMwkw,CF2,9.7741
615,_SFMQLecdEeet0YmmfbMwkw,CF2,9.7741
616,_SE23gucdEeet0YmmfbMwkw,CF3,5.6563
617,_SE23gucdEeet0YmmfbMwkw,CF3,5.6563
618,_SE23gucdEeet0YmmfbMwkw,CF3,5.6563
619,_SFJyvecdEeet0YmmfbMwkw,CF1,4.4729
620,_SFJyvecdEeet0YmmfbMwkw,CF1,4.4729
621,_SFJyvecdEeet0YmmfbMwkw,CF1,4.4729
622,_SFJyvecdEeet0YmmfbMwkw,CF1,4.4729
623,_SE-zLOcdEeet0YmmfbMwkw,CF2,4.4659
624,_SE-zLOcdEeet0YmmfbMwkw,CF2,4.4659
625,_SFABhOcdEeet0YmmfbMwkw,CF1,3.9799
626,_SFABhOcdEeet0YmmfbMwkw,CF1,3.9799
627,_SFABhOcdEeet0YmmfbMwkw,CF1,3.9799
628,_SFS9FOcdEeet0YmmfbMwkw,CF3,5.8693
629,_SFS9FOcdEeet0YmmfbMwkw,CF3,5.8693
630,_SEz0XOcdEeet0YmmfbMwkw,CF1,6.0316
631,_SEz0XOcdEeet0YmmfbMwkw,CF1,6.0316
632,_SEz0XOcdEeet0YmmfbMwkw,CF1,6.0316
633,_SE8-O-cdEeet0YmmfbMwkw,CF1,9.7431
634,_SE8-O-cdEeet0YmmfbMwkw,CF1,9.7431
635,_SE8-O-cdEeet0YmmfbMwkw,CF1,9.7431
636,_SE8-O-cdEeet0YmmfbMwkw,CF1,9.7431
637,_SE8-O-cdEeet0YmmfbMwkw,CF1,9.7431
638,_SE8Xn-cdEeet0YmmfbMwkw,CF1,3.9729
639,_SE8Xn-cdEeet0YmmfbMwkw,CF1,3.9729
640,_SE8Xn-cdEeet0YmmfbMwkw,CF1,3.9729
641,_SFFhMOcdEeet0YmmfbMwkw,CF3,2.7599
642,_SFFhMOcdEeet0YmmfbMwkw,CF3,2.7599
643,_SFFhMOcdEeet0YmmfbMwkw,CF3,2.7599
644,_SEz0cucdEeet0YmmfbMwkw,CF1,3.5580000000000003
645,_SEz0cucdEeet0YmmfbMwkw,CF1,3.5580000000000003
646,_SEz0cucdEeet0YmmfbMwkw,CF1,3.5580000000000003
647,_SEymIOcdEeet0YmmfbMwkw,CF1,117.8487
648,_SEymIOcdEeet0YmmfbMwkw,CF1,117.1706
649,_SEymIOcdEeet0YmmfbMwkw,CF1,117.1706
650,_SEymIOcdEeet0YmmfbMwkw,CF1,117.1706
651,_SEu7xecdEeet0YmmfbMwkw,CF1,3.2954
652,_SEu7xecdEeet0YmmfbMwkw,CF1,3.2954
653,_SEu7xecdEeet0YmmfbMwkw,CF1,3.2954
654,_SFMOXOcdEeet0YmmfbMwkw,CF1,3.602
655,_SFMOXOcdEeet0YmmfbMwkw,CF1,3.602
656,_SFMOXOcdEeet0YmmfbMwkw,CF1,3.602
657,_SExXkecdEeet0YmmfbMwkw,CF3,8.3596
658,_SExXkecdEeet0YmmfbMwkw,CF3,8.3596
659,_SExXkecdEeet0YmmfbMwkw,CF3,8.3596
660,_SFKZXecdEeet0YmmfbMwkw,CF2,3.3044
661,_SFKZXecdEeet0YmmfbMwkw,CF2,3.3044
662,_SFKZXecdEeet0YmmfbMwkw,CF2,3.3044
663,_SFOEIecdEeet0YmmfbMwkw,CF1,3.61
664,_SFOEIecdEeet0YmmfbMwkw,CF1,3.61
665,_SFOEIecdEeet0YmmfbMwkw,CF1,3.61
666,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
667,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
668,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
669,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
670,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
671,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
672,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
673,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
674,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
675,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
676,_SFFhCOcdEeet0YmmfbMwkw,CF1,5.7763
677,_SFDrv-cdEeet0YmmfbMwkw,CF3,5.7573
678,_SFDrv-cdEeet0YmmfbMwkw,CF3,5.7573
679,_SFDrv-cdEeet0YmmfbMwkw,CF3,5.7573
680,_SFCdn-cdEeet0YmmfbMwkw,CF3,32.5051
681,_SFCdn-cdEeet0YmmfbMwkw,CF3,32.2827
682,_SFCdn-cdEeet0YmmfbMwkw,CF3,32.2827
683,_SFCdn-cdEeet0YmmfbMwkw,CF3,32.2827
684,_SFLBxecdEeet0YmmfbMwkw,CF3,10.7058
685,_SFLBxecdEeet0YmmfbMwkw,CF3,10.7058
686,_SFLBxecdEeet0YmmfbMwkw,CF3,10.7058
687,_SFMOS-cdEeet0YmmfbMwkw,CF2,6.0456
688,_SFMOS-cdEeet0YmmfbMwkw,CF2,6.0456
689,_SFMOS-cdEeet0YmmfbMwkw,CF2,6.0456
690,_SFMOS-cdEeet0YmmfbMwkw,CF2,6.0456
691,_SFMOS-cdEeet0YmmfbMwkw,CF2,6.0456
692,_SFMOS-cdEeet0YmmfbMwkw,CF2,6.0456
693,_SFGIQOcdEeet0YmmfbMwkw,CF2,3.7999
694,_SFGIQOcdEeet0YmmfbMwkw,CF2,3.7999
695,_SFGIQOcdEeet0YmmfbMwkw,CF2,3.7999
696,_SE8W5OcdEeet0YmmfbMwkw,CF3,8.3546
697,_SE8W5OcdEeet0YmmfbMwkw,CF3,8.3546
698,_SE8W5OcdEeet0YmmfbMwkw,CF3,8.3546
699,_SEu7uucdEeet0YmmfbMwkw,CF1,3.0439999999999996
700,_SEu7uucdEeet0YmmfbMwkw,CF1,3.0439999999999996
701,_SEu7uucdEeet0YmmfbMwkw,CF1,3.0439999999999996
702,_SE6h_ecdEeet0YmmfbMwkw,CF1,3.9699
703,_SE6h_ecdEeet0YmmfbMwkw,CF1,3.9699
704,_SE6h_ecdEeet0YmmfbMwkw,CF1,3.9699
705,_SEu7jecdEeet0YmmfbMwkw,CF3,7.6666
706,_SEu7jecdEeet0YmmfbMwkw,CF3,7.6666
707,_SEu7jecdEeet0YmmfbMwkw,CF3,7.6666
708,_SEu7jecdEeet0YmmfbMwkw,CF3,7.6666
709,_SE8W8-cdEeet0YmmfbMwkw,CF1,5.6793
710,_SE8W8-cdEeet0YmmfbMwkw,CF1,5.6793
711,_SE8W8-cdEeet0YmmfbMwkw,CF1,5.6793
712,_SFE6hucdEeet0YmmfbMwkw,CF3,5.7703
713,_SFE6hucdEeet0YmmfbMwkw,CF3,5.7703
714,_SFE6hucdEeet0YmmfbMwkw,CF3,5.7703
715,_SFLomecdEeet0YmmfbMwkw,CF2,9.7691
716,_SFLomecdEeet0YmmfbMwkw,CF2,9.7691
717,_SFLomecdEeet0YmmfbMwkw,CF2,9.7691
718,_SFOq5-cdEeet0YmmfbMwkw,CF3,68.3463
719,_SFOq5-cdEeet0YmmfbMwkw,CF3,68.1537
720,_SFLn8ecdEeet0YmmfbMwkw,CF2,5.8313
721,_SFLn8ecdEeet0YmmfbMwkw,CF2,5.8313
722,_SFLn8ecdEeet0YmmfbMwkw,CF2,5.8313
723,_SFLn8ecdEeet0YmmfbMwkw,CF2,5.8313
724,_SFGIBOcdEeet0YmmfbMwkw,CF1,4.4719
725,_SFGIBOcdEeet0YmmfbMwkw,CF1,4.4719
726,_SFGIBOcdEeet0YmmfbMwkw,CF1,4.4719
727,_SFGIBOcdEeet0YmmfbMwkw,CF1,4.4719
728,_SE2QdecdEeet0YmmfbMwkw,CF1,7.0775
729,_SE2QdecdEeet0YmmfbMwkw,CF1,7.0775
730,_SE2QdecdEeet0YmmfbMwkw,CF1,7.0775
731,_SFS8dOcdEeet0YmmfbMwkw,CF3,5.8683
732,_SFS8dOcdEeet0YmmfbMwkw,CF3,5.8683
733,_SFGwN-cdEeet0YmmfbMwkw,CF2,3.588
734,_SFGwN-cdEeet0YmmfbMwkw,CF2,3.588
735,_SFGwN-cdEeet0YmmfbMwkw,CF2,3.588
736,_SFGwN-cdEeet0YmmfbMwkw,CF2,3.588
737,_SFGwN-cdEeet0YmmfbMwkw,CF2,3.588
738,_SFGwN-cdEeet0YmmfbMwkw,CF2,3.588
739,_SFHV8ecdEeet0YmmfbMwkw,CF2,3.589
740,_SFHV8ecdEeet0YmmfbMwkw,CF2,3.589
741,_SFHV8ecdEeet0YmmfbMwkw,CF2,3.589
742,_SFACGOcdEeet0YmmfbMwkw,CF3,5.7263
743,_SFACGOcdEeet0YmmfbMwkw,CF3,5.7263
744,_SFACGOcdEeet0YmmfbMwkw,CF3,5.7263
745,_SFBPgOcdEeet0YmmfbMwkw,CF1,5.7393
746,_SFBPgOcdEeet0YmmfbMwkw,CF1,5.7393
747,_SFBPgOcdEeet0YmmfbMwkw,CF1,5.7393
748,_SFB3QOcdEeet0YmmfbMwkw,CF1,5.7373
749,_SFB3QOcdEeet0YmmfbMwkw,CF1,5.7373
750,_SFB3QOcdEeet0YmmfbMwkw,CF1,5.7373
751,_SFJytecdEeet0YmmfbMwkw,CF3,7.6996
752,_SFJytecdEeet0YmmfbMwkw,CF3,7.6996
753,_SFJytecdEeet0YmmfbMwkw,CF3,7.6996
754,_SFLAfecdEeet0YmmfbMwkw,CF2,5.8213
755,_SFLAfecdEeet0YmmfbMwkw,CF2,5.8213
756,_SFLAfecdEeet0YmmfbMwkw,CF2,5.8213
757,_SE-zOOcdEeet0YmmfbMwkw,CF1,29.7106
758,_SE-zOOcdEeet0YmmfbMwkw,CF1,29.7106
759,_SE-zOOcdEeet0YmmfbMwkw,CF1,29.7106
760,_SFHVy-cdEeet0YmmfbMwkw,CF3,5.7973
761,_SFHVy-cdEeet0YmmfbMwkw,CF3,5.7973
762,_SFHVy-cdEeet0YmmfbMwkw,CF3,5.7973
763,_SE-z3OcdEeet0YmmfbMwkw,CF1,3.9649
764,_SE-z3OcdEeet0YmmfbMwkw,CF1,3.9649
765,_SE-z3OcdEeet0YmmfbMwkw,CF1,3.9649
766,_SFLn7ecdEeet0YmmfbMwkw,CF2,4.4629
767,_SFLn7ecdEeet0YmmfbMwkw,CF2,4.4629
768,_SFLn7ecdEeet0YmmfbMwkw,CF2,4.4629
769,_SFLn7ecdEeet0YmmfbMwkw,CF2,4.4629
770,_SFLn7ecdEeet0YmmfbMwkw,CF2,4.4629
771,_SFLn7ecdEeet0YmmfbMwkw,CF2,4.4629
772,_SFES_-cdEeet0YmmfbMwkw,CF3,5.7723
773,_SFES_-cdEeet0YmmfbMwkw,CF3,5.7723
774,_SFES_-cdEeet0YmmfbMwkw,CF3,5.7723
775,_SE7Iq-cdEeet0YmmfbMwkw,CF1,49.2087
776,_SE7Iq-cdEeet0YmmfbMwkw,CF1,49.6237
777,_SE7Iq-cdEeet0YmmfbMwkw,CF1,49.6237
778,_SE7Iq-cdEeet0YmmfbMwkw,CF1,49.6237
779,_SEzNDecdEeet0YmmfbMwkw,CF3,5.7193
780,_SEzNDecdEeet0YmmfbMwkw,CF3,5.7193
781,_SEuUfecdEeet0YmmfbMwkw,CF1,3.2964
782,_SEuUfecdEeet0YmmfbMwkw,CF1,3.2964
783,_SEuUfecdEeet0YmmfbMwkw,CF1,3.2964
784,_SE5TwucdEeet0YmmfbMwkw,CF3,2.7459
785,_SE5TwucdEeet0YmmfbMwkw,CF3,2.7459
786,_SE5TwucdEeet0YmmfbMwkw,CF3,2.7459
787,_SEuUQucdEeet0YmmfbMwkw,CF1,8.3566
788,_SEuUQucdEeet0YmmfbMwkw,CF1,8.3566
789,_SEuUQucdEeet0YmmfbMwkw,CF1,8.3566
790,_SFKaCecdEeet0YmmfbMwkw,CF2,3.8069
791,_SFKaCecdEeet0YmmfbMwkw,CF2,3.8069
792,_SFKaCecdEeet0YmmfbMwkw,CF2,3.8069
793,_SFKZ0ecdEeet0YmmfbMwkw,CF2,5.8063
794,_SFKZ0ecdEeet0YmmfbMwkw,CF2,5.8063
795,_SFKZ0ecdEeet0YmmfbMwkw,CF2,5.8063
796,_SE23HucdEeet0YmmfbMwkw,CF3,3.529
797,_SE23HucdEeet0YmmfbMwkw,CF3,3.529
798,_SE23HucdEeet0YmmfbMwkw,CF3,3.529
799,_SEzM9-cdEeet0YmmfbMwkw,CF1,5.7183
800,_SEzM9-cdEeet0YmmfbMwkw,CF1,5.7183
801,_SEzM9-cdEeet0YmmfbMwkw,CF1,5.7183
802,_SEvinOcdEeet0YmmfbMwkw,CF3,5.7003
803,_SEvinOcdEeet0YmmfbMwkw,CF3,5.7003
804,_SEvinOcdEeet0YmmfbMwkw,CF3,5.7003
805,_SEvinOcdEeet0YmmfbMwkw,CF3,5.7003
806,_SFKZwucdEeet0YmmfbMwkw,CF3,9.0275
807,_SFKZwucdEeet0YmmfbMwkw,CF3,9.0275
808,_SFKZwucdEeet0YmmfbMwkw,CF3,9.0275
809,_SFKaeecdEeet0YmmfbMwkw,CF3,9.7651
810,_SFKaeecdEeet0YmmfbMwkw,CF3,9.7651
811,_SFKaeecdEeet0YmmfbMwkw,CF3,9.7651
812,_SEx-lecdEeet0YmmfbMwkw,CF1,10.9659
813,_SEx-lecdEeet0YmmfbMwkw,CF1,10.9659
814,_SEx-lecdEeet0YmmfbMwkw,CF1,10.9659
815,_SFKacecdEeet0YmmfbMwkw,CF2,5.8163
816,_SFKacecdEeet0YmmfbMwkw,CF2,5.8163
817,_SFKacecdEeet0YmmfbMwkw,CF2,5.8163
818,_SEu7g-cdEeet0YmmfbMwkw,CF3,5.6943
819,_SEu7g-cdEeet0YmmfbMwkw,CF3,5.6943
820,_SFS9xucdEeet0YmmfbMwkw,CF1,2.7789
821,_SFS9xucdEeet0YmmfbMwkw,CF1,2.7789
822,_SFS9xucdEeet0YmmfbMwkw,CF1,2.7789
823,_SFGILucdEeet0YmmfbMwkw,CF2,3.582
824,_SFGILucdEeet0YmmfbMwkw,CF2,3.582
825,_SFGILucdEeet0YmmfbMwkw,CF2,3.582
826,_SFGwLecdEeet0YmmfbMwkw,CF1,3.5869999999999997
827,_SFGwLecdEeet0YmmfbMwkw,CF1,3.5869999999999997
828,_SFGwLecdEeet0YmmfbMwkw,CF1,3.5869999999999997
829,_SFAoa-cdEeet0YmmfbMwkw,CF1,5.7273
830,_SFAoa-cdEeet0YmmfbMwkw,CF1,5.7273
831,_SFAoa-cdEeet0YmmfbMwkw,CF1,5.7273
