,Optimal_Affected_Component_Uid,Optimal_Failure,log10
415,_SEzNE-cdEeet0YmmfbMwkw,CF3,13.6333
416,_SFETFecdEeet0YmmfbMwkw,CF3,2.3873
417,_SFETFecdEeet0YmmfbMwkw,CF3,2.3873
418,_SFETFecdEeet0YmmfbMwkw,CF3,2.3873
419,_SFLBPucdEeet0YmmfbMwkw,CF2,1.2892
420,_SFLBPucdEeet0YmmfbMwkw,CF2,1.2892
421,_SFLBPucdEeet0YmmfbMwkw,CF2,1.2892
422,_SEz0d-cdEeet0YmmfbMwkw,CF2,1.2822
423,_SEz0d-cdEeet0YmmfbMwkw,CF2,1.2822
424,_SEz0d-cdEeet0YmmfbMwkw,CF2,1.2822
425,_SE6hd-cdEeet0YmmfbMwkw,CF2,1.4761
426,_SE6hd-cdEeet0YmmfbMwkw,CF2,1.4761
427,_SE6hd-cdEeet0YmmfbMwkw,CF2,1.4761
428,_SEvipucdEeet0YmmfbMwkw,CF3,3.1058
429,_SEvipucdEeet0YmmfbMwkw,CF3,3.1058
430,_SEvipucdEeet0YmmfbMwkw,CF3,3.1058
431,_SEvipucdEeet0YmmfbMwkw,CF3,3.1058
432,_SFLBvecdEeet0YmmfbMwkw,CF3,2.4323
433,_SFLBvecdEeet0YmmfbMwkw,CF3,2.4323
434,_SFLBvecdEeet0YmmfbMwkw,CF3,2.4323
435,_SFCeOOcdEeet0YmmfbMwkw,CF3,2.3613
436,_SFCeOOcdEeet0YmmfbMwkw,CF3,2.3613
437,_SFCeOOcdEeet0YmmfbMwkw,CF3,2.3613
438,_SFCeOOcdEeet0YmmfbMwkw,CF3,2.3613
439,_SFCeOOcdEeet0YmmfbMwkw,CF3,2.3613
440,_SFB2oOcdEeet0YmmfbMwkw,CF1,2.3493
441,_SFB2oOcdEeet0YmmfbMwkw,CF1,2.3493
442,_SFB2oOcdEeet0YmmfbMwkw,CF1,2.3493
443,_SFAojecdEeet0YmmfbMwkw,CF1,1.6980000000000002
444,_SFAojecdEeet0YmmfbMwkw,CF1,1.6980000000000002
445,_SFAojecdEeet0YmmfbMwkw,CF1,1.6980000000000002
446,_SFAojecdEeet0YmmfbMwkw,CF1,1.6980000000000002
447,_SFAojecdEeet0YmmfbMwkw,CF1,1.6980000000000002
448,_SFAojecdEeet0YmmfbMwkw,CF1,1.6980000000000002
449,_SFDFc-cdEeet0YmmfbMwkw,CF3,3.3092
450,_SFDFc-cdEeet0YmmfbMwkw,CF3,3.3092
451,_SFLnRecdEeet0YmmfbMwkw,CF2,3.1528
452,_SFLnRecdEeet0YmmfbMwkw,CF2,3.1528
453,_SFLnRecdEeet0YmmfbMwkw,CF2,3.1528
454,_SFLnRecdEeet0YmmfbMwkw,CF2,3.1528
455,_SFLnRecdEeet0YmmfbMwkw,CF2,3.1528
456,_SFLnRecdEeet0YmmfbMwkw,CF2,3.1528
457,_SFDr1ecdEeet0YmmfbMwkw,CF3,2.3693
458,_SFDr1ecdEeet0YmmfbMwkw,CF3,2.3693
459,_SFDr1ecdEeet0YmmfbMwkw,CF3,2.3693
460,_SFDr1ecdEeet0YmmfbMwkw,CF3,2.3693
461,_SFDr1ecdEeet0YmmfbMwkw,CF3,2.3693
462,_SE-zMOcdEeet0YmmfbMwkw,CF1,2.2793
463,_SE-zMOcdEeet0YmmfbMwkw,CF1,2.2793
464,_SFE55ucdEeet0YmmfbMwkw,CF3,2.3773
465,_SFE55ucdEeet0YmmfbMwkw,CF3,2.3773
466,_SFE55ucdEeet0YmmfbMwkw,CF3,2.3773
467,_SEzNFecdEeet0YmmfbMwkw,CF1,24.6782
468,_SEzNFecdEeet0YmmfbMwkw,CF1,24.6113
469,_SEzNFecdEeet0YmmfbMwkw,CF1,24.6113
470,_SEzNFecdEeet0YmmfbMwkw,CF1,24.6113
471,_SEuUcucdEeet0YmmfbMwkw,CF2,1.2782
472,_SEuUcucdEeet0YmmfbMwkw,CF2,1.2782
473,_SEuUcucdEeet0YmmfbMwkw,CF2,1.2782
474,_SFESjOcdEeet0YmmfbMwkw,CF1,1.5081
475,_SFESjOcdEeet0YmmfbMwkw,CF1,1.5081
476,_SFESjOcdEeet0YmmfbMwkw,CF1,1.5081
477,_SE4FWecdEeet0YmmfbMwkw,CF2,15.7269
478,_SE4FWecdEeet0YmmfbMwkw,CF2,15.7269
479,_SE4FWecdEeet0YmmfbMwkw,CF2,15.7269
480,_SFOE5-cdEeet0YmmfbMwkw,CF2,1.3931
481,_SFOE5-cdEeet0YmmfbMwkw,CF2,1.3931
482,_SFOE5-cdEeet0YmmfbMwkw,CF2,1.3931
483,_SFDEt-cdEeet0YmmfbMwkw,CF3,2.3643
484,_SFDEt-cdEeet0YmmfbMwkw,CF3,2.3643
485,_SFDEt-cdEeet0YmmfbMwkw,CF3,2.3643
486,_SFDEt-cdEeet0YmmfbMwkw,CF3,2.3643
487,_SFKZIucdEeet0YmmfbMwkw,CF3,3.765
488,_SFKZIucdEeet0YmmfbMwkw,CF3,3.765
489,_SFKZIucdEeet0YmmfbMwkw,CF3,3.765
490,_SEwwuecdEeet0YmmfbMwkw,CF2,2.5662
491,_SEwwuecdEeet0YmmfbMwkw,CF2,2.5662
492,_SEwwuecdEeet0YmmfbMwkw,CF2,2.5662
493,_SFAop-cdEeet0YmmfbMwkw,CF2,1.5021
494,_SFAop-cdEeet0YmmfbMwkw,CF2,1.5021
495,_SFAop-cdEeet0YmmfbMwkw,CF2,1.5021
496,_SFOFPucdEeet0YmmfbMwkw,CF3,3.1648
497,_SFOFPucdEeet0YmmfbMwkw,CF3,3.1648
498,_SFGInOcdEeet0YmmfbMwkw,CF3,3.1338
499,_SFGInOcdEeet0YmmfbMwkw,CF3,3.1338
500,_SFGInOcdEeet0YmmfbMwkw,CF3,3.1338
501,_SFKaqecdEeet0YmmfbMwkw,CF2,1.6302
502,_SFKaqecdEeet0YmmfbMwkw,CF2,1.6302
503,_SFKaqecdEeet0YmmfbMwkw,CF2,1.6302
504,_SFDsm-cdEeet0YmmfbMwkw,CF2,1.5471
505,_SFDsm-cdEeet0YmmfbMwkw,CF2,1.5471
506,_SFDsm-cdEeet0YmmfbMwkw,CF2,1.5471
507,_SFDsm-cdEeet0YmmfbMwkw,CF2,1.5471
508,_SFDsm-cdEeet0YmmfbMwkw,CF2,1.5471
509,_SFDsm-cdEeet0YmmfbMwkw,CF2,1.5471
510,_SFOER-cdEeet0YmmfbMwkw,CF2,1.3941
511,_SFOER-cdEeet0YmmfbMwkw,CF2,1.3941
512,_SFOER-cdEeet0YmmfbMwkw,CF2,1.3941
513,_SFS8XucdEeet0YmmfbMwkw,CF1,2.4663
514,_SFS8XucdEeet0YmmfbMwkw,CF1,2.4663
515,_SFS8XucdEeet0YmmfbMwkw,CF1,2.4663
516,_SFLosucdEeet0YmmfbMwkw,CF2,1.2902
517,_SFLosucdEeet0YmmfbMwkw,CF2,1.2902
518,_SFLosucdEeet0YmmfbMwkw,CF2,1.2902
519,_SE23vucdEeet0YmmfbMwkw,CF3,1.4721
520,_SE23vucdEeet0YmmfbMwkw,CF3,1.4721
521,_SE23vucdEeet0YmmfbMwkw,CF3,1.4721
522,_SFDs_-cdEeet0YmmfbMwkw,CF1,2.3743
523,_SFDs_-cdEeet0YmmfbMwkw,CF1,2.3743
524,_SFDs_-cdEeet0YmmfbMwkw,CF1,2.3743
525,_SFGvd-cdEeet0YmmfbMwkw,CF1,2.5852
526,_SFGvd-cdEeet0YmmfbMwkw,CF1,2.5852
527,_SFGvd-cdEeet0YmmfbMwkw,CF1,2.5852
528,_SFGvd-cdEeet0YmmfbMwkw,CF1,2.5852
529,_SFGvd-cdEeet0YmmfbMwkw,CF1,2.5852
530,_SFGvd-cdEeet0YmmfbMwkw,CF1,2.5852
531,_SE-z0OcdEeet0YmmfbMwkw,CF3,2.2773
532,_SE-z0OcdEeet0YmmfbMwkw,CF3,2.2773
533,_SE-z0OcdEeet0YmmfbMwkw,CF3,2.2773
534,_SFODducdEeet0YmmfbMwkw,CF1,1.725
535,_SFODducdEeet0YmmfbMwkw,CF1,1.725
536,_SFODducdEeet0YmmfbMwkw,CF1,1.725
537,_SFODkOcdEeet0YmmfbMwkw,CF2,1.5331
538,_SFODkOcdEeet0YmmfbMwkw,CF2,1.5331
539,_SFODkOcdEeet0YmmfbMwkw,CF2,1.5331
540,_SEx_M-cdEeet0YmmfbMwkw,CF1,2.5672
541,_SEx_M-cdEeet0YmmfbMwkw,CF1,2.5672
542,_SEx_M-cdEeet0YmmfbMwkw,CF1,2.5672
543,_SEu7tecdEeet0YmmfbMwkw,CF3,1.4881
544,_SEu7tecdEeet0YmmfbMwkw,CF3,1.4881
545,_SEu7tecdEeet0YmmfbMwkw,CF3,1.4881
546,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2733
547,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2733
548,_SE-L8ecdEeet0YmmfbMwkw,CF3,2.2733
549,_SFLn7ecdEeet0YmmfbMwkw,CF3,2.6125
550,_SFLn7ecdEeet0YmmfbMwkw,CF3,2.6125
551,_SFLn7ecdEeet0YmmfbMwkw,CF3,2.6125
552,_SE56uecdEeet0YmmfbMwkw,CF2,1.4741
553,_SE56uecdEeet0YmmfbMwkw,CF2,1.4741
554,_SE56uecdEeet0YmmfbMwkw,CF2,1.4741
555,_SE56qecdEeet0YmmfbMwkw,CF1,1.6840000000000002
556,_SE56qecdEeet0YmmfbMwkw,CF1,1.6840000000000002
557,_SE56qecdEeet0YmmfbMwkw,CF1,1.6840000000000002
558,_SEwwr-cdEeet0YmmfbMwkw,CF3,1.8833
559,_SEwwr-cdEeet0YmmfbMwkw,CF3,1.8833
560,_SEwwr-cdEeet0YmmfbMwkw,CF3,1.8833
561,_SFOEpucdEeet0YmmfbMwkw,CF3,2.6155
562,_SFOEpucdEeet0YmmfbMwkw,CF3,2.6155
563,_SE_a1OcdEeet0YmmfbMwkw,CF2,2.3093
564,_SE_a1OcdEeet0YmmfbMwkw,CF2,2.3093
565,_SE_a1OcdEeet0YmmfbMwkw,CF2,2.3093
566,_SE_a1OcdEeet0YmmfbMwkw,CF2,2.3093
567,_SExYNOcdEeet0YmmfbMwkw,CF2,3.1118
568,_SExYNOcdEeet0YmmfbMwkw,CF2,3.1118
569,_SExYNOcdEeet0YmmfbMwkw,CF2,3.1118
570,_SExYNOcdEeet0YmmfbMwkw,CF2,3.1118
571,_SFB2xucdEeet0YmmfbMwkw,CF2,1.5421
572,_SFB2xucdEeet0YmmfbMwkw,CF2,1.5421
573,_SFB2xucdEeet0YmmfbMwkw,CF2,1.5421
574,_SFB2xucdEeet0YmmfbMwkw,CF2,1.5421
575,_SFB2xucdEeet0YmmfbMwkw,CF2,1.5421
576,_SFB2xucdEeet0YmmfbMwkw,CF2,1.5421
577,_SE_aPucdEeet0YmmfbMwkw,CF1,2.3123
578,_SE_aPucdEeet0YmmfbMwkw,CF1,2.3123
579,_SE_aPucdEeet0YmmfbMwkw,CF1,2.3123
580,_SFGIqOcdEeet0YmmfbMwkw,CF3,2.3953
581,_SFGIqOcdEeet0YmmfbMwkw,CF3,2.3953
582,_SFGIqOcdEeet0YmmfbMwkw,CF3,2.3953
583,_SEu7mecdEeet0YmmfbMwkw,CF3,2.3163
584,_SEu7mecdEeet0YmmfbMwkw,CF3,2.3163
585,_SEu7mecdEeet0YmmfbMwkw,CF3,2.3163
586,_SFHWA-cdEeet0YmmfbMwkw,CF2,1.6262
587,_SFHWA-cdEeet0YmmfbMwkw,CF2,1.6262
588,_SFHWA-cdEeet0YmmfbMwkw,CF2,1.6262
589,_SEu7sOcdEeet0YmmfbMwkw,CF1,1.4871
590,_SEu7sOcdEeet0YmmfbMwkw,CF1,1.4871
591,_SEu7sOcdEeet0YmmfbMwkw,CF1,1.4871
592,_SFFhyucdEeet0YmmfbMwkw,CF1,1.714
593,_SFFhyucdEeet0YmmfbMwkw,CF1,1.714
594,_SFFhyucdEeet0YmmfbMwkw,CF1,1.714
595,_SFMOz-cdEeet0YmmfbMwkw,CF1,2.4423
596,_SFMOz-cdEeet0YmmfbMwkw,CF1,2.4423
597,_SFMOz-cdEeet0YmmfbMwkw,CF1,2.4423
598,_SEvizucdEeet0YmmfbMwkw,CF2,1.4931
599,_SEvizucdEeet0YmmfbMwkw,CF2,1.4931
600,_SEvizucdEeet0YmmfbMwkw,CF2,1.4931
601,_SFOFcOcdEeet0YmmfbMwkw,CF2,1.5391
602,_SFOFcOcdEeet0YmmfbMwkw,CF2,1.5391
603,_SFOFcOcdEeet0YmmfbMwkw,CF2,1.5391
604,_SFOD_ucdEeet0YmmfbMwkw,CF3,3.1628
605,_SFOD_ucdEeet0YmmfbMwkw,CF3,3.1628
606,_SEwwu-cdEeet0YmmfbMwkw,CF1,17.6652
607,_SEwwu-cdEeet0YmmfbMwkw,CF1,17.7378
608,_SEwwu-cdEeet0YmmfbMwkw,CF1,17.7378
609,_SEwwu-cdEeet0YmmfbMwkw,CF1,17.7378
610,_SEwwu-cdEeet0YmmfbMwkw,CF1,17.7378
611,_SEwwu-cdEeet0YmmfbMwkw,CF1,17.7378
612,_SEwwu-cdEeet0YmmfbMwkw,CF1,17.7378
613,_SFMQLecdEeet0YmmfbMwkw,CF2,3.8512
614,_SFMQLecdEeet0YmmfbMwkw,CF2,3.8512
615,_SFMQLecdEeet0YmmfbMwkw,CF2,3.8512
616,_SE23gucdEeet0YmmfbMwkw,CF3,2.2843
617,_SE23gucdEeet0YmmfbMwkw,CF3,2.2843
618,_SE23gucdEeet0YmmfbMwkw,CF3,2.2843
619,_SFJyvecdEeet0YmmfbMwkw,CF1,1.8913
620,_SFJyvecdEeet0YmmfbMwkw,CF1,1.8913
621,_SFJyvecdEeet0YmmfbMwkw,CF1,1.8913
622,_SFJyvecdEeet0YmmfbMwkw,CF1,1.8913
623,_SE-zLOcdEeet0YmmfbMwkw,CF2,1.8783
624,_SE-zLOcdEeet0YmmfbMwkw,CF2,1.8783
625,_SFABhOcdEeet0YmmfbMwkw,CF1,1.696
626,_SFABhOcdEeet0YmmfbMwkw,CF1,1.696
627,_SFABhOcdEeet0YmmfbMwkw,CF1,1.696
628,_SFS9FOcdEeet0YmmfbMwkw,CF3,2.4693
629,_SFS9FOcdEeet0YmmfbMwkw,CF3,2.4693
630,_SEz0XOcdEeet0YmmfbMwkw,CF1,2.5682
631,_SEz0XOcdEeet0YmmfbMwkw,CF1,2.5682
632,_SEz0XOcdEeet0YmmfbMwkw,CF1,2.5682
633,_SE8-O-cdEeet0YmmfbMwkw,CF1,3.8212
634,_SE8-O-cdEeet0YmmfbMwkw,CF1,3.8212
635,_SE8-O-cdEeet0YmmfbMwkw,CF1,3.8212
636,_SE8-O-cdEeet0YmmfbMwkw,CF1,3.8212
637,_SE8-O-cdEeet0YmmfbMwkw,CF1,3.8212
638,_SE8Xn-cdEeet0YmmfbMwkw,CF1,1.689
639,_SE8Xn-cdEeet0YmmfbMwkw,CF1,1.689
640,_SE8Xn-cdEeet0YmmfbMwkw,CF1,1.689
641,_SFFhMOcdEeet0YmmfbMwkw,CF3,1.177
642,_SFFhMOcdEeet0YmmfbMwkw,CF3,1.177
643,_SFFhMOcdEeet0YmmfbMwkw,CF3,1.177
644,_SEz0cucdEeet0YmmfbMwkw,CF1,1.4971
645,_SEz0cucdEeet0YmmfbMwkw,CF1,1.4971
646,_SEz0cucdEeet0YmmfbMwkw,CF1,1.4971
647,_SEymIOcdEeet0YmmfbMwkw,CF1,39.0951
648,_SEymIOcdEeet0YmmfbMwkw,CF1,38.8909
649,_SEymIOcdEeet0YmmfbMwkw,CF1,38.8909
650,_SEymIOcdEeet0YmmfbMwkw,CF1,38.8909
651,_SEu7xecdEeet0YmmfbMwkw,CF1,1.3721
652,_SEu7xecdEeet0YmmfbMwkw,CF1,1.3721
653,_SEu7xecdEeet0YmmfbMwkw,CF1,1.3721
654,_SFMOXOcdEeet0YmmfbMwkw,CF1,1.5271
655,_SFMOXOcdEeet0YmmfbMwkw,CF1,1.5271
656,_SFMOXOcdEeet0YmmfbMwkw,CF1,1.5271
657,_SExXkecdEeet0YmmfbMwkw,CF3,3.3703
658,_SExXkecdEeet0YmmfbMwkw,CF3,3.3703
659,_SExXkecdEeet0YmmfbMwkw,CF3,3.3703
660,_SFKZXecdEeet0YmmfbMwkw,CF2,1.3811
661,_SFKZXecdEeet0YmmfbMwkw,CF2,1.3811
662,_SFKZXecdEeet0YmmfbMwkw,CF2,1.3811
663,_SFOEIecdEeet0YmmfbMwkw,CF1,1.5351
664,_SFOEIecdEeet0YmmfbMwkw,CF1,1.5351
665,_SFOEIecdEeet0YmmfbMwkw,CF1,1.5351
666,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
667,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
668,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
669,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
670,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
671,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
672,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
673,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
674,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
675,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
676,_SFFhCOcdEeet0YmmfbMwkw,CF1,2.5003
677,_SFDrv-cdEeet0YmmfbMwkw,CF3,2.3713
678,_SFDrv-cdEeet0YmmfbMwkw,CF3,2.3713
679,_SFDrv-cdEeet0YmmfbMwkw,CF3,2.3713
680,_SFCdn-cdEeet0YmmfbMwkw,CF3,11.1623
681,_SFCdn-cdEeet0YmmfbMwkw,CF3,11.0954
682,_SFCdn-cdEeet0YmmfbMwkw,CF3,11.0954
683,_SFCdn-cdEeet0YmmfbMwkw,CF3,11.0954
684,_SFLBxecdEeet0YmmfbMwkw,CF3,4.1381
685,_SFLBxecdEeet0YmmfbMwkw,CF3,4.1381
686,_SFLBxecdEeet0YmmfbMwkw,CF3,4.1381
687,_SFMOS-cdEeet0YmmfbMwkw,CF2,2.5872
688,_SFMOS-cdEeet0YmmfbMwkw,CF2,2.5872
689,_SFMOS-cdEeet0YmmfbMwkw,CF2,2.5872
690,_SFMOS-cdEeet0YmmfbMwkw,CF2,2.5872
691,_SFMOS-cdEeet0YmmfbMwkw,CF2,2.5872
692,_SFMOS-cdEeet0YmmfbMwkw,CF2,2.5872
693,_SFGIQOcdEeet0YmmfbMwkw,CF2,1.6222
694,_SFGIQOcdEeet0YmmfbMwkw,CF2,1.6222
695,_SFGIQOcdEeet0YmmfbMwkw,CF2,1.6222
696,_SE8W5OcdEeet0YmmfbMwkw,CF3,3.3673
697,_SE8W5OcdEeet0YmmfbMwkw,CF3,3.3673
698,_SE8W5OcdEeet0YmmfbMwkw,CF3,3.3673
699,_SEu7uucdEeet0YmmfbMwkw,CF1,1.2762
700,_SEu7uucdEeet0YmmfbMwkw,CF1,1.2762
701,_SEu7uucdEeet0YmmfbMwkw,CF1,1.2762
702,_SE6h_ecdEeet0YmmfbMwkw,CF1,1.686
703,_SE6h_ecdEeet0YmmfbMwkw,CF1,1.686
704,_SE6h_ecdEeet0YmmfbMwkw,CF1,1.686
705,_SEu7jecdEeet0YmmfbMwkw,CF3,3.1048
706,_SEu7jecdEeet0YmmfbMwkw,CF3,3.1048
707,_SEu7jecdEeet0YmmfbMwkw,CF3,3.1048
708,_SEu7jecdEeet0YmmfbMwkw,CF3,3.1048
709,_SE8W8-cdEeet0YmmfbMwkw,CF1,2.3033
710,_SE8W8-cdEeet0YmmfbMwkw,CF1,2.3033
711,_SE8W8-cdEeet0YmmfbMwkw,CF1,2.3033
712,_SFE6hucdEeet0YmmfbMwkw,CF3,2.3823
713,_SFE6hucdEeet0YmmfbMwkw,CF3,2.3823
714,_SFE6hucdEeet0YmmfbMwkw,CF3,2.3823
715,_SFLomecdEeet0YmmfbMwkw,CF2,3.8472
716,_SFLomecdEeet0YmmfbMwkw,CF2,3.8472
717,_SFLomecdEeet0YmmfbMwkw,CF2,3.8472
718,_SFOq5-cdEeet0YmmfbMwkw,CF3,22.8043
719,_SFOq5-cdEeet0YmmfbMwkw,CF3,22.7463
720,_SFLn8ecdEeet0YmmfbMwkw,CF2,2.4353
721,_SFLn8ecdEeet0YmmfbMwkw,CF2,2.4353
722,_SFLn8ecdEeet0YmmfbMwkw,CF2,2.4353
723,_SFLn8ecdEeet0YmmfbMwkw,CF2,2.4353
724,_SFGIBOcdEeet0YmmfbMwkw,CF1,1.8883
725,_SFGIBOcdEeet0YmmfbMwkw,CF1,1.8883
726,_SFGIBOcdEeet0YmmfbMwkw,CF1,1.8883
727,_SFGIBOcdEeet0YmmfbMwkw,CF1,1.8883
728,_SE2QdecdEeet0YmmfbMwkw,CF1,2.9114
729,_SE2QdecdEeet0YmmfbMwkw,CF1,2.9114
730,_SE2QdecdEeet0YmmfbMwkw,CF1,2.9114
731,_SFS8dOcdEeet0YmmfbMwkw,CF3,2.4683
732,_SFS8dOcdEeet0YmmfbMwkw,CF3,2.4683
733,_SFGwN-cdEeet0YmmfbMwkw,CF2,1.5551
734,_SFGwN-cdEeet0YmmfbMwkw,CF2,1.5551
735,_SFGwN-cdEeet0YmmfbMwkw,CF2,1.5551
736,_SFGwN-cdEeet0YmmfbMwkw,CF2,1.5551
737,_SFGwN-cdEeet0YmmfbMwkw,CF2,1.5551
738,_SFGwN-cdEeet0YmmfbMwkw,CF2,1.5551
739,_SFHV8ecdEeet0YmmfbMwkw,CF2,1.5141
740,_SFHV8ecdEeet0YmmfbMwkw,CF2,1.5141
741,_SFHV8ecdEeet0YmmfbMwkw,CF2,1.5141
742,_SFACGOcdEeet0YmmfbMwkw,CF3,2.3433
743,_SFACGOcdEeet0YmmfbMwkw,CF3,2.3433
744,_SFACGOcdEeet0YmmfbMwkw,CF3,2.3433
745,_SFBPgOcdEeet0YmmfbMwkw,CF1,2.3533
746,_SFBPgOcdEeet0YmmfbMwkw,CF1,2.3533
747,_SFBPgOcdEeet0YmmfbMwkw,CF1,2.3533
748,_SFB3QOcdEeet0YmmfbMwkw,CF1,2.3513
749,_SFB3QOcdEeet0YmmfbMwkw,CF1,2.3513
750,_SFB3QOcdEeet0YmmfbMwkw,CF1,2.3513
751,_SFJytecdEeet0YmmfbMwkw,CF3,3.1428
752,_SFJytecdEeet0YmmfbMwkw,CF3,3.1428
753,_SFJytecdEeet0YmmfbMwkw,CF3,3.1428
754,_SFLAfecdEeet0YmmfbMwkw,CF2,2.4263
755,_SFLAfecdEeet0YmmfbMwkw,CF2,2.4263
756,_SFLAfecdEeet0YmmfbMwkw,CF2,2.4263
757,_SE-zOOcdEeet0YmmfbMwkw,CF1,10.2418
758,_SE-zOOcdEeet0YmmfbMwkw,CF1,10.2418
759,_SE-zOOcdEeet0YmmfbMwkw,CF1,10.2418
760,_SFLn7ecdEeet0YmmfbMwkw,CF2,1.8973
761,_SFLn7ecdEeet0YmmfbMwkw,CF2,1.8973
762,_SFLn7ecdEeet0YmmfbMwkw,CF2,1.8973
763,_SFLn7ecdEeet0YmmfbMwkw,CF2,1.8973
764,_SFLn7ecdEeet0YmmfbMwkw,CF2,1.8973
765,_SFLn7ecdEeet0YmmfbMwkw,CF2,1.8973
766,_SE-z3OcdEeet0YmmfbMwkw,CF1,1.681
767,_SE-z3OcdEeet0YmmfbMwkw,CF1,1.681
768,_SE-z3OcdEeet0YmmfbMwkw,CF1,1.681
769,_SFHVy-cdEeet0YmmfbMwkw,CF3,2.4033
770,_SFHVy-cdEeet0YmmfbMwkw,CF3,2.4033
771,_SFHVy-cdEeet0YmmfbMwkw,CF3,2.4033
772,_SFES_-cdEeet0YmmfbMwkw,CF3,2.3843
773,_SFES_-cdEeet0YmmfbMwkw,CF3,2.3843
774,_SFES_-cdEeet0YmmfbMwkw,CF3,2.3843
775,_SE7Iq-cdEeet0YmmfbMwkw,CF1,16.644000000000002
776,_SE7Iq-cdEeet0YmmfbMwkw,CF1,16.769000000000002
777,_SE7Iq-cdEeet0YmmfbMwkw,CF1,16.769000000000002
778,_SE7Iq-cdEeet0YmmfbMwkw,CF1,16.769000000000002
779,_SEzNDecdEeet0YmmfbMwkw,CF3,2.3383
780,_SEzNDecdEeet0YmmfbMwkw,CF3,2.3383
781,_SEuUfecdEeet0YmmfbMwkw,CF1,1.3731
782,_SEuUfecdEeet0YmmfbMwkw,CF1,1.3731
783,_SEuUfecdEeet0YmmfbMwkw,CF1,1.3731
784,_SE5TwucdEeet0YmmfbMwkw,CF3,1.163
785,_SE5TwucdEeet0YmmfbMwkw,CF3,1.163
786,_SE5TwucdEeet0YmmfbMwkw,CF3,1.163
787,_SEuUQucdEeet0YmmfbMwkw,CF1,3.3683
788,_SEuUQucdEeet0YmmfbMwkw,CF1,3.3683
789,_SEuUQucdEeet0YmmfbMwkw,CF1,3.3683
790,_SFKaCecdEeet0YmmfbMwkw,CF2,1.6292
791,_SFKaCecdEeet0YmmfbMwkw,CF2,1.6292
792,_SFKaCecdEeet0YmmfbMwkw,CF2,1.6292
793,_SFKZ0ecdEeet0YmmfbMwkw,CF2,2.4113
794,_SFKZ0ecdEeet0YmmfbMwkw,CF2,2.4113
795,_SFKZ0ecdEeet0YmmfbMwkw,CF2,2.4113
796,_SE23HucdEeet0YmmfbMwkw,CF3,1.4711
797,_SE23HucdEeet0YmmfbMwkw,CF3,1.4711
798,_SE23HucdEeet0YmmfbMwkw,CF3,1.4711
799,_SEzM9-cdEeet0YmmfbMwkw,CF1,2.3373
800,_SEzM9-cdEeet0YmmfbMwkw,CF1,2.3373
801,_SEzM9-cdEeet0YmmfbMwkw,CF1,2.3373
802,_SEvinOcdEeet0YmmfbMwkw,CF3,2.3203
803,_SEvinOcdEeet0YmmfbMwkw,CF3,2.3203
804,_SEvinOcdEeet0YmmfbMwkw,CF3,2.3203
805,_SEvinOcdEeet0YmmfbMwkw,CF3,2.3203
806,_SFKZwucdEeet0YmmfbMwkw,CF3,3.5965
807,_SFKZwucdEeet0YmmfbMwkw,CF3,3.5965
808,_SFKZwucdEeet0YmmfbMwkw,CF3,3.5965
809,_SFKaeecdEeet0YmmfbMwkw,CF3,3.8432
810,_SFKaeecdEeet0YmmfbMwkw,CF3,3.8432
811,_SFKaeecdEeet0YmmfbMwkw,CF3,3.8432
812,_SEx-lecdEeet0YmmfbMwkw,CF1,4.2176
813,_SEx-lecdEeet0YmmfbMwkw,CF1,4.2176
814,_SEx-lecdEeet0YmmfbMwkw,CF1,4.2176
815,_SFKacecdEeet0YmmfbMwkw,CF2,2.4213
816,_SFKacecdEeet0YmmfbMwkw,CF2,2.4213
817,_SFKacecdEeet0YmmfbMwkw,CF2,2.4213
818,_SEu7g-cdEeet0YmmfbMwkw,CF3,2.3153
819,_SEu7g-cdEeet0YmmfbMwkw,CF3,2.3153
820,_SFS9xucdEeet0YmmfbMwkw,CF1,1.195
821,_SFS9xucdEeet0YmmfbMwkw,CF1,1.195
822,_SFS9xucdEeet0YmmfbMwkw,CF1,1.195
823,_SFGILucdEeet0YmmfbMwkw,CF2,1.5101
824,_SFGILucdEeet0YmmfbMwkw,CF2,1.5101
825,_SFGILucdEeet0YmmfbMwkw,CF2,1.5101
826,_SFGwLecdEeet0YmmfbMwkw,CF1,1.5131
827,_SFGwLecdEeet0YmmfbMwkw,CF1,1.5131
828,_SFGwLecdEeet0YmmfbMwkw,CF1,1.5131
829,_SFAoa-cdEeet0YmmfbMwkw,CF1,2.4953
830,_SFAoa-cdEeet0YmmfbMwkw,CF1,2.4953
831,_SFAoa-cdEeet0YmmfbMwkw,CF1,2.4953
832,_SFAoa-cdEeet0YmmfbMwkw,CF1,2.4953
