,Optimal_Affected_Component_Uid,Optimal_Failure,log10
833,_SFAoa-cdEeet0YmmfbMwkw,CF1,2.4953
834,_SFAoa-cdEeet0YmmfbMwkw,CF1,2.4953
835,_SE9laucdEeet0YmmfbMwkw,CF1,3.1028
836,_SE9laucdEeet0YmmfbMwkw,CF1,3.1028
837,_SE9laucdEeet0YmmfbMwkw,CF1,3.1028
838,_SFNdqOcdEeet0YmmfbMwkw,CF2,1.9691
839,_SFNdqOcdEeet0YmmfbMwkw,CF2,1.9691
840,_SFNdqOcdEeet0YmmfbMwkw,CF2,1.9691
841,_SFNdqOcdEeet0YmmfbMwkw,CF2,1.9691
842,_SFOFYecdEeet0YmmfbMwkw,CF1,1.5381
843,_SFOFYecdEeet0YmmfbMwkw,CF1,1.5381
844,_SFOFYecdEeet0YmmfbMwkw,CF1,1.5381
845,_SFGu0ecdEeet0YmmfbMwkw,CF1,2.5023
846,_SFGu0ecdEeet0YmmfbMwkw,CF1,2.5023
847,_SFGu0ecdEeet0YmmfbMwkw,CF1,2.5023
848,_SFGu0ecdEeet0YmmfbMwkw,CF1,2.5023
849,_SFGu0ecdEeet0YmmfbMwkw,CF1,2.5023
850,_SFGu0ecdEeet0YmmfbMwkw,CF1,2.5023
851,_SEz0YucdEeet0YmmfbMwkw,CF3,1.695
852,_SEz0YucdEeet0YmmfbMwkw,CF3,1.695
853,_SEz0YucdEeet0YmmfbMwkw,CF3,1.695
854,_SFM27OcdEeet0YmmfbMwkw,CF3,3.3773
855,_SFM27OcdEeet0YmmfbMwkw,CF3,3.3773
856,_SFM27OcdEeet0YmmfbMwkw,CF3,3.3773
857,_SEvio-cdEeet0YmmfbMwkw,CF3,24.136999999999997
858,_SEvio-cdEeet0YmmfbMwkw,CF3,24.0578
859,_SFACAucdEeet0YmmfbMwkw,CF2,2.4943
860,_SFACAucdEeet0YmmfbMwkw,CF2,2.4943
861,_SFACAucdEeet0YmmfbMwkw,CF2,2.4943
862,_SFACAucdEeet0YmmfbMwkw,CF2,2.4943
863,_SFACAucdEeet0YmmfbMwkw,CF2,2.4943
864,_SFACAucdEeet0YmmfbMwkw,CF2,2.4943
865,_SFDr2-cdEeet0YmmfbMwkw,CF3,25.0419
866,_SFDr2-cdEeet0YmmfbMwkw,CF3,24.9839
867,_SFETHecdEeet0YmmfbMwkw,CF3,3.8332
868,_SFETHecdEeet0YmmfbMwkw,CF3,3.8332
869,_SFOD--cdEeet0YmmfbMwkw,CF1,3.3823
870,_SFOD--cdEeet0YmmfbMwkw,CF1,3.3823
871,_SFOD--cdEeet0YmmfbMwkw,CF1,3.3823
872,_SE-Mo-cdEeet0YmmfbMwkw,CF1,1.161
873,_SE-Mo-cdEeet0YmmfbMwkw,CF1,1.161
874,_SE-Mo-cdEeet0YmmfbMwkw,CF1,1.161
875,_SFDFk-cdEeet0YmmfbMwkw,CF2,1.5451
876,_SFDFk-cdEeet0YmmfbMwkw,CF2,1.5451
877,_SFDFk-cdEeet0YmmfbMwkw,CF2,1.5451
878,_SFDFk-cdEeet0YmmfbMwkw,CF2,1.5451
879,_SFDFk-cdEeet0YmmfbMwkw,CF2,1.5451
880,_SFDFk-cdEeet0YmmfbMwkw,CF2,1.5451
881,_SFKaW-cdEeet0YmmfbMwkw,CF3,2.4193
882,_SFKaW-cdEeet0YmmfbMwkw,CF3,2.4193
883,_SFKaW-cdEeet0YmmfbMwkw,CF3,2.4193
884,_SFTjB-cdEeet0YmmfbMwkw,CF3,1.4381
885,_SFTjB-cdEeet0YmmfbMwkw,CF3,1.4381
886,_SFKZ7ecdEeet0YmmfbMwkw,CF1,1.5181
887,_SFKZ7ecdEeet0YmmfbMwkw,CF1,1.5181
888,_SFKZ7ecdEeet0YmmfbMwkw,CF1,1.5181
889,_SFDFaecdEeet0YmmfbMwkw,CF3,2.6085
890,_SFDFaecdEeet0YmmfbMwkw,CF3,2.6085
891,_SFMPBucdEeet0YmmfbMwkw,CF2,1.2912
892,_SFMPBucdEeet0YmmfbMwkw,CF2,1.2912
893,_SFMPBucdEeet0YmmfbMwkw,CF2,1.2912
894,_SFM1w-cdEeet0YmmfbMwkw,CF2,3.8482
895,_SFM1w-cdEeet0YmmfbMwkw,CF2,3.8482
896,_SFM1w-cdEeet0YmmfbMwkw,CF2,3.8482
897,_SE-zPOcdEeet0YmmfbMwkw,CF1,1.682
898,_SE-zPOcdEeet0YmmfbMwkw,CF1,1.682
899,_SE-zPOcdEeet0YmmfbMwkw,CF1,1.682
900,_SE2QYOcdEeet0YmmfbMwkw,CF1,3.5935
901,_SE2QYOcdEeet0YmmfbMwkw,CF1,3.5935
902,_SE2QYOcdEeet0YmmfbMwkw,CF1,3.5935
903,_SFOD9OcdEeet0YmmfbMwkw,CF1,2.4523
904,_SFOD9OcdEeet0YmmfbMwkw,CF1,2.4523
905,_SFOD9OcdEeet0YmmfbMwkw,CF1,2.4523
906,_SFOq5ecdEeet0YmmfbMwkw,CF3,21.7518
907,_SFOq5ecdEeet0YmmfbMwkw,CF3,21.6938
908,_SE23mOcdEeet0YmmfbMwkw,CF1,2.4843
909,_SE23mOcdEeet0YmmfbMwkw,CF1,2.4843
910,_SE23mOcdEeet0YmmfbMwkw,CF1,2.4843
911,_SE23mOcdEeet0YmmfbMwkw,CF1,2.4843
912,_SE23mOcdEeet0YmmfbMwkw,CF1,2.4843
913,_SE23mOcdEeet0YmmfbMwkw,CF1,2.4843
914,_SE-zMOcdEeet0YmmfbMwkw,CF2,2.2803
915,_SE-zMOcdEeet0YmmfbMwkw,CF2,2.2803
916,_SExYMecdEeet0YmmfbMwkw,CF1,3.3713
917,_SExYMecdEeet0YmmfbMwkw,CF1,3.3713
918,_SExYMecdEeet0YmmfbMwkw,CF1,3.3713
919,_SFLAcecdEeet0YmmfbMwkw,CF1,3.1478
920,_SFLAcecdEeet0YmmfbMwkw,CF1,3.1478
921,_SFLAcecdEeet0YmmfbMwkw,CF1,3.1478
922,_SFJyC-cdEeet0YmmfbMwkw,CF3,2.4043
923,_SFJyC-cdEeet0YmmfbMwkw,CF3,2.4043
924,_SFJyC-cdEeet0YmmfbMwkw,CF3,2.4043
925,_SE_a3ucdEeet0YmmfbMwkw,CF1,2.3103
926,_SE_a3ucdEeet0YmmfbMwkw,CF1,2.3103
927,_SE_a3ucdEeet0YmmfbMwkw,CF1,2.3103
928,_SE-zTOcdEeet0YmmfbMwkw,CF2,1.4681
929,_SE-zTOcdEeet0YmmfbMwkw,CF2,1.4681
930,_SE-zTOcdEeet0YmmfbMwkw,CF2,1.4681
931,_SFGH8ucdEeet0YmmfbMwkw,CF1,2.3923
932,_SFGH8ucdEeet0YmmfbMwkw,CF1,2.3923
933,_SFGH8ucdEeet0YmmfbMwkw,CF1,2.3923
934,_SE-MjecdEeet0YmmfbMwkw,CF3,2.5995
935,_SE-MjecdEeet0YmmfbMwkw,CF3,2.5995
936,_SE-MjecdEeet0YmmfbMwkw,CF3,2.5995
937,_SFLBDucdEeet0YmmfbMwkw,CF3,3.5995
938,_SFLBDucdEeet0YmmfbMwkw,CF3,3.5995
939,_SFLBDucdEeet0YmmfbMwkw,CF3,3.5995
940,_SFHV1-cdEeet0YmmfbMwkw,CF1,1.722
941,_SFHV1-cdEeet0YmmfbMwkw,CF1,1.722
942,_SFHV1-cdEeet0YmmfbMwkw,CF1,1.722
943,_SFDFBecdEeet0YmmfbMwkw,CF2,1.6112
944,_SFDFBecdEeet0YmmfbMwkw,CF2,1.6112
945,_SFDFBecdEeet0YmmfbMwkw,CF2,1.6112
946,_SFCeQucdEeet0YmmfbMwkw,CF3,3.1208
947,_SFCeQucdEeet0YmmfbMwkw,CF3,3.1208
948,_SFCeQucdEeet0YmmfbMwkw,CF3,3.1208
949,_SFCeQucdEeet0YmmfbMwkw,CF3,3.1208
950,_SFCeQucdEeet0YmmfbMwkw,CF3,3.1208
951,_SE6h2-cdEeet0YmmfbMwkw,CF1,2.2933
952,_SE6h2-cdEeet0YmmfbMwkw,CF1,2.2933
953,_SE6h2-cdEeet0YmmfbMwkw,CF1,2.2933
954,_SFDEU-cdEeet0YmmfbMwkw,CF2,1.5441
955,_SFDEU-cdEeet0YmmfbMwkw,CF2,1.5441
956,_SFDEU-cdEeet0YmmfbMwkw,CF2,1.5441
957,_SFDEU-cdEeet0YmmfbMwkw,CF2,1.5441
958,_SFDEU-cdEeet0YmmfbMwkw,CF2,1.5441
959,_SFDEU-cdEeet0YmmfbMwkw,CF2,1.5441
960,_SFBPjOcdEeet0YmmfbMwkw,CF1,1.702
961,_SFBPjOcdEeet0YmmfbMwkw,CF1,1.702
962,_SFBPjOcdEeet0YmmfbMwkw,CF1,1.702
963,_SFJyzecdEeet0YmmfbMwkw,CF1,1.723
964,_SFJyzecdEeet0YmmfbMwkw,CF1,1.723
965,_SFJyzecdEeet0YmmfbMwkw,CF1,1.723
966,_SE9kwOcdEeet0YmmfbMwkw,CF1,2.4883
967,_SE9kwOcdEeet0YmmfbMwkw,CF1,2.4883
968,_SE9kwOcdEeet0YmmfbMwkw,CF1,2.4883
969,_SE9kwOcdEeet0YmmfbMwkw,CF1,2.4883
970,_SE9kwOcdEeet0YmmfbMwkw,CF1,2.4883
971,_SE9kwOcdEeet0YmmfbMwkw,CF1,2.4883
972,_SE9kwOcdEeet0YmmfbMwkw,CF1,2.4883
973,_SFCeTucdEeet0YmmfbMwkw,CF3,2.3623
974,_SFCeTucdEeet0YmmfbMwkw,CF3,2.3623
975,_SFCeTucdEeet0YmmfbMwkw,CF3,2.3623
976,_SFCeTucdEeet0YmmfbMwkw,CF3,2.3623
977,_SFKZ2ecdEeet0YmmfbMwkw,CF2,3.8382
978,_SFKZ2ecdEeet0YmmfbMwkw,CF2,3.8382
979,_SEymFucdEeet0YmmfbMwkw,CF3,22.245
980,_SEymFucdEeet0YmmfbMwkw,CF3,22.12
981,_SFS-WucdEeet0YmmfbMwkw,CF3,28.3217
982,_SFS-WucdEeet0YmmfbMwkw,CF3,28.2425
983,_SFLBz-cdEeet0YmmfbMwkw,CF3,1.19
984,_SFLBz-cdEeet0YmmfbMwkw,CF3,1.19
985,_SFLBz-cdEeet0YmmfbMwkw,CF3,1.19
986,_SFS97OcdEeet0YmmfbMwkw,CF2,1.6322
987,_SFS97OcdEeet0YmmfbMwkw,CF2,1.6322
988,_SFS97OcdEeet0YmmfbMwkw,CF2,1.6322
989,_SFLAXecdEeet0YmmfbMwkw,CF2,2.4233
990,_SFLAXecdEeet0YmmfbMwkw,CF2,2.4233
991,_SFLAXecdEeet0YmmfbMwkw,CF2,2.4233
992,_SFLAXecdEeet0YmmfbMwkw,CF2,2.4233
993,_SFLBB-cdEeet0YmmfbMwkw,CF3,2.4293
994,_SFLBB-cdEeet0YmmfbMwkw,CF3,2.4293
995,_SFLBB-cdEeet0YmmfbMwkw,CF3,2.4293
996,_SFLn5ecdEeet0YmmfbMwkw,CF3,3.1518
997,_SFLn5ecdEeet0YmmfbMwkw,CF3,3.1518
998,_SFLn5ecdEeet0YmmfbMwkw,CF3,3.1518
999,_SFLnUecdEeet0YmmfbMwkw,CF1,2.4363
1000,_SFLnUecdEeet0YmmfbMwkw,CF1,2.4363
1001,_SFLnUecdEeet0YmmfbMwkw,CF1,2.4363
1002,_SFS91ecdEeet0YmmfbMwkw,CF2,1.2952
1003,_SFS91ecdEeet0YmmfbMwkw,CF2,1.2952
1004,_SFS91ecdEeet0YmmfbMwkw,CF2,1.2952
1005,_SFGvcecdEeet0YmmfbMwkw,CF3,2.4003
1006,_SFGvcecdEeet0YmmfbMwkw,CF3,2.4003
1007,_SFGvcecdEeet0YmmfbMwkw,CF3,2.4003
1008,_SE5TtucdEeet0YmmfbMwkw,CF1,2.5572
1009,_SE5TtucdEeet0YmmfbMwkw,CF1,2.5572
1010,_SE5TtucdEeet0YmmfbMwkw,CF1,2.5572
1011,_SE2Qd-cdEeet0YmmfbMwkw,CF1,3.8192
1012,_SE2Qd-cdEeet0YmmfbMwkw,CF1,3.8192
1013,_SE2Qd-cdEeet0YmmfbMwkw,CF1,3.8192
1014,_SFOsK-cdEeet0YmmfbMwkw,CF3,1.9741
1015,_SFOsK-cdEeet0YmmfbMwkw,CF3,1.9741
1016,_SFCeSucdEeet0YmmfbMwkw,CF3,2.6065
1017,_SFCeSucdEeet0YmmfbMwkw,CF3,2.6065
1018,_SE3epOcdEeet0YmmfbMwkw,CF3,1.4731
1019,_SE3epOcdEeet0YmmfbMwkw,CF3,1.4731
1020,_SE3epOcdEeet0YmmfbMwkw,CF3,1.4731
1021,_SFMPZecdEeet0YmmfbMwkw,CF2,2.5103
1022,_SFMPZecdEeet0YmmfbMwkw,CF2,2.5103
1023,_SFMPZecdEeet0YmmfbMwkw,CF2,2.5103
1024,_SFMPZecdEeet0YmmfbMwkw,CF2,2.5103
1025,_SFMPZecdEeet0YmmfbMwkw,CF2,2.5103
1026,_SFMPZecdEeet0YmmfbMwkw,CF2,2.5103
1027,_SFOrc-cdEeet0YmmfbMwkw,CF1,3.1668
1028,_SFOrc-cdEeet0YmmfbMwkw,CF1,3.1668
1029,_SFOrc-cdEeet0YmmfbMwkw,CF1,3.1668
1030,_SE-MhecdEeet0YmmfbMwkw,CF1,3.0938
1031,_SE-MhecdEeet0YmmfbMwkw,CF1,3.0938
1032,_SE-MhecdEeet0YmmfbMwkw,CF1,3.0938
1033,_SE-MhecdEeet0YmmfbMwkw,CF1,3.0938
1034,_SE-MhecdEeet0YmmfbMwkw,CF1,3.0938
1035,_SE1B8ucdEeet0YmmfbMwkw,CF3,3.3633
1036,_SE1B8ucdEeet0YmmfbMwkw,CF3,3.3633
1037,_SE1B8ucdEeet0YmmfbMwkw,CF3,3.3633
1038,_SFE6ZucdEeet0YmmfbMwkw,CF1,2.3793
1039,_SFE6ZucdEeet0YmmfbMwkw,CF1,2.3793
1040,_SFE6ZucdEeet0YmmfbMwkw,CF1,2.3793
1041,_SFE6ZucdEeet0YmmfbMwkw,CF1,2.3793
1042,_SEvi5OcdEeet0YmmfbMwkw,CF2,1.168
1043,_SEvi5OcdEeet0YmmfbMwkw,CF2,1.168
1044,_SEvi5OcdEeet0YmmfbMwkw,CF2,1.168
1045,_SFDFYecdEeet0YmmfbMwkw,CF3,3.1228
1046,_SFDFYecdEeet0YmmfbMwkw,CF3,3.1228
1047,_SFDFYecdEeet0YmmfbMwkw,CF3,3.1228
1048,_SFDFYecdEeet0YmmfbMwkw,CF3,3.1228
1049,_SFDFYecdEeet0YmmfbMwkw,CF3,3.1228
1050,_SFOEMOcdEeet0YmmfbMwkw,CF2,1.5361
1051,_SFOEMOcdEeet0YmmfbMwkw,CF2,1.5361
1052,_SFOEMOcdEeet0YmmfbMwkw,CF2,1.5361
1053,_SFJzYecdEeet0YmmfbMwkw,CF3,2.4103
1054,_SFJzYecdEeet0YmmfbMwkw,CF3,2.4103
1055,_SFJzYecdEeet0YmmfbMwkw,CF3,2.4103
1056,_SE9lYOcdEeet0YmmfbMwkw,CF3,2.3073
1057,_SE9lYOcdEeet0YmmfbMwkw,CF3,2.3073
1058,_SE9lYOcdEeet0YmmfbMwkw,CF3,2.3073
1059,_SFSWPecdEeet0YmmfbMwkw,CF3,2.6195
1060,_SFSWPecdEeet0YmmfbMwkw,CF3,2.6195
1061,_SFM2V-cdEeet0YmmfbMwkw,CF2,1.9003
1062,_SFM2V-cdEeet0YmmfbMwkw,CF2,1.9003
1063,_SFM2V-cdEeet0YmmfbMwkw,CF2,1.9003
1064,_SFM2V-cdEeet0YmmfbMwkw,CF2,1.9003
1065,_SFODgecdEeet0YmmfbMwkw,CF2,1.8182
1066,_SFODgecdEeet0YmmfbMwkw,CF2,1.8182
1067,_SFODgecdEeet0YmmfbMwkw,CF2,1.8182
1068,_SExXpucdEeet0YmmfbMwkw,CF1,2.5842
1069,_SExXpucdEeet0YmmfbMwkw,CF1,2.5842
1070,_SExXpucdEeet0YmmfbMwkw,CF1,2.5842
1071,_SExXpucdEeet0YmmfbMwkw,CF1,2.5842
1072,_SExXpucdEeet0YmmfbMwkw,CF1,2.5842
1073,_SExXpucdEeet0YmmfbMwkw,CF1,2.5842
1074,_SEz0SucdEeet0YmmfbMwkw,CF1,3.1158
1075,_SEz0SucdEeet0YmmfbMwkw,CF1,3.1158
1076,_SEz0SucdEeet0YmmfbMwkw,CF1,3.1158
1077,_SFLnRecdEeet0YmmfbMwkw,CF3,3.1538
1078,_SFLnRecdEeet0YmmfbMwkw,CF3,3.1538
1079,_SFLnRecdEeet0YmmfbMwkw,CF3,3.1538
1080,_SE56necdEeet0YmmfbMwkw,CF3,2.2893
1081,_SE56necdEeet0YmmfbMwkw,CF3,2.2893
1082,_SE56necdEeet0YmmfbMwkw,CF3,2.2893
1083,_SEymC-cdEeet0YmmfbMwkw,CF1,3.3723
1084,_SEymC-cdEeet0YmmfbMwkw,CF1,3.3723
1085,_SEymC-cdEeet0YmmfbMwkw,CF1,3.3723
1086,_SFOEFucdEeet0YmmfbMwkw,CF1,1.726
1087,_SFOEFucdEeet0YmmfbMwkw,CF1,1.726
1088,_SFOEFucdEeet0YmmfbMwkw,CF1,1.726
1089,_SFABWOcdEeet0YmmfbMwkw,CF2,2.4933
1090,_SFABWOcdEeet0YmmfbMwkw,CF2,2.4933
1091,_SFABWOcdEeet0YmmfbMwkw,CF2,2.4933
1092,_SFABWOcdEeet0YmmfbMwkw,CF2,2.4933
1093,_SFABWOcdEeet0YmmfbMwkw,CF2,2.4933
1094,_SFABWOcdEeet0YmmfbMwkw,CF2,2.4933
1095,_SFS9HOcdEeet0YmmfbMwkw,CF3,22.8453
1096,_SFS9HOcdEeet0YmmfbMwkw,CF3,22.7873
1097,_SFDsX-cdEeet0YmmfbMwkw,CF3,2.3733
1098,_SFDsX-cdEeet0YmmfbMwkw,CF3,2.3733
1099,_SFDsX-cdEeet0YmmfbMwkw,CF3,2.3733
1100,_SFCeOOcdEeet0YmmfbMwkw,CF1,2.3603
1101,_SFCeOOcdEeet0YmmfbMwkw,CF1,2.3603
1102,_SFCeOOcdEeet0YmmfbMwkw,CF1,2.3603
1103,_SFGwEecdEeet0YmmfbMwkw,CF3,2.4013
1104,_SFGwEecdEeet0YmmfbMwkw,CF3,2.4013
1105,_SFGwEecdEeet0YmmfbMwkw,CF3,2.4013
1106,_SFLAZ-cdEeet0YmmfbMwkw,CF2,2.4243
1107,_SFLAZ-cdEeet0YmmfbMwkw,CF2,2.4243
1108,_SFLAZ-cdEeet0YmmfbMwkw,CF2,2.4243
1109,_SFLAZ-cdEeet0YmmfbMwkw,CF2,2.4243
1110,_SFOrhecdEeet0YmmfbMwkw,CF3,24.4605
1111,_SFOrhecdEeet0YmmfbMwkw,CF3,24.3935
1112,_SFGwPecdEeet0YmmfbMwkw,CF3,1.3781
1113,_SFGwPecdEeet0YmmfbMwkw,CF3,1.3781
1114,_SFGwPecdEeet0YmmfbMwkw,CF3,1.3781
1115,_SFABYucdEeet0YmmfbMwkw,CF2,2.3403
1116,_SFABYucdEeet0YmmfbMwkw,CF2,2.3403
1117,_SFABYucdEeet0YmmfbMwkw,CF2,2.3403
1118,_SFABYucdEeet0YmmfbMwkw,CF2,2.3403
1119,_SFLpG-cdEeet0YmmfbMwkw,CF1,2.4393
1120,_SFLpG-cdEeet0YmmfbMwkw,CF1,2.4393
1121,_SFLpG-cdEeet0YmmfbMwkw,CF1,2.4393
1122,_SFFhVucdEeet0YmmfbMwkw,CF2,1.6192
1123,_SFFhVucdEeet0YmmfbMwkw,CF2,1.6192
1124,_SFFhVucdEeet0YmmfbMwkw,CF2,1.6192
1125,_SFOFSucdEeet0YmmfbMwkw,CF3,2.4583
1126,_SFOFSucdEeet0YmmfbMwkw,CF3,2.4583
1127,_SFS8hucdEeet0YmmfbMwkw,CF1,1.193
1128,_SFS8hucdEeet0YmmfbMwkw,CF1,1.193
1129,_SFS8hucdEeet0YmmfbMwkw,CF1,1.193
1130,_SFBPiOcdEeet0YmmfbMwkw,CF2,4.1371
1131,_SFBPiOcdEeet0YmmfbMwkw,CF2,4.1371
1132,_SE1CB-cdEeet0YmmfbMwkw,CF1,2.5542
1133,_SE1CB-cdEeet0YmmfbMwkw,CF1,2.5542
1134,_SE1CB-cdEeet0YmmfbMwkw,CF1,2.5542
1135,_SFDFbecdEeet0YmmfbMwkw,CF3,2.3683
1136,_SFDFbecdEeet0YmmfbMwkw,CF3,2.3683
1137,_SFDFbecdEeet0YmmfbMwkw,CF3,2.3683
1138,_SFDFbecdEeet0YmmfbMwkw,CF3,2.3683
1139,_SFDFbecdEeet0YmmfbMwkw,CF3,2.3683
1140,_SExYKucdEeet0YmmfbMwkw,CF1,2.3303
1141,_SExYKucdEeet0YmmfbMwkw,CF1,2.3303
1142,_SExYKucdEeet0YmmfbMwkw,CF1,2.3303
1143,_SEuUY-cdEeet0YmmfbMwkw,CF1,1.167
1144,_SEuUY-cdEeet0YmmfbMwkw,CF1,1.167
1145,_SEuUY-cdEeet0YmmfbMwkw,CF1,1.167
1146,_SFCeP-cdEeet0YmmfbMwkw,CF3,31.0065
1147,_SFCeP-cdEeet0YmmfbMwkw,CF3,30.9396
1148,_SFLozucdEeet0YmmfbMwkw,CF2,1.3871
1149,_SFLozucdEeet0YmmfbMwkw,CF2,1.3871
1150,_SFLozucdEeet0YmmfbMwkw,CF2,1.3871
1151,_SFGvl-cdEeet0YmmfbMwkw,CF2,1.5111
1152,_SFGvl-cdEeet0YmmfbMwkw,CF2,1.5111
1153,_SFGvl-cdEeet0YmmfbMwkw,CF2,1.5111
1154,_SFE50OcdEeet0YmmfbMwkw,CF1,2.4983
1155,_SFE50OcdEeet0YmmfbMwkw,CF1,2.4983
1156,_SFE50OcdEeet0YmmfbMwkw,CF1,2.4983
1157,_SFE50OcdEeet0YmmfbMwkw,CF1,2.4983
1158,_SFE50OcdEeet0YmmfbMwkw,CF1,2.4983
1159,_SFE50OcdEeet0YmmfbMwkw,CF1,2.4983
1160,_SE9k_OcdEeet0YmmfbMwkw,CF2,1.4831
1161,_SE9k_OcdEeet0YmmfbMwkw,CF2,1.4831
1162,_SE9k_OcdEeet0YmmfbMwkw,CF2,1.4831
1163,_SFMQV-cdEeet0YmmfbMwkw,CF3,1.192
1164,_SFMQV-cdEeet0YmmfbMwkw,CF3,1.192
1165,_SFMQV-cdEeet0YmmfbMwkw,CF3,1.192
1166,_SEwJ8-cdEeet0YmmfbMwkw,CF2,1.6072
1167,_SEwJ8-cdEeet0YmmfbMwkw,CF2,1.6072
1168,_SEwJ8-cdEeet0YmmfbMwkw,CF2,1.6072
1169,_SFKaUecdEeet0YmmfbMwkw,CF2,2.4183
1170,_SFKaUecdEeet0YmmfbMwkw,CF2,2.4183
1171,_SFKaUecdEeet0YmmfbMwkw,CF2,2.4183
1172,_SFLB1OcdEeet0YmmfbMwkw,CF3,1.8172
1173,_SFLB1OcdEeet0YmmfbMwkw,CF3,1.8172
1174,_SFLB1OcdEeet0YmmfbMwkw,CF3,1.8172
1175,_SE0bNecdEeet0YmmfbMwkw,CF1,3.3623
1176,_SE0bNecdEeet0YmmfbMwkw,CF1,3.3623
1177,_SE0bNecdEeet0YmmfbMwkw,CF1,3.3623
1178,_SExYNOcdEeet0YmmfbMwkw,CF3,3.1128
1179,_SExYNOcdEeet0YmmfbMwkw,CF3,3.1128
1180,_SExYNOcdEeet0YmmfbMwkw,CF3,3.1128
1181,_SEviuucdEeet0YmmfbMwkw,CF2,4.2166
1182,_SEviuucdEeet0YmmfbMwkw,CF2,4.2166
1183,_SEviuucdEeet0YmmfbMwkw,CF2,4.2166
1184,_SE57SecdEeet0YmmfbMwkw,CF1,1.685
1185,_SE57SecdEeet0YmmfbMwkw,CF1,1.685
1186,_SE57SecdEeet0YmmfbMwkw,CF1,1.685
1187,_SEx_TucdEeet0YmmfbMwkw,CF1,1.2812
1188,_SEx_TucdEeet0YmmfbMwkw,CF1,1.2812
1189,_SEx_TucdEeet0YmmfbMwkw,CF1,1.2812
1190,_SFOFRucdEeet0YmmfbMwkw,CF1,1.9053
1191,_SFOFRucdEeet0YmmfbMwkw,CF1,1.9053
1192,_SFOFRucdEeet0YmmfbMwkw,CF1,1.9053
1193,_SFApM-cdEeet0YmmfbMwkw,CF1,1.172
1194,_SFApM-cdEeet0YmmfbMwkw,CF1,1.172
1195,_SFApM-cdEeet0YmmfbMwkw,CF1,1.172
1196,_SFFh5OcdEeet0YmmfbMwkw,CF2,1.5091
1197,_SFFh5OcdEeet0YmmfbMwkw,CF2,1.5091
1198,_SFFh5OcdEeet0YmmfbMwkw,CF2,1.5091
1199,_SE1B9ecdEeet0YmmfbMwkw,CF2,3.0978
1200,_SE1B9ecdEeet0YmmfbMwkw,CF2,3.0978
1201,_SE1B9ecdEeet0YmmfbMwkw,CF2,3.0978
1202,_SFGu3ecdEeet0YmmfbMwkw,CF3,1.719
1203,_SFGu3ecdEeet0YmmfbMwkw,CF3,1.719
1204,_SFGu3ecdEeet0YmmfbMwkw,CF3,1.719
1205,_SEvixOcdEeet0YmmfbMwkw,CF2,1.171
1206,_SEvixOcdEeet0YmmfbMwkw,CF2,1.171
1207,_SEvixOcdEeet0YmmfbMwkw,CF2,1.171
1208,_SE9lducdEeet0YmmfbMwkw,CF3,2.3083
1209,_SE9lducdEeet0YmmfbMwkw,CF3,2.3083
1210,_SE9lducdEeet0YmmfbMwkw,CF3,2.3083
1211,_SFLol-cdEeet0YmmfbMwkw,CF2,2.5792
1212,_SFLol-cdEeet0YmmfbMwkw,CF2,2.5792
1213,_SFLol-cdEeet0YmmfbMwkw,CF2,2.5792
1214,_SFLol-cdEeet0YmmfbMwkw,CF2,2.5792
1215,_SFJysucdEeet0YmmfbMwkw,CF1,3.763
1216,_SFJysucdEeet0YmmfbMwkw,CF1,3.763
1217,_SFJysucdEeet0YmmfbMwkw,CF1,3.763
1218,_SFESgecdEeet0YmmfbMwkw,CF1,1.7109999999999999
1219,_SFESgecdEeet0YmmfbMwkw,CF1,1.7109999999999999
1220,_SFESgecdEeet0YmmfbMwkw,CF1,1.7109999999999999
1221,_SFSWQecdEeet0YmmfbMwkw,CF1,2.4793
1222,_SFSWQecdEeet0YmmfbMwkw,CF1,2.4793
1223,_SFSWQecdEeet0YmmfbMwkw,CF1,2.4793
1224,_SFKabecdEeet0YmmfbMwkw,CF3,1.8943
1225,_SFKabecdEeet0YmmfbMwkw,CF3,1.8943
1226,_SFKabecdEeet0YmmfbMwkw,CF3,1.8943
1227,_SFOEpucdEeet0YmmfbMwkw,CF1,1.9043
1228,_SFOEpucdEeet0YmmfbMwkw,CF1,1.9043
1229,_SFOEpucdEeet0YmmfbMwkw,CF1,1.9043
1230,_SFE6cOcdEeet0YmmfbMwkw,CF3,2.3813
1231,_SFE6cOcdEeet0YmmfbMwkw,CF3,2.3813
1232,_SFE6cOcdEeet0YmmfbMwkw,CF3,2.3813
1233,_SFFhEucdEeet0YmmfbMwkw,CF3,3.1308
1234,_SFFhEucdEeet0YmmfbMwkw,CF3,3.1308
1235,_SFFhEucdEeet0YmmfbMwkw,CF3,3.1308
1236,_SE6h8ecdEeet0YmmfbMwkw,CF3,2.2943
1237,_SE6h8ecdEeet0YmmfbMwkw,CF3,2.2943
1238,_SE6h8ecdEeet0YmmfbMwkw,CF3,2.2943
1239,_SFFhr-cdEeet0YmmfbMwkw,CF3,3.762
1240,_SFFhr-cdEeet0YmmfbMwkw,CF3,3.762
1241,_SFFhr-cdEeet0YmmfbMwkw,CF3,3.762
1242,_SFCeWucdEeet0YmmfbMwkw,CF1,1.704
1243,_SFCeWucdEeet0YmmfbMwkw,CF1,1.704
1244,_SFCeWucdEeet0YmmfbMwkw,CF1,1.704
1245,_SFBPpucdEeet0YmmfbMwkw,CF2,1.5061
