,Optimal_Affected_Component_Uid,Optimal_Failure,raw
0,_SE-L2-cdEeet0YmmfbMwkw,CF1,513.7397
1,_SE-L2-cdEeet0YmmfbMwkw,CF1,502.7905
2,_SE-L2-cdEeet0YmmfbMwkw,CF1,517.758
3,_SE-L2-cdEeet0YmmfbMwkw,CF1,503.9363
4,_SE-L2-cdEeet0YmmfbMwkw,CF1,511.6299
5,_SE-L2-cdEeet0YmmfbMwkw,CF1,519.937
6,_SE-L2-cdEeet0YmmfbMwkw,CF1,511.45
7,_SE-L2-cdEeet0YmmfbMwkw,CF1,502.0811
8,_SE-L2-cdEeet0YmmfbMwkw,CF1,503.3153
9,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.0687
10,_SE-L2-cdEeet0YmmfbMwkw,CF1,511.417
11,_SE-L2-cdEeet0YmmfbMwkw,CF1,500.2178
12,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.9965
13,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.6186
14,_SE-L2-cdEeet0YmmfbMwkw,CF1,497.437
15,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.2987
16,_SE-L2-cdEeet0YmmfbMwkw,CF1,494.0418
17,_SE-L2-cdEeet0YmmfbMwkw,CF1,499.7252
18,_SE-L2-cdEeet0YmmfbMwkw,CF1,497.143
19,_SE-L2-cdEeet0YmmfbMwkw,CF1,514.4996
20,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.0277
21,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.375
22,_SE-L2-cdEeet0YmmfbMwkw,CF1,517.9407
23,_SE-L2-cdEeet0YmmfbMwkw,CF1,502.357
24,_SE-L2-cdEeet0YmmfbMwkw,CF1,493.8962
25,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.2344
26,_SE-L2-cdEeet0YmmfbMwkw,CF1,503.3882
27,_SE-L2-cdEeet0YmmfbMwkw,CF1,513.4836
28,_SE-L2-cdEeet0YmmfbMwkw,CF1,503.5405
29,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.722
30,_SE-L2-cdEeet0YmmfbMwkw,CF1,505.1066
31,_SE-L2-cdEeet0YmmfbMwkw,CF1,505.152
32,_SE-L2-cdEeet0YmmfbMwkw,CF1,517.2886
33,_SE-L2-cdEeet0YmmfbMwkw,CF1,499.8763
34,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.8079
35,_SE-L2-cdEeet0YmmfbMwkw,CF1,512.9979
36,_SE-L2-cdEeet0YmmfbMwkw,CF1,499.1069
37,_SE-L2-cdEeet0YmmfbMwkw,CF1,501.0583
38,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.0136
39,_SE-L2-cdEeet0YmmfbMwkw,CF1,502.5168
40,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.0027
41,_SE-L2-cdEeet0YmmfbMwkw,CF1,495.3262
42,_SE-L2-cdEeet0YmmfbMwkw,CF1,512.3112
43,_SE-L2-cdEeet0YmmfbMwkw,CF1,513.8528
44,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.9493
45,_SE-L2-cdEeet0YmmfbMwkw,CF1,514.5992
46,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.4307
47,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.0292
48,_SE-L2-cdEeet0YmmfbMwkw,CF1,512.4208
49,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.9699
50,_SE-L2-cdEeet0YmmfbMwkw,CF1,502.3465
51,_SE-L2-cdEeet0YmmfbMwkw,CF1,511.0687
52,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.6031
53,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.1674
54,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.0547
55,_SE-L2-cdEeet0YmmfbMwkw,CF1,517.5662
56,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.7141
57,_SE-L2-cdEeet0YmmfbMwkw,CF1,505.2114
58,_SE-L2-cdEeet0YmmfbMwkw,CF1,497.6955
59,_SE-L2-cdEeet0YmmfbMwkw,CF1,502.5533
60,_SE-L2-cdEeet0YmmfbMwkw,CF1,505.1784
61,_SE-L2-cdEeet0YmmfbMwkw,CF1,500.2197
62,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.5789
63,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.7421
64,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.855
65,_SE-L2-cdEeet0YmmfbMwkw,CF1,513.9721
66,_SE-L2-cdEeet0YmmfbMwkw,CF1,505.3259
67,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.0103
68,_SE-L2-cdEeet0YmmfbMwkw,CF1,516.6785
69,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.8055
70,_SE-L2-cdEeet0YmmfbMwkw,CF1,511.689
71,_SE-L2-cdEeet0YmmfbMwkw,CF1,514.1393
72,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.9897
73,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.1591
74,_SE-L2-cdEeet0YmmfbMwkw,CF1,511.3511
75,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.1914
76,_SE-L2-cdEeet0YmmfbMwkw,CF1,506.0259
77,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.6976
78,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.6121
79,_SE-L2-cdEeet0YmmfbMwkw,CF1,502.4794
80,_SE-L2-cdEeet0YmmfbMwkw,CF1,513.4695
81,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.3259
82,_SE-L2-cdEeet0YmmfbMwkw,CF1,501.9565
83,_SE-L2-cdEeet0YmmfbMwkw,CF1,494.1526
84,_SE-L2-cdEeet0YmmfbMwkw,CF1,506.6257
85,_SE-L2-cdEeet0YmmfbMwkw,CF1,502.7872
86,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.761
87,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.6817
88,_SE-L2-cdEeet0YmmfbMwkw,CF1,509.1167
89,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.4346
90,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.5511
91,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.3687
92,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.4721
93,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.7979
94,_SE-L2-cdEeet0YmmfbMwkw,CF1,508.6175
95,_SE-L2-cdEeet0YmmfbMwkw,CF1,504.2557
96,_SE-L2-cdEeet0YmmfbMwkw,CF1,510.8461
97,_SE-L2-cdEeet0YmmfbMwkw,CF1,506.7385
98,_SE-L2-cdEeet0YmmfbMwkw,CF1,514.4445
99,_SE-L2-cdEeet0YmmfbMwkw,CF1,507.9978
100,_SE-L2-cdEeet0YmmfbMwkw,CF1,500.3034
101,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6617
102,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.3403
103,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.6981
104,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.3694
105,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.4565
106,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.93
107,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.9491
108,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7546
109,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7885
110,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.8942
111,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.3035
112,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.3173
113,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.007
114,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.4788
115,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.1225
116,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7777
117,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6646
118,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7253
119,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.596
120,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.3541
121,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.2545
122,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.8215
123,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.129
124,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6528
125,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.4044
126,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.7866
127,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.9667
128,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7431
129,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7602
130,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.8935
131,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.3405
132,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.795
133,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.4748
134,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.9455
135,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.5746
136,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.3123
137,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.6646
138,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.3285
139,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6583
140,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.6202
141,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.6737
142,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7832
143,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.0887
144,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.1379
145,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.5143
146,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.9247
147,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.1171
148,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.1998
149,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.6754
150,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.0779
151,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.8482
152,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.5541
153,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.2824
154,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6892
155,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.1899
156,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.9832
157,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.6103
158,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6217
159,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.0361
160,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7417
161,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.85
162,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6227
163,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.4189
164,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.0293
165,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.1514
166,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.2571
167,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.7761
168,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.0043
169,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.7372
170,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.0532
171,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.1803
172,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.1954
173,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.5075
174,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.511
175,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.8986
176,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.0106
177,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.731
178,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.5776
179,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.5541
180,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.5854
181,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.8035
182,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.3397
183,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.1178
184,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.9857
185,_SE-L4ucdEeet0YmmfbMwkw,CF1,60.958
186,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7866
187,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.3145
188,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.1685
189,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7467
190,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7276
191,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.8564
192,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.2646
193,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.7449
194,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.2552
195,_SE-L4ucdEeet0YmmfbMwkw,CF1,63.1134
196,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.4617
197,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.9957
198,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.6389
199,_SE-L4ucdEeet0YmmfbMwkw,CF1,62.5927
200,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.4246
201,_SE-L4ucdEeet0YmmfbMwkw,CF1,61.2298
202,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.4696
203,_SE-L5ecdEeet0YmmfbMwkw,CF1,52.0978
204,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.2918
205,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.7798
206,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.9363
207,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.0259
208,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8079
209,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0217
210,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.0954
211,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.1417
212,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.6358
213,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0543
214,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0657
215,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.4992
216,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.4765
217,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.4806
218,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0043
219,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.3426
220,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3361
221,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.891
222,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.6311
223,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.2951
224,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.5816
225,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.9947
226,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.4567
227,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.6422
228,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.5471
229,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.2207
230,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.5671
231,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.8318
232,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.2986
233,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.8012
234,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.5143
235,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.1218
236,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.4676
237,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0489
238,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.4301
239,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.5999
240,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.8023
241,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0967
242,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.9979
243,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.7874
244,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.9749
245,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.6079
246,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.7404
247,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8378
248,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.9077
249,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8955
250,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.635
251,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.6813
252,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.9484
253,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.3252
254,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8359
255,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.5236
256,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.9269
257,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.0558
258,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.3225
259,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.7886
260,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.1796
261,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0136
262,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.3246
263,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.6864
264,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3073
265,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.8495
266,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.1385
267,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.8094
268,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.2814
269,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.9658
270,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.9658
271,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.2101
272,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3087
273,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.4313
274,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.9607
275,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.2243
276,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.1517
277,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8295
278,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.6868
279,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.502
280,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.2286
281,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.8186
282,_SE-L5ecdEeet0YmmfbMwkw,CF1,51.3204
283,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0661
284,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8223
285,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3059
286,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.8968
287,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.8985
288,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.794
289,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.7812
290,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0737
291,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.7456
292,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.4593
293,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3322
294,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0356
295,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.0228
296,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.3084
297,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.8429
298,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.946
299,_SE-L5ecdEeet0YmmfbMwkw,CF1,48.9497
300,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.6914
301,_SE-L5ecdEeet0YmmfbMwkw,CF1,50.4529
302,_SE-L5ecdEeet0YmmfbMwkw,CF1,49.8237
303,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.7451
304,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1492
305,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.7459
306,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.7945
307,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9708
308,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.6385
309,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.5178
310,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.7949
311,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9853
312,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.8042
313,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2532
314,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.585
315,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.6408
316,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.6912
317,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.2347
318,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.4077
319,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.4663
320,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0981
321,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.6247
322,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.2065
323,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0938
324,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.568
325,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.1949
326,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.9408
327,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.7108
328,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.8296
329,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2382
330,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5385
331,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.6238
332,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.4692
333,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1987
334,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0497
335,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5036
336,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9605
337,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1848
338,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.469
339,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1786
340,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9162
341,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.4677
342,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.9136
343,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.1204
344,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0192
345,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.3004
346,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.7517
347,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1497
348,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1166
349,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2612
350,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2118
351,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9612
352,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.5742
353,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.554
354,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.1171
355,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.4127
356,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.9627
357,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.4715
358,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0461
359,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5996
360,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.5157
361,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1882
362,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5965
363,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2861
364,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.8853
365,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.3364
366,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.3252
367,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.113
368,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.3652
369,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0426
370,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2288
371,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1033
372,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.7555
373,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5548
374,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.6254
375,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9574
376,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.0888
377,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.9252
378,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9147
379,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.941
380,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.8958
381,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2647
382,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.6146
383,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1556
384,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.3094
385,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9445
386,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.7722
387,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.5381
388,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.7347
389,_SE-L8ecdEeet0YmmfbMwkw,CF3,24.6972
390,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.5843
391,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.9146
392,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.7879
393,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.2692
394,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0424
395,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.3687
396,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.1029
397,_SE-L8ecdEeet0YmmfbMwkw,CF3,27.374
398,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.413
399,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.3622
400,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.0737
401,_SE-L8ecdEeet0YmmfbMwkw,CF3,26.242
402,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9964
403,_SE-L8ecdEeet0YmmfbMwkw,CF3,25.9937
404,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.7068
405,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.4327
406,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.3249
407,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.5782
408,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.2549
409,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.0815
410,_SE-L_ecdEeet0YmmfbMwkw,CF1,10.5533
